Handle,Variant SKU,vendor_ATUAL,vendor_SUGERIDO,motivo,productType
1-1-2-x-8-black-iron-nipple,BLPN-150-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
1-1-2-x-close-black-iron-nipple,BLPN-150-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-10-black-iron-nipple,BLPN-200-10,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-12-black-iron-nipple,BLPN-200-12,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-2-1-2-black-iron-nipple,BLPN-200-2.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-3-black-iron-nipple,BLPN-200-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-3-1-2-black-iron-nipple,BLPN-200-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-4-black-iron-nipple,BLPN-200-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-4-1-2-black-iron-nipple,BLPN-200-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-5-black-iron-nipple,BLPN-200-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-5-1-2-black-iron-nipple,BLPN-200-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-6-black-iron-nipple,BLPN-200-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-8-black-iron-nipple,BLPN-200-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-x-close-black-iron-nipple,BLPN-200-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-3-black-iron-nipple,BLPN-250-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-3-1-2-black-iron-nipple,BLPN-250-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-4-black-iron-nipple,BLPN-250-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-4-1-2-black-iron-nipple,BLPN-250-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-5-black-iron-nipple,BLPN-250-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-5-1-2-black-iron-nipple,BLPN-250-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-6-black-iron-nipple,BLPN-250-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-8-black-iron-nipple,BLPN-250-8,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
2-1-2-x-close-black-iron-nipple,BLPN-250-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-3-black-iron-nipple,BLPN-300-3,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-3-1-2-black-iron-nipple,BLPN-300-3.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-4-black-iron-nipple,BLPN-300-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-4-1-2-black-iron-nipple,BLPN-300-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-5-black-iron-nipple,BLPN-300-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-5-1-2-black-iron-nipple,BLPN-300-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-6-black-iron-nipple,BLPN-300-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
3-x-close-black-iron-nipple,BLPN-300-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
4-x-4-black-iron-nipple,BLPN-400-4,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
4-x-4-1-2-black-iron-nipple,BLPN-400-4.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
4-x-5-black-iron-nipple,BLPN-400-5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
4-x-5-1-2-black-iron-nipple,BLPN-400-5.5,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
4-x-6-black-iron-nipple,BLPN-400-6,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
4-x-close-black-iron-nipple,BLPN-400-CLS,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de ferro preto - nipple,Black Iron Nipples
1-8-galvanized-elbow-90,GAIF-018-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-4-galvanized-elbow-90,GAIF-025-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-4-galvanized-plug,GAIF-025-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-4-galvanized-tee,GAIF-025-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-4-galvanized-union,GAIF-025-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-8-galvanized-street-elbow-90,GAIF-038-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-elbow-45,GAIF-050-45EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-elbow-90,GAIF-050-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-cap,GAIF-050-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-coupling,GAIF-050-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-floor-flange,GAIF-050-FFLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-street-elbow-90,GAIF-050-NIPX-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-plug,GAIF-050-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-street-elbow-45,GAIF-050-ST45-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-street-elbow-90-gaif-050-st90-g,GAIF-050-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-tee,GAIF-050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-galvanized-union,GAIF-050-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-x-1-4-galvanized-bushing-mpt-x-fpt,GAIF-050.025-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-x-3-8-galvanized-bushing-mpt-x-fpt,GAIF-050.038-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-x-3-8-galvanized-reducing-coupling,GAIF-050.038-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-2-x-1-2-x-3-4-galvanized-tee,GAIF-050.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-elbow-45,GAIF-075-45EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-elbow-90,GAIF-075-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-cap,GAIF-075-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-coupling,GAIF-075-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-cross,GAIF-075-CRS-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-floor-flange,GAIF-075-FFLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-street-elbow-90,GAIF-075-NIPX-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-plug,GAIF-075-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-street-elbow-45,GAIF-075-ST45-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-street-elbow-90-gaif-075-st90-g,GAIF-075-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-tee,GAIF-075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-galvanized-union,GAIF-075-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-1-4-galvanized-reducing-coupling,GAIF-075.025-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-1-2-galvanized-elbow-90,GAIF-075.050-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-1-2-galvanized-bushing-mpt-x-fpt,GAIF-075.050-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-1-2-galvanized-reducing-coupling,GAIF-075.050-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-3-4-x-1-2-galvanized-tee,GAIF-075.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-1-2-x-1-2-galvanized-tee,GAIF-075.050.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
3-4-x-1-2-x-3-4-galvanized-tee,GAIF-075.050.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-elbow-45,GAIF-100-45EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-elbow-90,GAIF-100-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-cap,GAIF-100-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-coupling,GAIF-100-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-floor-flange,GAIF-100-FFLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-plug,GAIF-100-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-street-elbow-45,GAIF-100-ST45-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-street-elbow-90,GAIF-100-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-tee,GAIF-100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-galvanized-union,GAIF-100-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-3-8-galvanized-bushing-mpt-x-fpt,GAIF-100.038-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-2-galvanized-elbow-90,GAIF-100.050-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-2-galvanized-bushing-mpt-x-fpt,GAIF-100.050-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-2-galvanized-reducing-coupling,GAIF-100.050-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-x-1-2-galvanized-tee,GAIF-100.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-2-x-1-2-galvanized-tee,GAIF-100.050.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-2-x-1-galvanized-tee,GAIF-100.050.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-3-4-galvanized-elbow-90,GAIF-100.075-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-3-4-galvanized-bushing-mpt-x-fpt,GAIF-100.075-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-3-4-galvanized-reducing-coupling,GAIF-100.075-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-1-x-3-4-galvanized-tee,GAIF-100.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-3-4-x-3-4-galvanized-tee,GAIF-100.075.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-x-3-4-x-1-galvanized-tee,GAIF-100.075.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-elbow-45,GAIF-125-45EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-elbow-90,GAIF-125-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-cap,GAIF-125-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-coupling,GAIF-125-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-floor-flange,GAIF-125-FFLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-plug,GAIF-125-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-street-elbow-90,GAIF-125-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-tee,GAIF-125-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-galvanized-union,GAIF-125-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-2-galvanized-bushing-mpt-x-fpt,GAIF-125.050-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-2-galvanized-reducing-coupling,GAIF-125.050-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-1-4-x-1-2-galvanized-tee,GAIF-125.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-3-4-galvanized-elbow-90,GAIF-125.075-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-3-4-galvanized-bushing-mpt-x-fpt,GAIF-125.075-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-3-4-galvanized-reducing-coupling,GAIF-125.075-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-1-4-x-3-4-galvanized-tee,GAIF-125.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-3-4-x-3-4-galvanized-tee,GAIF-125.075.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-3-4-x-1-galvanized-tee,GAIF-125.075.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-galvanized-elbow-90,GAIF-125.100-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-galvanized-bushing-mpt-x-fpt,GAIF-125.100-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-galvanized-reducing-coupling,GAIF-125.100-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-1-4-x-1-galvanized-tee,GAIF-125.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-x-1-2-galvanized-tee,GAIF-125.100.050-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-x-3-4-galvanized-tee,GAIF-125.100.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-x-1-galvanized-tee,GAIF-125.100.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-4-x-1-x-1-1-4-galvanized-tee,GAIF-125.100.125-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-elbow-45,GAIF-150-45EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-elbow-90,GAIF-150-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-cap,GAIF-150-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-coupling,GAIF-150-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-floor-flange,GAIF-150-FFLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-plug,GAIF-150-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-street-elbow-45,GAIF-150-ST45-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-street-elbow-90,GAIF-150-ST90-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-tee,GAIF-150-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-galvanized-union,GAIF-150-UNI-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-2-galvanized-bushing-mpt-x-fpt,GAIF-150.050-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-2-galvanized-reducing-coupling,GAIF-150.050-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-3-4-galvanized-bushing-mpt-x-fpt,GAIF-150.075-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-3-4-galvanized-reducing-coupling,GAIF-150.075-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-1-2-x-3-4-galvanized-tee,GAIF-150.075-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-galvanized-bushing-mpt-x-fpt,GAIF-150.100-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-galvanized-reducing-coupling,GAIF-150.100-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-1-2-x-1-galvanized-tee,GAIF-150.100-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-x-1-1-2-galvanized-tee,GAIF-150.100.150-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-1-4-galvanized-elbow-90,GAIF-150.125-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-1-4-galvanized-bushing-mpt-x-fpt,GAIF-150.125-BSH-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-1-4-galvanized-reducing-coupling,GAIF-150.125-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
1-1-2-x-1-1-2-x-1-1-4-galvanized-tee,GAIF-150.125-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-elbow-45,GAIF-200-45EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-elbow-90,GAIF-200-90EL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-cap,GAIF-200-CAP-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-coupling,GAIF-200-CPL-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-floor-flange,GAIF-200-FFLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-plug,GAIF-200-PLG-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
2-galvanized-tee,GAIF-200-TEE-G,Mueller Streamline,(desconhecido - preencher),Mueller Streamline nao tem linha de galvanizado - conexao,Galvanized Iron Fittings
