handle,sku,title,price,peso,vol,peso_dim,lam,perfil,tag
resideo-rt850-u-solid-state-electric-heat-relay-without-transformer-120-208-240-347-v,HONE-RT850/U,"Resideo RT850/U Solid State Electric Heat Relay without Transformer, 120/208/240/347 V",95.69,1.1,,0.00,0.0115,General,free-ship-eligible
resideo-rt850t-240-u-solid-state-electric-heat-relay-with-built-in-transformer-208240-24-v,HONE-RT850T-240/U,"Resideo RT850T-240/U Solid State Electric Heat Relay with Built-In Transformer, 208–240/24 V",126.44,1.3,,0.00,0.0103,General,free-ship-eligible
resideo-th109proplus-u-non-programmable-line-voltage-thermostat-3000-w,HONE-TH109PROPLUS/U,"Resideo TH109PROPLUS/U Non-Programmable Line Voltage Thermostat, 3000 W",61.61,0.8,22.050,0.16,0.0130,General,free-ship-eligible
resideo-th106-u-electric-heat-7-day-programmable-thermostat-triac-120-240-v-16-7-a,HONE-TH106/U,"Resideo TH106/U Electric Heat 7-Day Programmable Thermostat, Triac, 120/240 V, 16.7 A",103.27,0.1,36.750,0.26,0.0026,General,free-ship-eligible
resideo-th140-28-01-b-u-7-day-programmable-thermostat-1-heat-spdt-24-120-240-v,HONE-TH140-28-01-B/U,"Resideo TH140-28-01-B/U 7-Day Programmable Thermostat, 1 Heat, SPDT, 24/120/240 V",114.73,0.7,18.620,0.13,0.0061,General,free-ship-eligible
resideo-th141hc-28-b-u-low-voltage-7-day-programmable-thermostat-1-heat-1-cool-auto-changeover,HONE-TH141HC-28-B/U,"Resideo TH141HC-28-B/U Low Voltage 7-Day Programmable Thermostat, 1 Heat/1 Cool, Auto Changeover",125.70,0.6,18.620,0.13,0.0048,General,free-ship-eligible
resideo-ac130-12-p10-u-wall-plates-for-th135-th146-and-th149-series-10-pack,HONE-AC130-12-P10/U,"Resideo AC130-12-P10/U Wall Plates for TH135, TH146 and TH149 Series, 10-Pack",76.31,2.1,3.62880,0.03,0.0275,General,free-ship-eligible
resideo-ac144-03-u-indoor-outdoor-temperature-sensor-10-ft-cable-10k-ohm,HONE-AC144-03/U,"Resideo AC144-03/U Indoor/Outdoor Temperature Sensor, 10 ft Cable, 10K Ohm",22.40,0.2,,0.00,0.0089,General,free-ship-eligible
resideo-ac146-410-u-10-ft-3-m-cable,HONE-AC146-410/U,Resideo AC146-410/U 10 ft (3 m) Cable,74.21,0.4,19.83168,0.14,0.0054,General,free-ship-eligible
resideo-q3200u2002-u-universal-hot-surface-igniter-overpack-6-pack,HONE-Q3200U2002/U,"Resideo Q3200U2002/U Universal Hot Surface Igniter Overpack, 6-Pack",338.69,1.6,,0.00,0.0047,General,free-ship-eligible
resideo-q3205u1107-u-universal-silicon-nitride-hot-surface-igniter-with-adapter-brackets,HONE-Q3205U1107/U,Resideo Q3205U1107/U Universal Silicon Nitride Hot Surface Igniter with Adapter Brackets,64.31,0.1,,0.00,0.0016,General,free-ship-eligible
resideo-q347a1004-u-direct-ignition-igniter-2-03-in-standard-orientation,HONE-Q347A1004/U,"Resideo Q347A1004/U Direct Ignition Igniter, 2.03 in, Standard Orientation",51.39,0.1,,0.00,0.0019,General,free-ship-eligible
resideo-q347a1012-u-direct-ignition-igniter-2-03-in-90-right-angle-orientation,HONE-Q347A1012/U,"Resideo Q347A1012/U Direct Ignition Igniter, 2.03 in, 90° Right Angle Orientation",51.91,0.2,,0.00,0.0039,General,free-ship-eligible
resideo-q4100c9040-u-hot-surface-igniter-5-25-in-leadwire,HONE-Q4100C9040/U,"Resideo Q4100C9040/U Hot Surface Igniter, 5.25 in Leadwire",24.13,0.1,,0.00,0.0041,General,free-ship-eligible
resideo-q4100c9044-u-hot-surface-igniter-6-in-leadwire,HONE-Q4100C9044/U,"Resideo Q4100C9044/U Hot Surface Igniter, 6 in Leadwire",24.31,0.2,,0.00,0.0082,General,free-ship-eligible
resideo-q4100c9050-u-hot-surface-igniter-11-in-leadwire,HONE-Q4100C9050/U,"Resideo Q4100C9050/U Hot Surface Igniter, 11 in Leadwire",27.16,0.3,,0.00,0.0110,General,free-ship-eligible
resideo-q4100c9058-u-hot-surface-igniter-4-5-in-leadwire,HONE-Q4100C9058/U,"Resideo Q4100C9058/U Hot Surface Igniter, 4.5 in Leadwire",24.31,0.2,,0.00,0.0082,General,free-ship-eligible
resideo-q4100c9064-u-hot-surface-igniter-2-25-in-leadwire,HONE-Q4100C9064/U,"Resideo Q4100C9064/U Hot Surface Igniter, 2.25 in Leadwire",24.96,0.4,,0.00,0.0160,General,free-ship-eligible
resideo-q4100c9070-u-hot-surface-igniter-5-69-in-leadwire,HONE-Q4100C9070/U,"Resideo Q4100C9070/U Hot Surface Igniter, 5.69 in Leadwire",24.13,0.1,,0.00,0.0041,General,free-ship-eligible
resideo-q4100c9072-u-hot-surface-igniter-5-3-in-leadwire,HONE-Q4100C9072/U,"Resideo Q4100C9072/U Hot Surface Igniter, 5.3 in Leadwire",24.31,0.2,,0.00,0.0082,General,free-ship-eligible
resideo-386449-u-1-4-in-compression-nut-and-ferrule-0-65-in-long,HONE-386449/U,"Resideo 386449/U 1/4 in Compression Nut and Ferrule, 0.65 in Long",4.43,0.1,,0.00,0.0226,General,free-ship-eligible
resideo-388146kp-u-lp-gas-orifice,HONE-388146KP/U,Resideo 388146KP/U LP Gas Orifice,25.80,0.1,,0.00,0.0039,General,free-ship-eligible
resideo-388146kr-u-0-014-in-lp-orifice-with-1-4-in-compression-fitting,HONE-388146KR/U,Resideo 388146KR/U 0.014 in LP Orifice with 1/4 in Compression Fitting,90.23,0.1,,0.00,0.0011,General,free-ship-eligible
resideo-388468d-u-0-010-in-lp-gas-orifice-with-1-4-in-compression-fitting,HONE-388468D/U,Resideo 388468D/U 0.010 in LP Gas Orifice with 1/4 in Compression Fitting,21.27,0.1,,0.00,0.0047,General,free-ship-eligible
resideo-390686-1-u-0-010-in-orifice-stamped-bbr10,HONE-390686-1/U,"Resideo 390686-1/U 0.010 in Orifice, Stamped BBR10",4.14,0.1,,0.00,0.0242,General,free-ship-eligible
resideo-390686-15-u-0-009-in-orifice-stamped-bbr9,HONE-390686-15/U,"Resideo 390686-15/U 0.009 in Orifice, Stamped BBR9",5.09,0.1,,0.00,0.0196,General,free-ship-eligible
resideo-390686-23-u-0-008-in-orifice-stamped-gaf8,HONE-390686-23/U,"Resideo 390686-23/U 0.008 in Orifice, Stamped GAF8",10.93,0.1,,0.00,0.0091,General,free-ship-eligible
resideo-390686-25-u-0-012-in-lp-orifice-stamped-bbr12,HONE-390686-25/U,"Resideo 390686-25/U 0.012 in LP Orifice, Stamped BBR12",4.73,0.1,,0.00,0.0211,General,free-ship-eligible
resideo-390686-32-u-0-014-in-orifice-stamped-bar14,HONE-390686-32/U,"Resideo 390686-32/U 0.014 in Orifice, Stamped BAR14",5.01,0.1,,0.00,0.0200,General,free-ship-eligible
resideo-390686-5-u-0-020-in-orifice-stamped-bcr20,HONE-390686-5/U,"Resideo 390686-5/U 0.020 in Orifice, Stamped BCR20",5.11,0.1,,0.00,0.0196,General,free-ship-eligible
resideo-392125-1-u-25-in-ignition-cable-assembly-for-s86-s87-s89,HONE-392125-1/U,"Resideo 392125-1/U 25 in Ignition Cable Assembly for S86, S87, S89",46.94,0.2,,0.00,0.0043,General,free-ship-eligible
resideo-392125-5-u-18-in-ignition-cable-assembly-for-s86-s87-s89,HONE-392125-5/U,"Resideo 392125-5/U 18 in Ignition Cable Assembly for S86, S87, S89",57.20,0.2,,0.00,0.0035,General,free-ship-eligible
resideo-392449-4-u-1-8-in-compression-fitting-1-15-in-long,HONE-392449-4/U,"Resideo 392449-4/U 1/8 in Compression Fitting, 1.15 in Long",11.91,0.1,,0.00,0.0084,General,free-ship-eligible
resideo-392449-u-1-8-in-compression-fitting-0-65-in-long,HONE-392449/U,"Resideo 392449/U 1/8 in Compression Fitting, 0.65 in Long",11.67,0.1,,0.00,0.0086,General,free-ship-eligible
resideo-394800-30-u-30-in-ignition-cable-90-boot-for-s8600-family,HONE-394800-30/U,"Resideo 394800-30/U 30 in Ignition Cable, 90° Boot, for S8600 Family",71.20,0.1,,0.00,0.0014,General,free-ship-eligible
resideo-394800-36-u-36-in-ignition-cable-90-boot-for-s8600-family,HONE-394800-36/U,"Resideo 394800-36/U 36 in Ignition Cable, 90° Boot, for S8600 Family",89.19,0.1,,0.00,0.0011,General,free-ship-eligible
resideo-394801-36-u-36-in-ignition-cable-straight-boot-for-s8600-family,HONE-394801-36/U,"Resideo 394801-36/U 36 in Ignition Cable, Straight Boot, for S8600 Family",89.19,0.1,,0.00,0.0011,General,free-ship-eligible
resideo-394803-2-u-36-in-high-temperature-right-angle-boot-and-cable-assembly-for-s8600,HONE-394803-2/U,Resideo 394803-2/U 36 in High Temperature Right Angle Boot and Cable Assembly for S8600,112.74,0.2,,0.00,0.0018,General,free-ship-eligible
resideo-q3400a1008-u-hot-surface-pilot-igniter-sensor-assembly-for-smartvalve-pilots-18-in-leads,HONE-Q3400A1008/U,"Resideo Q3400A1008/U Hot Surface Pilot Igniter/Sensor Assembly for SmartValve Pilots, 18 in Leads",99.21,0.2,,0.00,0.0020,General,free-ship-eligible
resideo-q3400a1081-u-hot-surface-pilot-igniter-sensor-assembly-for-smartvalve-pilots-36-in-leads,HONE-Q3400A1081/U,"Resideo Q3400A1081/U Hot Surface Pilot Igniter/Sensor Assembly for SmartValve Pilots, 36 in Leads",101.84,0.2,,0.00,0.0020,General,free-ship-eligible
resideo-q314a3513-u-standing-pilot-burner-a-bracket-0-018-orifice-f-tip,HONE-Q314A3513/U,"Resideo Q314A3513/U Standing Pilot Burner, A Bracket, 0.018 Orifice, F Tip",63.70,0.2,,0.00,0.0031,General,free-ship-eligible
resideo-q314a3547-u-standing-pilot-burner-a-bracket-0-018-orifice-l-tip,HONE-Q314A3547/U,"Resideo Q314A3547/U Standing Pilot Burner, A Bracket, 0.018 Orifice, L Tip",55.79,0.1,,0.00,0.0018,General,free-ship-eligible
resideo-q340a1074-u-universal-thermocouple-24-in-lead,HONE-Q340A1074/U,"Resideo Q340A1074/U Universal Thermocouple, 24 in Lead",13.26,0.1,,0.00,0.0075,General,free-ship-eligible
resideo-q340a1082-u-universal-thermocouple-30-in-lead,HONE-Q340A1082/U,"Resideo Q340A1082/U Universal Thermocouple, 30 in Lead",14.03,0.1,,0.00,0.0071,General,free-ship-eligible
resideo-q390a1103-u-thermocouple-48-in-lead,HONE-Q390A1103/U,"Resideo Q390A1103/U Thermocouple, 48 in Lead",12.94,0.2,,0.00,0.0155,General,free-ship-eligible
resideo-q313a1022-u-thermopile-35-in-lead,HONE-Q313A1022/U,"Resideo Q313A1022/U Thermopile, 35 in Lead",83.66,0.2,,0.00,0.0024,General,free-ship-eligible
resideo-q313a1055-u-thermopile-47-in-lead-with-split-nut,HONE-Q313A1055/U,"Resideo Q313A1055/U Thermopile, 47 in Lead, with Split Nut",90.16,0.2,,0.00,0.0022,General,free-ship-eligible
resideo-q313a1105-u-thermopile-75-in-with-attaching-nut,HONE-Q313A1105/U,"Resideo Q313A1105/U Thermopile, 75 in, with Attaching Nut",95.30,0.2,,0.00,0.0021,General,free-ship-eligible
resideo-q313a1402-u-tradeline-thermopile-35-in-lead-with-adapter,HONE-Q313A1402/U,"Resideo Q313A1402/U Tradeline Thermopile, 35 in Lead, with Adapter",78.76,0.2,,0.00,0.0025,General,free-ship-eligible
resideo-q313b1005-u-thermopile-35-in-with-terminal-block,HONE-Q313B1005/U,"Resideo Q313B1005/U Thermopile, 35 in, with Terminal Block",104.29,0.2,,0.00,0.0019,General,free-ship-eligible
resideo-272840-u-union-gaskets-for-1-2-in-d05-ds05-pack-of-2,HONE-272840/U,"Resideo 272840/U Union Gaskets for 1/2 in D05/DS05, Pack of 2",8.77,0.1,,0.00,0.0114,General,free-ship-eligible
resideo-272841-u-union-gaskets-for-3-4-in-d05-ds05-pack-of-2,HONE-272841/U,"Resideo 272841/U Union Gaskets for 3/4 in D05/DS05, Pack of 2",6.64,0.1,,0.00,0.0151,General,free-ship-eligible
resideo-272842-u-union-gaskets-for-1-in-d05-ds05-pack-of-2,HONE-272842/U,"Resideo 272842/U Union Gaskets for 1 in D05/DS05, Pack of 2",12.10,0.1,,0.00,0.0083,General,free-ship-eligible
resideo-272843-u-1-1-4-in-union-gasket,HONE-272843/U,Resideo 272843/U 1 1/4 in Union Gasket,13.64,0.3,,0.00,0.0220,General,free-ship-eligible
resideo-272858-u-union-gasket-for-1-1-2-in-d06-and-ds06g,HONE-272858/U,Resideo 272858/U Union Gasket for 1 1/2 in D06 and DS06G,13.01,1.0,,0.00,0.0769,THS Standard - no free shipping,
resideo-272859-u-union-gaskets-for-2-in-d06-ds06,HONE-272859/U,Resideo 272859/U Union Gaskets for 2 in D06/DS06,14.26,0.1,,0.00,0.0070,General,free-ship-eligible
resideo-ds06-100-dup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-2-in-double-union-press,HONE-DS06-100-DUP-LF/U,"Resideo DS06-100-DUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1/2 in Double Union Press",125.40,1.9,,0.00,0.0152,General,free-ship-eligible
resideo-ds06-100-dus-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-2-in-double-union-sweat,HONE-DS06-100-DUS-LF/U,"Resideo DS06-100-DUS-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1/2 in Double Union Sweat",114.50,1.9,,0.00,0.0166,General,free-ship-eligible
resideo-ds06-100-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-2-in-npt,HONE-DS06-100-LF/U,"Resideo DS06-100-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1/2 in NPT",90.27,1.5,,0.00,0.0166,General,free-ship-eligible
resideo-ds06-100-sup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-2-in-single-union-press,HONE-DS06-100-SUP-LF/U,"Resideo DS06-100-SUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1/2 in Single Union Press",114.07,1.7,,0.00,0.0149,General,free-ship-eligible
resideo-ds06-101-dup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-3-4-in-double-union-press,HONE-DS06-101-DUP-LF/U,"Resideo DS06-101-DUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 3/4 in Double Union Press",132.41,2.9,,0.00,0.0219,General,free-ship-eligible
resideo-ds06-101-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-3-4-in-npt,HONE-DS06-101-LF/U,"Resideo DS06-101-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 3/4 in NPT",90.90,1.6,,0.00,0.0176,General,free-ship-eligible
resideo-ds06-101-sup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-3-4-in-single-union-press,HONE-DS06-101-SUP-LF/U,"Resideo DS06-101-SUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 3/4 in Single Union Press",117.66,1.9,,0.00,0.0161,General,free-ship-eligible
resideo-ds06-102-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-in-npt,HONE-DS06-102-LF/U,"Resideo DS06-102-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 in NPT",119.29,1.6,,0.00,0.0134,General,free-ship-eligible
resideo-ds06-102-sup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-in-single-union-press,HONE-DS06-102-SUP-LF/U,"Resideo DS06-102-SUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 in Single Union Press",157.47,2.5,,0.00,0.0159,General,free-ship-eligible
resideo-ds06-103-dup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-4-in-double-union-press,HONE-DS06-103-DUP-LF/U,"Resideo DS06-103-DUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/4 in Double Union Press",324.04,4.4,,0.00,0.0136,General,free-ship-eligible
resideo-ds06-103-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-4-in-npt,HONE-DS06-103-LF/U,"Resideo DS06-103-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/4 in NPT",155.20,3.1,,0.00,0.0200,General,free-ship-eligible
resideo-ds06-103-sup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-4-in-single-union-press,HONE-DS06-103-SUP-LF/U,"Resideo DS06-103-SUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/4 in Single Union Press",283.93,3.7,,0.00,0.0130,General,free-ship-eligible
resideo-ds06-103-sus-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-4-in-single-union-sweat,HONE-DS06-103-SUS-LF/U,"Resideo DS06-103-SUS-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/4 in Single Union Sweat",253.09,4.4,,0.00,0.0174,General,free-ship-eligible
resideo-ds06-104-dup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-2-in-double-union-press,HONE-DS06-104-DUP-LF/U,"Resideo DS06-104-DUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/2 in Double Union Press",528.34,7.3,,0.00,0.0138,General,free-ship-eligible
resideo-ds06-104-dus-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-2-in-double-union-sweat,HONE-DS06-104-DUS-LF/U,"Resideo DS06-104-DUS-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/2 in Double Union Sweat",495.99,9.5,,0.00,0.0192,General,free-ship-eligible
resideo-ds06-104-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-2-in-npt,HONE-DS06-104-LF/U,"Resideo DS06-104-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/2 in NPT",260.93,6.9,,0.00,0.0264,General,free-ship-eligible
resideo-ds06-104-sup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-1-1-2-in-single-union-press,HONE-DS06-104-SUP-LF/U,"Resideo DS06-104-SUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 1 1/2 in Single Union Press",488.91,8.5,,0.00,0.0174,General,free-ship-eligible
resideo-ds06-105-dup-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-2-in-double-union-press,HONE-DS06-105-DUP-LF/U,"Resideo DS06-105-DUP-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 2 in Double Union Press",763.81,9.2,,0.00,0.0120,General,free-ship-eligible
resideo-ds06-105-dus-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-2-in-double-union-sweat,HONE-DS06-105-DUS-LF/U,"Resideo DS06-105-DUS-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 2 in Double Union Sweat",713.66,10.0,,0.00,0.0140,General,free-ship-eligible
resideo-ds06-105-sup-lf-u-ds06-dialset-pressure-reducing-valve-2-in-single-union-press,HONE-DS06-105-SUP-LF/U,"Resideo DS06-105-SUP-LF/U DS06 Dialset Pressure Reducing Valve, 2 in Single Union Press",693.70,7.7,,0.00,0.0111,General,free-ship-eligible
resideo-ds06-105-sus-lf-u-ds06-dialset-lead-free-pressure-reducing-valve-2-in-single-union-sweat,HONE-DS06-105-SUS-LF/U,"Resideo DS06-105-SUS-LF/U DS06 Dialset Lead Free Pressure Reducing Valve, 2 in Single Union Sweat",647.49,9.0,,0.00,0.0139,General,free-ship-eligible
resideo-k06u1045-u-2-in-union-nut-threaded-tailpiece-and-gasket,HONE-K06U1045/U,"Resideo K06U1045/U 2 in Union Nut, Threaded Tailpiece and Gasket",122.41,3.5,,0.00,0.0286,General,free-ship-eligible
resideo-k06u1069-u-1-2-in-union-nut-threaded-tailpiece-and-gasket,HONE-K06U1069/U,"Resideo K06U1069/U 1/2 in Union Nut, Threaded Tailpiece and Gasket",36.46,0.2,,0.00,0.0055,General,free-ship-eligible
resideo-k06u1135-u-1-1-4-in-union-nut-threaded-tailpiece-and-gasket,HONE-K06U1135/U,"Resideo K06U1135/U 1 1/4 in Union Nut, Threaded Tailpiece and Gasket",54.66,0.9,,0.00,0.0165,General,free-ship-eligible
resideo-k06u1143-u-1-1-4-in-union-nut-sweat-tailpiece-and-gasket,HONE-K06U1143/U,"Resideo K06U1143/U 1 1/4 in Union Nut, Sweat Tailpiece and Gasket",40.01,0.8,,0.00,0.0200,General,free-ship-eligible
resideo-k06u1207-u-union-kit-for-1-2-in-press-valves,HONE-K06U1207/U,Resideo K06U1207/U Union Kit for 1/2 in Press Valves,55.29,0.2,,0.00,0.0036,General,free-ship-eligible
resideo-k06u1214-u-union-kit-for-3-4-in-press-valves,HONE-K06U1214/U,Resideo K06U1214/U Union Kit for 3/4 in Press Valves,57.01,0.3,,0.00,0.0053,General,free-ship-eligible
resideo-k06u1231-u-union-kit-for-1-in-press-valves,HONE-K06U1231/U,Resideo K06U1231/U Union Kit for 1 in Press Valves,65.39,0.4,,0.00,0.0061,General,free-ship-eligible
resideo-k06u1245-u-union-kit-for-1-1-4-in-press-valves,HONE-K06U1245/U,Resideo K06U1245/U Union Kit for 1 1/4 in Press Valves,72.43,0.7,,0.00,0.0097,General,free-ship-eligible
resideo-k06u1269-u-union-kit-for-1-1-2-in-press-valves,HONE-K06U1269/U,Resideo K06U1269/U Union Kit for 1 1/2 in Press Valves,114.56,1.2,,0.00,0.0105,General,free-ship-eligible
resideo-k06u1273-u-union-kit-for-2-in-press-valves,HONE-K06U1273/U,Resideo K06U1273/U Union Kit for 2 in Press Valves,174.91,1.5,,0.00,0.0086,General,free-ship-eligible
resideo-k06u5034-u-1-1-2-in-union-nut-sweat-tailpiece-and-gasket,HONE-K06U5034/U,"Resideo K06U5034/U 1 1/2 in Union Nut, Sweat Tailpiece and Gasket",82.43,1.2,,0.00,0.0146,General,free-ship-eligible
resideo-k06u5042-u-2-in-union-nut-sweat-tailpiece-and-gasket,HONE-K06U5042/U,"Resideo K06U5042/U 2 in Union Nut, Sweat Tailpiece and Gasket",137.43,1.2,,0.00,0.0087,General,free-ship-eligible
resideo-ap5027-30-u-differential-pressure-switch-0-0512-0-in-wc-spdt,HONE-AP5027-30/U,"Resideo AP5027-30/U Differential Pressure Switch, 0.05–12.0 in WC, SPDT",194.60,1.1,,0.00,0.0057,General,free-ship-eligible
resideo-ap5210-30-u-differential-pressure-switch-0-3012-0-in-wc-spnc-manual-reset,HONE-AP5210-30/U,"Resideo AP5210-30/U Differential Pressure Switch, 0.30–12.0 in WC, SPNC, Manual Reset",253.69,1.1,,0.00,0.0043,General,free-ship-eligible
resideo-dpl1025a5006-u-definite-purpose-contactor-a2l-compliant,HONE-DPL1025A5006/U,"Resideo DPL1025A5006/U Definite Purpose Contactor, A2L Compliant",26.34,0.5,,0.00,0.0190,General,free-ship-eligible
resideo-dpl1030a1001-u-definite-purpose-contactor-a2l-compliant,HONE-DPL1030A1001/U,"Resideo DPL1030A1001/U Definite Purpose Contactor, A2L Compliant",18.10,0.5,,0.00,0.0276,General,free-ship-eligible
resideo-dpl1030a5014-u-definite-purpose-contactor-a2l-compliant,HONE-DPL1030A5014/U,"Resideo DPL1030A5014/U Definite Purpose Contactor, A2L Compliant",26.67,0.5,,0.00,0.0187,General,free-ship-eligible
resideo-dpl1040a5005-u-definite-purpose-contactor-a2l-compliant,HONE-DPL1040A5005/U,"Resideo DPL1040A5005/U Definite Purpose Contactor, A2L Compliant",34.99,0.5,,0.00,0.0143,General,free-ship-eligible
resideo-dpl2020a5022-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2020A5022/U,"Resideo DPL2020A5022/U Definite Purpose Contactor, A2L Compliant",34.90,0.5,,0.00,0.0143,General,free-ship-eligible
resideo-dpl2020b5039-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2020B5039/U,"Resideo DPL2020B5039/U Definite Purpose Contactor, A2L Compliant",34.00,0.6,,0.00,0.0176,General,free-ship-eligible
resideo-dpl2030a1004-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030A1004/U,"Resideo DPL2030A1004/U Definite Purpose Contactor, A2L Compliant",18.99,0.5,,0.00,0.0263,General,free-ship-eligible
resideo-dpl2030a5013-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030A5013/U,"Resideo DPL2030A5013/U Definite Purpose Contactor, A2L Compliant",44.46,0.6,,0.00,0.0135,General,free-ship-eligible
resideo-dpl2030b1003-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030B1003/U,"Resideo DPL2030B1003/U Definite Purpose Contactor, A2L Compliant",19.31,0.5,,0.00,0.0259,General,free-ship-eligible
resideo-dpl2030b5004-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030B5004/U,"Resideo DPL2030B5004/U Definite Purpose Contactor, A2L Compliant",34.64,0.6,,0.00,0.0173,General,free-ship-eligible
resideo-dpl2030c1002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030C1002/U,"Resideo DPL2030C1002/U Definite Purpose Contactor, A2L Compliant",20.37,0.5,,0.00,0.0245,General,free-ship-eligible
resideo-dpl2030c5003-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030C5003/U,"Resideo DPL2030C5003/U Definite Purpose Contactor, A2L Compliant",34.64,0.6,,0.00,0.0173,General,free-ship-eligible
resideo-dpl2030c5011-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030C5011/U,"Resideo DPL2030C5011/U Definite Purpose Contactor, A2L Compliant",46.29,0.6,,0.00,0.0130,General,free-ship-eligible
resideo-dpl2030d5002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2030D5002/U,"Resideo DPL2030D5002/U Definite Purpose Contactor, A2L Compliant",35.29,0.6,,0.00,0.0170,General,free-ship-eligible
resideo-dpl2040a1003-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2040A1003/U,"Resideo DPL2040A1003/U Definite Purpose Contactor, A2L Compliant",41.87,0.5,,0.00,0.0119,General,free-ship-eligible
resideo-dpl2040a5004-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2040A5004/U,"Resideo DPL2040A5004/U Definite Purpose Contactor, A2L Compliant",63.41,0.6,,0.00,0.0095,General,free-ship-eligible
resideo-dpl2040b1002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2040B1002/U,"Resideo DPL2040B1002/U Definite Purpose Contactor, A2L Compliant",60.36,0.5,,0.00,0.0083,General,free-ship-eligible
resideo-dpl2040b5003-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2040B5003/U,"Resideo DPL2040B5003/U Definite Purpose Contactor, A2L Compliant",63.41,0.6,,0.00,0.0095,General,free-ship-eligible
resideo-dpl2040c1001-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2040C1001/U,"Resideo DPL2040C1001/U Definite Purpose Contactor, A2L Compliant",55.41,0.5,,0.00,0.0090,General,free-ship-eligible
resideo-dpl2040c5002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL2040C5002/U,"Resideo DPL2040C5002/U Definite Purpose Contactor, A2L Compliant",72.31,0.5,,0.00,0.0069,General,free-ship-eligible
resideo-dpl3030a5004-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3030A5004/U,"Resideo DPL3030A5004/U Definite Purpose Contactor, A2L Compliant",61.76,1.0,,0.00,0.0162,General,free-ship-eligible
resideo-dpl3030b5003-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3030B5003/U,"Resideo DPL3030B5003/U Definite Purpose Contactor, A2L Compliant",61.76,1.0,,0.00,0.0162,General,free-ship-eligible
resideo-dpl3030c5002-u-definite-purpose-contactor-a2l-compliant,HONE-DPL3030C5002/U,"Resideo DPL3030C5002/U Definite Purpose Contactor, A2L Compliant",61.76,0.9,,0.00,0.0146,General,free-ship-eligible
