Handle,Command,Metafield: product.length [dimension],Metafield: product.width [dimension],Metafield: product.height [dimension]
ez1-pvc-floor-drain-5-square-nickel-bronze-strainer-with-2-x-3-bottom-outlet,UPDATE,"{""value"": 10.21, ""unit"": ""in""}","{""value"": 10.21, ""unit"": ""in""}","{""value"": 8.38, ""unit"": ""in""}"
ez1-pvc-floor-drain-5-square-nickel-bronze-strainer-with-3-x-4-bottom-outlet,UPDATE,"{""value"": 10.21, ""unit"": ""in""}","{""value"": 10.21, ""unit"": ""in""}","{""value"": 8.38, ""unit"": ""in""}"
ez1-pvc-floor-drain-5-square-nickel-bronze-strainer-with-4-bottom-outlet,UPDATE,"{""value"": 10.21, ""unit"": ""in""}","{""value"": 10.21, ""unit"": ""in""}","{""value"": 8.68, ""unit"": ""in""}"
ezc-pvc-floor-drain-cleanout-5-round-nickel-bronze-head-with-3-x-4-solvent-weld-outlet,UPDATE,"{""value"": 7.59, ""unit"": ""in""}","{""value"": 7.59, ""unit"": ""in""}","{""value"": 8.11, ""unit"": ""in""}"
ezc-pvc-floor-drain-cleanout-5-square-nickel-bronze-cover-with-4-solvent-weld-outlet,UPDATE,"{""value"": 9.65, ""unit"": ""in""}","{""value"": 9.65, ""unit"": ""in""}","{""value"": 9.15, ""unit"": ""in""}"
fan-and-limit-controller-11-5-in-insert,UPDATE,"{""value"": 6.28, ""unit"": ""in""}","{""value"": 5.0, ""unit"": ""in""}","{""value"": 3.59, ""unit"": ""in""}"
fan-and-limit-controller-5-in-insert,UPDATE,"{""value"": 6.28, ""unit"": ""in""}","{""value"": 5.0, ""unit"": ""in""}","{""value"": 3.59, ""unit"": ""in""}"
fan-and-limit-controller-8-in-insert,UPDATE,"{""value"": 6.28, ""unit"": ""in""}","{""value"": 5.0, ""unit"": ""in""}","{""value"": 3.59, ""unit"": ""in""}"
fast-fast-opening-smartvalve-intermittent-hot-surface-pilot,UPDATE,"{""value"": 5.2, ""unit"": ""in""}","{""value"": 6.9, ""unit"": ""in""}","{""value"": 6.1, ""unit"": ""in""}"
five-zone-valve-controller,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 13.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
florestone-mop-service-sink-single-bowl-sinks-24-x-24-x-10,UPDATE,"{""value"": 26.0, ""unit"": ""in""}","{""value"": 26.0, ""unit"": ""in""}","{""value"": 12.0, ""unit"": ""in""}"
florestone-saflor-shower-base-white-shower-bases-walls-1-piece-single-threshold-32-x-32-x-4-3-4,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 34.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
florestone-saflor-shower-base-white-shower-bases-walls-1-piece-single-threshold-34-x-34-x-5-3-4,UPDATE,"{""value"": 36.0, ""unit"": ""in""}","{""value"": 36.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-saflor-shower-base-white-shower-bases-walls-1-piece-single-threshold-35-x-33-1-2-x-5-3-4,UPDATE,"{""value"": 37.0, ""unit"": ""in""}","{""value"": 35.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-saflor-shower-base-white-shower-bases-walls-1-piece-single-threshold-54-x-34-x-5-3-4,UPDATE,"{""value"": 56.0, ""unit"": ""in""}","{""value"": 36.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-saflor-shower-base-white-shower-bases-walls-1-piece-single-threshold-60-x-32-x-4-3-4,UPDATE,"{""value"": 62.0, ""unit"": ""in""}","{""value"": 34.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
florestone-shower-base-white-gel-coated-shower-bases-walls-1-piece-single-threshold-47-3-4-x-41-3-4-x-4-3-4,UPDATE,"{""value"": 49.0, ""unit"": ""in""}","{""value"": 43.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
florestone-shower-base-white-shower-bases-walls-1-piece-single-threshold-36-x-36-x-5-3-4,UPDATE,"{""value"": 38.0, ""unit"": ""in""}","{""value"": 38.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-shower-base-white-shower-bases-walls-1-piece-single-threshold-42-x-34-x-5-3-4,UPDATE,"{""value"": 44.0, ""unit"": ""in""}","{""value"": 36.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-shower-base-white-shower-bases-walls-1-piece-single-threshold-42-x-42-x-5-3-4,UPDATE,"{""value"": 44.0, ""unit"": ""in""}","{""value"": 44.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-shower-base-white-shower-bases-walls-1-piece-single-threshold-48-x-32-x-5-3-4,UPDATE,"{""value"": 50.0, ""unit"": ""in""}","{""value"": 34.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-shower-base-white-shower-bases-walls-1-piece-single-threshold-48-x-34-x-5-3-4,UPDATE,"{""value"": 50.0, ""unit"": ""in""}","{""value"": 36.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-shower-base-white-shower-bases-walls-1-piece-single-threshold-60-x-34-x-5-3-4,UPDATE,"{""value"": 62.0, ""unit"": ""in""}","{""value"": 36.0, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}"
florestone-wedge-lok-mop-service-sink-white-single-bowl-sinks-36-x-24-x-10-with-3-drain,UPDATE,"{""value"": 38.0, ""unit"": ""in""}","{""value"": 26.0, ""unit"": ""in""}","{""value"": 12.0, ""unit"": ""in""}"
focuspro-5000-heating-and-cooling-thermostat-large-display,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 6.5, ""unit"": ""in""}","{""value"": 3.31, ""unit"": ""in""}"
foot-mounted-120-208-240-vac-transformer-with-9-in-leadwires-and-plastic-end-caps,UPDATE,"{""value"": 3.69, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}","{""value"": 3.75, ""unit"": ""in""}"
foot-mounted-120-v-ac-transformer-with-9-in-leadwires,UPDATE,"{""value"": 4.0, ""unit"": ""in""}","{""value"": 4.25, ""unit"": ""in""}","{""value"": 3.88, ""unit"": ""in""}"
foot-mounted-120-vac-transformer,UPDATE,"{""value"": 3.69, ""unit"": ""in""}","{""value"": 5.19, ""unit"": ""in""}","{""value"": 3.75, ""unit"": ""in""}"
foot-mounted-120-vac-transformer-with-9-in-lead-wires,UPDATE,"{""value"": 4.09, ""unit"": ""in""}","{""value"": 4.62, ""unit"": ""in""}","{""value"": 4.19, ""unit"": ""in""}"
foot-mounted-120-vac-transformer-with-9-in-leadwires-and-plastic-end-caps,UPDATE,"{""value"": 3.69, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}","{""value"": 3.75, ""unit"": ""in""}"
foot-mounted-277-vac-transformer-with-9-in-leadwires-and-plastic-end-caps,UPDATE,"{""value"": 3.69, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}","{""value"": 3.75, ""unit"": ""in""}"
foot-mounted-actuator,UPDATE,"{""value"": 5.5, ""unit"": ""in""}","{""value"": 4.62, ""unit"": ""in""}","{""value"": 5.31, ""unit"": ""in""}"
foot-mounted-plate-mounted-clamp-mounted-or-panel-mounted-120-208-240-vac-transformer-with-9-in-leadwires-and-metal-end-bells,UPDATE,"{""value"": 3.69, ""unit"": ""in""}","{""value"": 5.19, ""unit"": ""in""}","{""value"": 3.75, ""unit"": ""in""}"
four-zone-switching-relay,UPDATE,"{""value"": 10.0, ""unit"": ""in""}","{""value"": 13.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
four-zone-valve-controller,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 12.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
franke-cube-23-in-x-18-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-cux11021,UPDATE,"{""value"": 24.75, ""unit"": ""in""}","{""value"": 19.75, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
franke-cube-28-5-in-x-17-7-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-cux11027,UPDATE,"{""value"": 30.5, ""unit"": ""in""}","{""value"": 19.75, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
franke-cube-31-5-in-x-17-7-in-18-gauge-stainless-steel-undermount-double-bowl-kitchen-sink-cux120,UPDATE,"{""value"": 33.5, ""unit"": ""in""}","{""value"": 19.75, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
franke-cube-31-5-in-x-17-7-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-cux11030,UPDATE,"{""value"": 33.5, ""unit"": ""in""}","{""value"": 19.75, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
franke-culinary-center-35-in-x-21-in-19-gauge-stainless-steel-undermount-double-bowl-kitchen-sink-workstation-cux16021-w,UPDATE,"{""value"": 37.19, ""unit"": ""in""}","{""value"": 23.38, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
franke-grande-32-75-in-x-18-7-in-18-gauge-stainless-steel-undermount-single-bowl-kitchen-sink-gdx11031,UPDATE,"{""value"": 34.75, ""unit"": ""in""}","{""value"": 20.75, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
franke-maris-topmount-25-in-x-22-in-granite-single-bowl-kitchen-sink-in-polar-white,UPDATE,"{""value"": 27.0, ""unit"": ""in""}","{""value"": 24.0, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-maris-topmount-25-in-x-22-in-granite-single-bowl-kitchen-sink-in-stone-grey,UPDATE,"{""value"": 27.0, ""unit"": ""in""}","{""value"": 24.0, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-maris-topmount-33-in-x-22-in-granite-single-bowl-kitchen-sink-in-stone-grey,UPDATE,"{""value"": 35.0, ""unit"": ""in""}","{""value"": 24.0, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-maris-undermount-31-in-x-17-81-in-granite-single-bowl-kitchen-sink-in-matte-black,UPDATE,"{""value"": 33.0, ""unit"": ""in""}","{""value"": 19.81, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-maris-undermount-33-in-x-19-31-in-granite-single-bowl-kitchen-sink-in-matte-black,UPDATE,"{""value"": 35.0, ""unit"": ""in""}","{""value"": 21.31, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-peak-32-0-in-x-18-8-in-matte-black-granite-undermount-single-bowl-kitchen-sink-pkg11031mbk,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 20.75, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-peak-32-0-in-x-18-8-in-onyx-granite-undermount-double-bowl-kitchen-sink-pkg160ld-ony,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 20.75, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-peak-32-0-in-x-18-8-in-onyx-granite-undermount-single-bowl-kitchen-sink-pkg11031ony,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 20.75, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-double-bowl-kitchen-sink-pkg160ld-shg,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 20.75, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-single-bowl-kitchen-sink-pkg11031shg,UPDATE,"{""value"": 34.0, ""unit"": ""in""}","{""value"": 20.75, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
general-purpose-relay-with-dpdt-switching,UPDATE,"{""value"": 3.88, ""unit"": ""in""}","{""value"": 4.16, ""unit"": ""in""}","{""value"": 4.38, ""unit"": ""in""}"
general-purpose-relay-with-spdt-switching,UPDATE,"{""value"": 3.88, ""unit"": ""in""}","{""value"": 4.16, ""unit"": ""in""}","{""value"": 4.38, ""unit"": ""in""}"
general-purpose-transformer-with-foot-mounting,UPDATE,"{""value"": 5.19, ""unit"": ""in""}","{""value"": 4.38, ""unit"": ""in""}","{""value"": 5.62, ""unit"": ""in""}"
general-purpose-transformer-with-manual-reset,UPDATE,"{""value"": 5.19, ""unit"": ""in""}","{""value"": 4.19, ""unit"": ""in""}","{""value"": 5.94, ""unit"": ""in""}"
halsey-taylor-hydroboost-bottle-filling-station-surface-mount-non-filtered-non-refrigerated-stainless,UPDATE,"{""value"": 19.94, ""unit"": ""in""}","{""value"": 10.19, ""unit"": ""in""}","{""value"": 27.44, ""unit"": ""in""}"
handle-repair-kit-for-exposed-manual-flush-valve-chrome,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
heat-only-thermostat,UPDATE,"{""value"": 5.12, ""unit"": ""in""}","{""value"": 5.12, ""unit"": ""in""}","{""value"": 2.88, ""unit"": ""in""}"
heat-only-thermostat-45-95-f,UPDATE,"{""value"": 6.75, ""unit"": ""in""}","{""value"": 4.88, ""unit"": ""in""}","{""value"": 3.38, ""unit"": ""in""}"
heat-only-thermostat-45-95-f-dual-scale-fahrenheit-and-celsius,UPDATE,"{""value"": 6.75, ""unit"": ""in""}","{""value"": 4.88, ""unit"": ""in""}","{""value"": 3.38, ""unit"": ""in""}"
heat-only-thermostat-50-90-f-for-vdc-and-millvoltage-systems,UPDATE,"{""value"": 6.75, ""unit"": ""in""}","{""value"": 4.88, ""unit"": ""in""}","{""value"": 3.38, ""unit"": ""in""}"
heat-only-thermostat-with-positive-off-switch-position,UPDATE,"{""value"": 5.12, ""unit"": ""in""}","{""value"": 5.12, ""unit"": ""in""}","{""value"": 2.88, ""unit"": ""in""}"
high-pressure-vacuum-breaker-backflow-preventer-assembly,UPDATE,"{""value"": 9.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 6.0, ""unit"": ""in""}"
humidipro-digital-humidity-control,UPDATE,"{""value"": 5.44, ""unit"": ""in""}","{""value"": 6.5, ""unit"": ""in""}","{""value"": 3.31, ""unit"": ""in""}"
in-wall-carrier-for-bi-level-on-wall-bottle-fillers-coolers-fountains,UPDATE,"{""value"": 40.5, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}","{""value"": 46.12, ""unit"": ""in""}"
inside-plastic-cover-for-exposed-manual-flush-valve,UPDATE,"{""value"": 2.32, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}","{""value"": 9.5, ""unit"": ""in""}"
internal-transformer-switching-relay-with-low-voltage-contacts,UPDATE,"{""value"": 7.25, ""unit"": ""in""}","{""value"": 6.25, ""unit"": ""in""}","{""value"": 4.31, ""unit"": ""in""}"
k7-medium-single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-grohe-supersteel,UPDATE,"{""value"": 13.0, ""unit"": ""in""}","{""value"": 8.0, ""unit"": ""in""}","{""value"": 23.0, ""unit"": ""in""}"
l1-wifi-water-leak-and-freeze-detector-and-sensor-cable,UPDATE,"{""value"": 5.9, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 3.1, ""unit"": ""in""}"
l5-wifi-replacement-actuator,UPDATE,"{""value"": 7.98, ""unit"": ""in""}","{""value"": 7.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
lever-adaptor-in-grohe-chrome,UPDATE,"{""value"": 4.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 3.0, ""unit"": ""in""}"
limit-control-fixed-200-f-range-3-in-insert-manual-reset,UPDATE,"{""value"": 5.75, ""unit"": ""in""}","{""value"": 4.31, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}"
liven-dual-mount-laundry-sink-coal-black,UPDATE,"{""value"": 27.0, ""unit"": ""in""}","{""value"": 18.93, ""unit"": ""in""}","{""value"": 14.37, ""unit"": ""in""}"
liven-dual-mount-laundry-sink-white,UPDATE,"{""value"": 27.0, ""unit"": ""in""}","{""value"": 24.0, ""unit"": ""in""}","{""value"": 14.37, ""unit"": ""in""}"
logan-square-1-28gpf-tank-12-rough-in-white,UPDATE,"{""value"": 21.0, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}"
logan-square-s-rim-lav-23-63x18-13-4cc-white,UPDATE,"{""value"": 26.37, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}","{""value"": 10.27, ""unit"": ""in""}"
logan-square-s-rim-lav-23-63x18-13-8cc-white,UPDATE,"{""value"": 26.4, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}","{""value"": 10.66, ""unit"": ""in""}"
logan-square-standard-undercounter-lav-20-75x17-38-white,UPDATE,"{""value"": 24.62, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.5, ""unit"": ""in""}"
luxoval-s-rim-lav-20x17-4cc-white,UPDATE,"{""value"": 22.67, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 12.63, ""unit"": ""in""}"
luxoval-undercounter-lav-19-25x15-75-white,UPDATE,"{""value"": 22.67, ""unit"": ""in""}","{""value"": 17.0, ""unit"": ""in""}","{""value"": 11.84, ""unit"": ""in""}"
maxwell-1-28gpf-tank-10-rough-in-white,UPDATE,"{""value"": 19.83, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 17.55, ""unit"": ""in""}"
maxwell-1-28gpf-tank-12-rough-in-for-floor-mount-back-outlet-bowl-g0021975-white,UPDATE,"{""value"": 20.07, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 17.39, ""unit"": ""in""}"
maxwell-1-28gpf-tank-12-rough-in-for-wall-hung-back-outlet-bowl-g0021970-white,UPDATE,"{""value"": 20.01, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 17.5, ""unit"": ""in""}"
maxwell-1-28gpf-tank-12-rough-in-right-hand-lever-white,UPDATE,"{""value"": 20.19, ""unit"": ""in""}","{""value"": 10.0, ""unit"": ""in""}","{""value"": 17.59, ""unit"": ""in""}"
maxwell-1-28gpf-tank-12-rough-in-white,UPDATE,"{""value"": 20.19, ""unit"": ""in""}","{""value"": 30.0, ""unit"": ""in""}","{""value"": 16.96, ""unit"": ""in""}"
maxwell-1-28gpf-tank-14-rough-in-white,UPDATE,"{""value"": 20.11, ""unit"": ""in""}","{""value"": 13.0, ""unit"": ""in""}","{""value"": 16.96, ""unit"": ""in""}"
maxwell-1-6gpf-tank-10-ri-for-regular-bowl-or-12-ri-for-compact-elongated-bowl-white,UPDATE,"{""value"": 19.87, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 16.96, ""unit"": ""in""}"
maxwell-s-rim-lav-20x17oval-1-hole-in-trapezoid-carton-white,UPDATE,"{""value"": 20.12, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
maxwell-s-rim-lav-20x17oval-4cc-in-trapezoid-carton-white,UPDATE,"{""value"": 20.12, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
maxwell-s-rim-lav-20x17oval-8cc-in-trapezoid-carton-white,UPDATE,"{""value"": 20.12, ""unit"": ""in""}","{""value"": 19.0, ""unit"": ""in""}","{""value"": 11.0, ""unit"": ""in""}"
maxwell-se-1-6gpf-tank-10-rough-in-white,UPDATE,"{""value"": 20.11, ""unit"": ""in""}","{""value"": 10.0, ""unit"": ""in""}","{""value"": 17.35, ""unit"": ""in""}"
maxwell-se-1-6gpf-tank-12-rough-in-white,UPDATE,"{""value"": 19.72, ""unit"": ""in""}","{""value"": 10.0, ""unit"": ""in""}","{""value"": 17.75, ""unit"": ""in""}"
metroflush-exposed-manual-piston-flush-valve-w-high-efficiency-1-28-gpf-sweat-solder-kit-and-cast-wall-flange,UPDATE,"{""value"": 4.25, ""unit"": ""in""}","{""value"": 6.75, ""unit"": ""in""}","{""value"": 13.5, ""unit"": ""in""}"
moen-m-bition-commercial-4-in-centerset-2-handle-1-5-gpm-bathroom-faucet-with-lever-handles-in-chrome,UPDATE,"{""value"": 10.1, ""unit"": ""in""}","{""value"": 9.0, ""unit"": ""in""}","{""value"": 7.4, ""unit"": ""in""}"
monticello-ii-wall-hung-lav-20x18-4cc-white,UPDATE,"{""value"": 23.25, ""unit"": ""in""}","{""value"": 20.0, ""unit"": ""in""}","{""value"": 21.25, ""unit"": ""in""}"
multi-function-aquastat-controller-high-and-low-limit-spst-high-circulator,UPDATE,"{""value"": 5.88, ""unit"": ""in""}","{""value"": 6.12, ""unit"": ""in""}","{""value"": 4.75, ""unit"": ""in""}"
multi-mount-40va-transformer,UPDATE,"{""value"": 5.0, ""unit"": ""in""}","{""value"": 4.0, ""unit"": ""in""}","{""value"": 5.06, ""unit"": ""in""}"
multisystem-electronic-oil-primary,UPDATE,"{""value"": 6.16, ""unit"": ""in""}","{""value"": 6.34, ""unit"": ""in""}","{""value"": 4.5, ""unit"": ""in""}"
multisystem-slow-opening-intermittent-and-direct-ignition-gas-valve,UPDATE,"{""value"": 7.38, ""unit"": ""in""}","{""value"": 6.06, ""unit"": ""in""}","{""value"": 4.69, ""unit"": ""in""}"
multisystem-switching-relay-with-internal-transformer,UPDATE,"{""value"": 8.25, ""unit"": ""in""}","{""value"": 6.44, ""unit"": ""in""}","{""value"": 5.5, ""unit"": ""in""}"
navien-high-efficiency-condensing-combi-boiler-max-htg-input-110-000-btu-h-max-dhw-input-199-900-btu-h-indoor-wall-hung-residential-ncb-240-110h,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 31.3, ""unit"": ""in""}","{""value"": 14.8, ""unit"": ""in""}"
navien-high-efficiency-condensing-combi-boiler-max-htg-input-110-000-btu-h-max-dhw-input-199-900-btu-h-indoor-wall-hung-residential-ncb-240-110h-navi-ncb-240-110h-ral,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 31.3, ""unit"": ""in""}","{""value"": 14.8, ""unit"": ""in""}"
navien-high-efficiency-condensing-combi-boiler-max-htg-input-175-000-btu-h-max-dhw-input-210-000-btu-h-indoor-wall-hung-residential-commercial-nfc-250-175h,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 35.5, ""unit"": ""in""}","{""value"": 19.3, ""unit"": ""in""}"
navien-high-efficiency-condensing-combi-boiler-max-htg-input-199-900-btu-h-max-dhw-input-210-000-btu-h-indoor-wall-hung-residential-commercial-nfc-250-200h,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 35.5, ""unit"": ""in""}","{""value"": 19.3, ""unit"": ""in""}"
navien-high-efficiency-condensing-heating-boiler-max-htg-input-110-000-btu-h-indoor-wall-hung-residential-commercial,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 25.8, ""unit"": ""in""}","{""value"": 14.8, ""unit"": ""in""}"
navien-high-efficiency-condensing-heating-boiler-max-htg-input-150-000-btu-h-indoor-wall-hung-residential-commercial-nhb-150,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 25.8, ""unit"": ""in""}","{""value"": 14.8, ""unit"": ""in""}"
navien-high-efficiency-condensing-heating-boiler-max-htg-input-175-000-btu-h-indoor-wall-hung-residential-commercial-nfb-175h,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.6, ""unit"": ""in""}","{""value"": 19.3, ""unit"": ""in""}"
navien-high-efficiency-condensing-heating-boiler-max-htg-input-200-000-btu-h-indoor-wall-hung-residential-commercial-nfb-200h,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.6, ""unit"": ""in""}","{""value"": 19.3, ""unit"": ""in""}"
navien-high-efficiency-condensing-heating-boiler-max-htg-input-55-000-btu-h-indoor-wall-hung-residential-commercial,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 25.8, ""unit"": ""in""}","{""value"": 14.8, ""unit"": ""in""}"
navien-high-efficiency-condensing-heating-boiler-max-htg-input-80-000-btu-h-indoor-wall-hung,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 25.8, ""unit"": ""in""}","{""value"": 14.8, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-120-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-npe-150s2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-150-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-comfortflow-technology-npe-180a2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-150-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-npe-210s2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-180-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-comfortflow-technology-npe-210a2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-180-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-npe-180s2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-199-900-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-comfortflow-technology-npe-240a2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-high-efficiency-condensing-tankless-water-heater-max-input-199-900-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-npe-240s2,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 29.4, ""unit"": ""in""}","{""value"": 15.2, ""unit"": ""in""}"
navien-mid-efficiency-tankless-water-heater-max-dhw-input-160-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-npn-160u-lp,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
navien-mid-efficiency-tankless-water-heater-max-dhw-input-180-000-btu-h-exterior-only-wall-hung-residential-commercial-npn-180e-lp,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
navien-mid-efficiency-tankless-water-heater-max-dhw-input-180-000-btu-h-indoor-or-outdoor-wall-hung-residential-commercial-npn-180u-lp,UPDATE,"{""value"": 16.0, ""unit"": ""in""}","{""value"": 25.0, ""unit"": ""in""}","{""value"": 11.3, ""unit"": ""in""}"
navien-nhw-ae-180-000-btu-compact-tankless-water-heaters-indoor-installation-built-in-recirculation-pump-buffer-tank-natural-gas,UPDATE,"{""value"": 19.3, ""unit"": ""in""}","{""value"": 28.5, ""unit"": ""in""}","{""value"": 12.3, ""unit"": ""in""}"
