Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit,part_number,peso_loja_lb,peso_fabricante_lb,razao,preco,lambda_antes,lambda_depois,titulo
1-carbon-steel-press-fittings-gas-90-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CRBN-100-ST90-G,0.714,lb,CP02847G,0.95,0.714,1.33,36.95,0.0257,0.0193,"Mueller Streamline CP02847G 1"" Carbon Steel Press Fittings - Gas - 90 Degree Street Elbow Ftg x P"
1-black-iron-coupling,UPDATE,UPDATE,BLIF-100-CPL,0.4,lb,521-205,0.53,0.4,1.32,4.35,0.1218,0.092,"Mueller Streamline 521-205 1"" Black Iron Coupling"
1-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-125-CPL,0.604,lb,521-206,0.8,0.604,1.32,5.56,0.1439,0.1086,"Mueller Streamline 521-206 1-1/4"" Black Iron Coupling"
1-1-4-x-1-1-4-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075-TEE,0.988,lb,520-664,1.3,0.988,1.32,10.37,0.1254,0.0953,"Mueller Streamline 520-664 1-1/4"" x 1-1/4"" x 3/4"" Black Iron Tee"
1-1-2-x-1-1-4-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.150-TEE,1.631,lb,520-767,2.15,1.631,1.32,21.81,0.0986,0.0748,"Mueller Streamline 520-767 1-1/2"" x 1-1/4"" x 1-1/2"" Black Iron Tee"
1-x-1-x-3-4-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-100.075-TEE,0.242,lb,W 04049R,0.32,0.242,1.32,32.78,0.0098,0.0074,"Mueller Streamline W 04049R 1"" x 1"" x 3/4"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
1-1-4-x-1-1-4-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.075-TEE-G,0.988,lb,510-664,1.3,0.988,1.32,12.42,0.1047,0.0795,"Mueller Streamline 510-664 1-1/4"" x 1-1/4"" x 3/4"" - Galvanized Tee"
1-x-1-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.050-TEE,0.642,lb,520-753,0.84,0.642,1.31,6.51,0.129,0.0986,"Mueller Streamline 520-753 1"" x 1"" x 1/2"" Black Iron Tee"
1-1-2-x-1-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.075-TEE,1.237,lb,520-774,1.62,1.237,1.31,13.1,0.1237,0.0944,"Mueller Streamline 520-774 1-1/2"" x 1-1/2"" x 3/4"" Black Iron Tee"
1-1-2-x-1-1-2-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-150.125-TEE,1.49,lb,520-776,1.95,1.49,1.31,16.14,0.1208,0.0923,"Mueller Streamline 520-776 1-1/2"" x 1-1/2"" x 1-1/4"" Black Iron Tee"
1-copper-sweat-fittings-union-cxm-c-x-mpt,UPDATE,UPDATE,COPF-100-UMA-LF,0.636,lb,A 11212NL,0.83,0.636,1.31,225.92,0.0037,0.0028,"Mueller Streamline A 11212NL 1"" Copper Sweat Fittings - Union CxM C x MPT"
1-x-1-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.125-TEE-C,0.314,lb,W 04082,0.41,0.314,1.31,53.59,0.0077,0.0059,"Mueller Streamline W 04082 1"" x 1"" x 1-1/4"" Copper Sweat Fittings - Tee C x C x C"
3-4-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-075-UNI,0.481,lb,PF 08004,0.63,0.481,1.31,47.04,0.0134,0.0102,"Mueller Streamline PF 08004 3/4"" Copper Press Fittings - Union P x P"
1-1-4-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-125-UFA,0.842,lb,PF 11425,1.1,0.842,1.31,77.22,0.0142,0.0109,"Mueller Streamline PF 11425 1-1/4"" Copper Press Fittings - Union PxF P x FPT"
2-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-200-MA,0.895,lb,PF 01187,1.17,0.895,1.31,103.91,0.0113,0.0086,"Mueller Streamline PF 01187 2"" Copper Press Fittings - Male Adapter P x MPT"
1-x-1-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-100.050-TEE-G,0.642,lb,510-753,0.84,0.642,1.31,8.02,0.1047,0.08,"Mueller Streamline 510-753 1"" x 1"" x 1/2"" - Galvanized Tee"
1-1-4-galvanized-coupling,UPDATE,UPDATE,GAIF-125-CPL-G,0.604,lb,511-206,0.79,0.604,1.31,7.51,0.1052,0.0804,"Mueller Streamline 511-206 1-1/4"" - Galvanized Coupling"
1-1-2-x-1-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-150.075-TEE-G,1.237,lb,510-774,1.62,1.237,1.31,15.38,0.1053,0.0804,"Mueller Streamline 510-774 1-1/2"" x 1-1/2"" x 3/4"" - Galvanized Tee"
1-1-2-x-1-1-2-x-1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-150.125-TEE-G,1.49,lb,510-776,1.95,1.49,1.31,19.02,0.1025,0.0783,"Mueller Streamline 510-776 1-1/2"" x 1-1/2"" x 1-1/4"" - Galvanized Tee"
1-copper-sweat-fittings-two-hole-strap,UPDATE,UPDATE,COPF-100-2HSTR-C,0.023,lb,A 02614,0.03,0.023,1.3,1.89,0.0159,0.0122,"Mueller Streamline A 02614 1"" Copper Sweat Fittings - Two Hole Strap"
1-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-100-UNI,0.732,lb,PF 08005,0.95,0.732,1.3,76.57,0.0124,0.0096,"Mueller Streamline PF 08005 1"" Copper Press Fittings - Union P x P"
3-4-x-1-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-075.050.075-TEE,0.529,lb,520-434,0.68,0.529,1.29,5.85,0.1162,0.0904,"Mueller Streamline 520-434 3/4"" x 1/2"" x 3/4"" Black Iron Tee"
1-1-4-black-iron-elbow-45,UPDATE,UPDATE,BLIF-125-45EL,0.754,lb,520-206,0.97,0.754,1.29,7.98,0.1216,0.0945,"Mueller Streamline 520-206 1-1/4"" Black Iron Elbow - 45°"
1-1-2-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-150.075-CPL,0.746,lb,521-374,0.96,0.746,1.29,9.18,0.1046,0.0813,"Mueller Streamline 521-374 1-1/2"" x 3/4"" Black Iron Coupling"
2-x-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-200.050-TEE,1.57,lb,520-783,2.02,1.57,1.29,20.5,0.0985,0.0766,"Mueller Streamline 520-783 2"" x 2"" x 1/2"" Black Iron Tee"
3-4-x-1-2-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-075.050.075-TEE-G,0.529,lb,510-434,0.68,0.529,1.29,6.54,0.104,0.0809,"Mueller Streamline 510-434 3/4"" x 1/2"" x 3/4"" - Galvanized Tee"
1-1-4-galvanized-elbow-45,UPDATE,UPDATE,GAIF-125-45EL-G,0.754,lb,510-206,0.97,0.754,1.29,9.25,0.1049,0.0815,"Mueller Streamline 510-206 1-1/4"" - Galvanized Elbow - 45°"
1-1-2-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.075-CPL-G,0.746,lb,511-374,0.96,0.746,1.29,9.15,0.1049,0.0815,"Mueller Streamline 511-374 1-1/2"" x 3/4"" - Galvanized Reducing Coupling"
2-black-iron-coupling,UPDATE,UPDATE,BLIF-200-CPL,1.391,lb,521-208,1.78,1.391,1.28,10.83,0.1644,0.1284,"Mueller Streamline 521-208 2"" Black Iron Coupling"
3-8-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-038-UNI-C,0.117,lb,W 08002,0.15,0.117,1.28,33.33,0.0045,0.0035,"Mueller Streamline W 08002 3/8"" Copper Sweat Fittings - Union C x C"
3-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-300-FA-C,1.833,lb,W 01297,2.34,1.833,1.28,289.88,0.0081,0.0063,"Mueller Streamline W 01297 3"" Copper Sweat Fittings - Female Adapter C x FPT"
1-2-copper-press-fittings-female-adapter-p-x-fpt,UPDATE,UPDATE,CPPF-050-FA,0.101,lb,PF 01231,0.13,0.101,1.28,6.98,0.0186,0.0145,"Mueller Streamline PF 01231 1/2"" Copper Press Fittings - Female Adapter P x FPT"
1-1-4-copper-press-fittings-union-p-x-p,UPDATE,UPDATE,CPPF-125-UNI,0.932,lb,PF 11205,1.19,0.932,1.28,107.04,0.0111,0.0087,"Mueller Streamline PF 11205 1-1/4"" Copper Press Fittings - Union P x P"
1-x-1-x-1-2-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100.050-TEE-G,0.741,lb,CP04051G,0.95,0.741,1.28,65.4,0.0145,0.0113,"Mueller Streamline CP04051G 1"" x 1"" x 1/2"" Carbon Steel Press Fittings - Gas - Tee P x P x P"
2-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-250-90EL-G,3.17,lb,510-009,4.07,3.17,1.28,38.62,0.1054,0.0821,"Mueller Streamline 510-009 2-1/2"" - Galvanized Elbow - 90°"
1-2-copper-sweat-fittings-high-ear-elbow-cxf-c-x-fpt,UPDATE,UPDATE,COPF-050-HE90FA-LF,0.166,lb,A 03038NL,0.21,0.166,1.27,34.79,0.006,0.0048,"Mueller Streamline A 03038NL 1/2"" Copper Sweat Fittings - High Ear Elbow CxF C x FPT"
1-1-4-x-1-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.075-TEE,0.93,lb,520-654,1.17,0.93,1.26,11.88,0.0985,0.0783,"Mueller Streamline 520-654 1-1/4"" x 1"" x 3/4"" Black Iron Tee"
1-1-4-x-1-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-125.100-MA-C,0.238,lb,W 01172,0.3,0.238,1.26,37.45,0.008,0.0064,"Mueller Streamline W 01172 1-1/4"" x 1"" Copper Sweat Fittings - Male Adapter C x MPT"
1-1-4-copper-press-fittings-union-pxm-p-x-mpt,UPDATE,UPDATE,CPPF-125-UMA,1.012,lb,PF 11213,1.28,1.012,1.26,93.42,0.0137,0.0108,"Mueller Streamline PF 11213 1-1/4"" Copper Press Fittings - Union PxM P x MPT"
1-1-4-x-1-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.075-TEE-G,0.93,lb,510-654,1.17,0.93,1.26,15.11,0.0774,0.0615,"Mueller Streamline 510-654 1-1/4"" x 1"" x 3/4"" - Galvanized Tee"
1-x-3-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.075.050-TEE,0.575,lb,520-543,0.72,0.575,1.25,7.35,0.098,0.0782,"Mueller Streamline 520-543 1"" x 3/4"" x 1/2"" Black Iron Tee"
1-1-2-x-1-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.050-TEE,1.089,lb,520-773,1.36,1.089,1.25,13.85,0.0982,0.0786,"Mueller Streamline 520-773 1-1/2"" x 1-1/2"" x 1/2"" Black Iron Tee"
2-x-1-1-2-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-200.150.150-TEE,1.947,lb,520-877,2.44,1.947,1.25,24.7,0.0988,0.0788,"Mueller Streamline 520-877 2"" x 1-1/2"" x 1-1/2"" Black Iron Tee"
1-2-copper-press-fittings-union-pxm-p-x-mpt,UPDATE,UPDATE,CPPF-050-UMA,0.281,lb,PF 11210,0.35,0.281,1.25,33.13,0.0106,0.0085,"Mueller Streamline PF 11210 1/2"" Copper Press Fittings - Union PxM P x MPT"
3-4-copper-press-fittings-cap-p,UPDATE,UPDATE,CPPF-075-CAP,0.08,lb,PF 07009,0.1,0.08,1.25,15.86,0.0063,0.0051,"Mueller Streamline PF 07009 3/4"" Copper Press Fittings - Cap P"
3-4-galvanized-coupling,UPDATE,UPDATE,GAIF-075-CPL-G,0.271,lb,511-204,0.34,0.271,1.25,3.31,0.1027,0.0819,"Mueller Streamline 511-204 3/4"" - Galvanized Coupling"
1-1-2-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150.075-90EL,0.922,lb,520-174,1.14,0.922,1.24,11.61,0.0982,0.0794,"Mueller Streamline 520-174 1-1/2"" x 3/4"" Black Iron Elbow - 90°"
1-1-2-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-150.100-CPL,0.779,lb,521-375,0.96,0.779,1.23,8.14,0.1179,0.0957,"Mueller Streamline 521-375 1-1/2"" x 1"" Black Iron Coupling"
3-4-x-1-2-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-075.050-90EL-C,0.073,lb,W 02036,0.09,0.073,1.23,10.96,0.0082,0.0067,"Mueller Streamline W 02036 3/4"" x 1/2"" Copper Sweat Fittings - 90 Degree Elbow C x C"
1-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-100-MA,0.285,lb,PF 01163,0.35,0.285,1.23,18.67,0.0187,0.0152,"Mueller Streamline PF 01163 1"" Copper Press Fittings - Male Adapter P x MPT"
1-1-2-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.100-CPL-G,0.779,lb,511-375,0.96,0.779,1.23,9.15,0.1049,0.0851,"Mueller Streamline 511-375 1-1/2"" x 1"" - Galvanized Reducing Coupling"
2-1-2-x-1-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-250.150-FTR-C,0.549,lb,W 01368,0.67,0.549,1.22,65.13,0.0103,0.0084,"Mueller Streamline W 01368 2-1/2"" x 1-1/2"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-4-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-125.075-CPL,0.612,lb,521-364,0.74,0.612,1.21,5.56,0.1331,0.1101,"Mueller Streamline 521-364 1-1/4"" x 3/4"" Black Iron Coupling"
1-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-150-CPL,0.866,lb,521-207,1.05,0.866,1.21,7.44,0.1411,0.1164,"Mueller Streamline 521-207 1-1/2"" Black Iron Coupling"
1-1-2-x-1-1-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.100-TEE,1.336,lb,520-766,1.62,1.336,1.21,13.1,0.1237,0.102,"Mueller Streamline 520-766 1-1/2"" x 1-1/2"" x 1"" Black Iron Tee"
1-x-3-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-100.075-MA-C,0.173,lb,W 01164,0.21,0.173,1.21,25.37,0.0083,0.0068,"Mueller Streamline W 01164 1"" x 3/4"" Copper Sweat Fittings - Male Adapter C x MPT"
4-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-400-45EL-C,3.142,lb,W 03073,3.8,3.142,1.21,229.41,0.0166,0.0137,"Mueller Streamline W 03073 4"" Copper Sweat Fittings - 45 Degree Elbow C x C"
1-1-4-carbon-steel-press-fittings-mechanical-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-125-CPL/WS,0.745,lb,CP10148,0.9,0.745,1.21,50.03,0.018,0.0149,"Mueller Streamline CP10148 1-1/4"" Carbon Steel Press Fittings - Mechanical - Coupling - With Stop P x P"
1-1-4-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.075-CPL-G,0.612,lb,511-364,0.74,0.612,1.21,7.1,0.1042,0.0862,"Mueller Streamline 511-364 1-1/4"" x 3/4"" - Galvanized Reducing Coupling"
1-1-2-x-1-1-2-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-150.100-TEE-G,1.336,lb,510-775,1.62,1.336,1.21,15.38,0.1053,0.0869,"Mueller Streamline 510-775 1-1/2"" x 1-1/2"" x 1"" - Galvanized Tee"
2-black-iron-plug,UPDATE,UPDATE,BLIF-200-PLG,0.743,lb,521-808,0.89,0.743,1.2,5.16,0.1725,0.144,"Mueller Streamline 521-808 2"" Black Iron Plug"
2-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-250-CPL,2.434,lb,521-209,2.91,2.434,1.2,29.49,0.0987,0.0825,"Mueller Streamline 521-209 2-1/2"" Black Iron Coupling"
3-black-iron-elbow-45,UPDATE,UPDATE,BLIF-300-45EL,4.482,lb,520-210,5.36,4.482,1.2,54.3,0.0987,0.0825,"Mueller Streamline 520-210 3"" Black Iron Elbow - 45°"
3-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-300-ST90,5.357,lb,520-310,6.41,5.357,1.2,64.97,0.0987,0.0825,"Mueller Streamline 520-310 3"" Black Iron Elbow - 90° (Street)"
1-2-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-050-CPL/LS-C,0.025,lb,W 01903,0.03,0.025,1.2,1.89,0.0159,0.0132,"Mueller Streamline W 01903 1/2"" Copper Sweat Fittings - Repair Coupling - No Stop C x C"
3-4-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-075-MA,0.191,lb,PF 01146,0.23,0.191,1.2,10.02,0.023,0.0191,"Mueller Streamline PF 01146 3/4"" Copper Press Fittings - Male Adapter P x MPT"
2-galvanized-plug,UPDATE,UPDATE,GAIF-200-PLG-G,0.743,lb,511-808,0.89,0.743,1.2,8.54,0.1042,0.087,"Mueller Streamline 511-808 2"" - Galvanized Plug"
1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-050-CPL,0.176,lb,521-203,0.21,0.176,1.19,2.43,0.0864,0.0724,"Mueller Streamline 521-203 1/2"" Black Iron Coupling"
1-1-4-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-125.100-CPL,0.62,lb,521-365,0.74,0.62,1.19,5.56,0.1331,0.1115,"Mueller Streamline 521-365 1-1/4"" x 1"" Black Iron Coupling"
2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-200-FA-C,0.565,lb,W 01287,0.67,0.565,1.19,61.23,0.0109,0.0092,"Mueller Streamline W 01287 2"" Copper Sweat Fittings - Female Adapter C x FPT"
2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-200-MA-C,0.573,lb,W 01187,0.68,0.573,1.19,48.8,0.0139,0.0117,"Mueller Streamline W 01187 2"" Copper Sweat Fittings - Male Adapter C x MPT"
1-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100-TEE-G,0.799,lb,CP04048G,0.95,0.799,1.19,57.18,0.0166,0.014,"Mueller Streamline CP04048G 1"" Carbon Steel Press Fittings - Gas - Tee P x P x P"
2-x-1-1-4-carbon-steel-press-fittings-gas-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CRBN-200.125-FTR-G,0.798,lb,CP01359G,0.95,0.798,1.19,97.22,0.0098,0.0082,"Mueller Streamline CP01359G 2"" x 1-1/4"" Carbon Steel Press Fittings - Gas - Fitting Reducer Ftg x P"
1-1-4-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.100-CPL-G,0.62,lb,511-365,0.74,0.62,1.19,7.1,0.1042,0.0873,"Mueller Streamline 511-365 1-1/4"" x 1"" - Galvanized Reducing Coupling"
1-8-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-018-2,0.042,lb,560-020,0.05,0.042,1.19,3.29,0.0152,0.0128,"Mueller Streamline 560-020 1/8"" x 2"" - Galvanized Nipple"
3-4-x-3-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-075.050-TEE,0.422,lb,520-743,0.5,0.422,1.18,5.12,0.0977,0.0824,"Mueller Streamline 520-743 3/4"" x 3/4"" x 1/2"" Black Iron Tee"
1-1-2-black-iron-cap,UPDATE,UPDATE,BLIF-150-CAP,0.551,lb,521-407,0.65,0.551,1.18,5.22,0.1245,0.1056,"Mueller Streamline 521-407 1-1/2"" Black Iron Cap"
2-x-1-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-200.125-CPL,1.175,lb,521-386,1.39,1.175,1.18,11.69,0.1189,0.1005,"Mueller Streamline 521-386 2"" x 1-1/4"" Black Iron Coupling"
3-4-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-075-90EL-C,0.085,lb,W 01634,0.1,0.085,1.18,4.43,0.0226,0.0192,"Mueller Streamline W 01634 3/4"" Copper Sweat Fittings - 90 Degree Elbow C x C"
1-1-2-copper-fittings-dwv-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-DWV-150-90EL-C,0.238,lb,W 07401,0.28,0.238,1.18,27.06,0.0103,0.0088,"Mueller Streamline W 07401 1-1/2"" Copper Fittings - DWV - 90 Degree Elbow C x C"
2-copper-fittings-dwv-test-cap-c,UPDATE,UPDATE,COPF-DWV-200-TCAP-C,0.017,lb,W 07639,0.02,0.017,1.18,6.99,0.0029,0.0024,"Mueller Streamline W 07639 2"" Copper Fittings - DWV - Test Cap C"
1-x-1-x-3-4-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100.075-TEE-G,0.802,lb,CP04049G,0.95,0.802,1.18,63.96,0.0149,0.0125,"Mueller Streamline CP04049G 1"" x 1"" x 3/4"" Carbon Steel Press Fittings - Gas - Tee P x P x P"
3-4-x-3-4-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-075.050-TEE-G,0.422,lb,510-743,0.5,0.422,1.18,5.71,0.0876,0.0739,"Mueller Streamline 510-743 3/4"" x 3/4"" x 1/2"" - Galvanized Tee"
1-1-2-galvanized-cap,UPDATE,UPDATE,GAIF-150-CAP-G,0.551,lb,511-407,0.65,0.551,1.18,6.24,0.1042,0.0883,"Mueller Streamline 511-407 1-1/2"" - Galvanized Cap"
2-x-1-1-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.125-CPL-G,1.175,lb,511-386,1.39,1.175,1.18,13.18,0.1055,0.0892,"Mueller Streamline 511-386 2"" x 1-1/4"" - Galvanized Reducing Coupling"
1-x-1-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-100.075-TEE,0.717,lb,520-754,0.84,0.717,1.17,6.51,0.129,0.1101,"Mueller Streamline 520-754 1"" x 1"" x 3/4"" Black Iron Tee"
1-1-4-x-1-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.125-TEE,1.149,lb,520-656,1.35,1.149,1.17,13.77,0.098,0.0834,"Mueller Streamline 520-656 1-1/4"" x 1"" x 1-1/4"" Black Iron Tee"
3-4-x-1-8-x-3-4-copper-sweat-fittings-baseboard-tee-c-x-fpt-x-c,UPDATE,UPDATE,COPF-075.018.075-BBT-C,0.162,lb,A 07751NL,0.19,0.162,1.17,28.98,0.0066,0.0056,"Mueller Streamline A 07751NL 3/4"" x 1/8"" x 3/4"" Copper Sweat Fittings - Baseboard Tee C x FPT x C"
1-x-1-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-100.075-TEE-G,0.717,lb,510-754,0.84,0.717,1.17,8.02,0.1047,0.0894,"Mueller Streamline 510-754 1"" x 1"" x 3/4"" - Galvanized Tee"
1-1-4-x-1-x-1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.125-TEE-G,1.149,lb,510-656,1.35,1.149,1.17,15.38,0.0878,0.0747,"Mueller Streamline 510-656 1-1/4"" x 1"" x 1-1/4"" - Galvanized Tee"
1-1-2-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150.100-90EL,0.981,lb,520-157,1.14,0.981,1.16,11.61,0.0982,0.0845,"Mueller Streamline 520-157 1-1/2"" x 1"" Black Iron Elbow - 90°"
3-8-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-038-TEE-C,0.043,lb,W 04001,0.05,0.043,1.16,8.89,0.0056,0.0048,"Mueller Streamline W 04001 3/8"" Copper Sweat Fittings - Tee C x C x C"
1-x-1-8-x-1-copper-sweat-fittings-baseboard-tee-c-x-fpt-x-c,UPDATE,UPDATE,COPF-100.018.100-BBT-C,0.276,lb,A 07754NL,0.32,0.276,1.16,53.8,0.0059,0.0051,"Mueller Streamline A 07754NL 1"" x 1/8"" x 1"" Copper Sweat Fittings - Baseboard Tee C x FPT x C"
4-x-4-x-3-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-400.300-TEE-C,4.937,lb,W 40198,5.71,4.937,1.16,343.77,0.0166,0.0144,"Mueller Streamline W 40198 4"" x 4"" x 3"" Copper Sweat Fittings - Tee C x C x C"
1-1-4-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.075-90EL,0.688,lb,520-164,0.79,0.688,1.15,8.04,0.0983,0.0856,"Mueller Streamline 520-164 1-1/4"" x 3/4"" Black Iron Elbow - 90°"
1-1-4-x-3-4-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.125-TEE,1.077,lb,520-646,1.24,1.077,1.15,12.29,0.1009,0.0876,"Mueller Streamline 520-646 1-1/4"" x 3/4"" x 1-1/4"" Black Iron Tee"
1-1-2-x-3-4-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.075.150-TEE,1.385,lb,520-747,1.59,1.385,1.15,16.14,0.0985,0.0858,"Mueller Streamline 520-747 1-1/2"" x 3/4"" x 1-1/2"" Black Iron Tee"
2-x-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-200.075-TEE,1.753,lb,520-884,2.02,1.753,1.15,20.5,0.0985,0.0855,"Mueller Streamline 520-884 2"" x 2"" x 3/4"" Black Iron Tee"
3-4-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-075-ST90-C,0.087,lb,W 01654,0.1,0.087,1.15,6.18,0.0162,0.0141,"Mueller Streamline W 01654 3/4"" Copper Sweat Fittings - 90 Degree Street Elbow Ftg x C"
1-copper-sweat-fittings-union-cxf-c-x-fpt,UPDATE,UPDATE,COPF-100-UFA-LF,0.591,lb,A 11424NL,0.68,0.591,1.15,219.19,0.0031,0.0027,"Mueller Streamline A 11424NL 1"" Copper Sweat Fittings - Union CxF C x FPT"
1-1-4-x-3-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125.075-90EL-G,0.688,lb,510-164,0.79,0.688,1.15,10.63,0.0743,0.0647,"Mueller Streamline 510-164 1-1/4"" x 3/4"" - Galvanized Elbow - 90°"
1-black-iron-cap,UPDATE,UPDATE,BLIF-100-CAP,0.307,lb,521-405,0.35,0.307,1.14,2.94,0.119,0.1044,"Mueller Streamline 521-405 1"" Black Iron Cap"
1-1-2-black-iron-elbow-45,UPDATE,UPDATE,BLIF-150-45EL,1.014,lb,520-207,1.16,1.014,1.14,9.84,0.1179,0.103,"Mueller Streamline 520-207 1-1/2"" Black Iron Elbow - 45°"
2-1-2-x-2-black-iron-coupling,UPDATE,UPDATE,BLIF-250.200-CPL,2.26,lb,521-398,2.57,2.26,1.14,26.05,0.0987,0.0868,"Mueller Streamline 521-398 2-1/2"" x 2"" Black Iron Coupling"
2-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250-TEE-C,1.724,lb,W 40123,1.96,1.724,1.14,143.62,0.0136,0.012,"Mueller Streamline W 40123 2-1/2"" Copper Sweat Fittings - Tee C x C x C"
3-x-3-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-300.075-TEE-C,1.485,lb,W 40146,1.69,1.485,1.14,173.48,0.0097,0.0086,"Mueller Streamline W 40146 3"" x 3"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
