sku,vendor,ptype,price,lb_loja,lb_fornecedor,usd_lb,teto_lb,handle,variant_id,product_id
GRUN-92603111,Grundfos,Fixed Speed Circulators,974.82,20.0,,48.7,32.85,alpha-hwr-15-55-su-t-union-flange-high-efficiency-hot-water-recirculation-pump-115-volt,44350731419751,7715437215847
MILW-49-16-2659X4,Milwaukee Tools,Press XL Jaws,971.49,0.73,,1330.8,32.74,x4-ring-jaw-for-m18-force-logic-press-tools,44350938480743,7715555508327
NHSF-800.400-SANC,Tyler Pipe Company,No Hub Fittings,971.1,5.7,,170.4,32.73,8-x-8-x-4-x-4-nh-x-nh-x-nh-x-nh-gray-cast-iron-dwv-reducing-sanitary-cross,44353433010279,7716783063143
BURN-108540-01,US Boiler,US Boiler Parts,969.45,2.19,,442.7,32.67,blower-ebm-rg148-180m-altitude-water-tube-k2wt-180m-phtm-180m,44353435009127,7716785061991
MPEX-3320500,MrPEX Systems,Manifolds (Radiant Heating),967.21,0.8,,1209.0,32.59,5-branches-1-1-2-chrome-plated-brass-manifold-assembly-w-flowmeter-and-ball-valve,44351003721831,7715599679591
BOSC-BMS500-AAU009-1AHWXD,Bosch,Wall Mount Head Units,965.81,2.0,,482.9,32.55,3-4-ton-ductless-mini-split-indoor-wall-mounted-unit-9-000-btu-r454b-208-230v,44350355341415,7715252502631
SLOA-3346095,Sloan,Soap or Lotion Dispensers,960.45,1.0,,960.5,32.37,sloan-soap-dispenser-esd700a-cp-soap-dispenser-w-soap-sensor-activated-electronic-chrome-plated-die-cast-body-hand-washing-foam-soap-dispenser-with-the-following-features-in-polished-chrome,44351421841511,7715795435623
CALA-GMP4,CALEFACTIO,System Fill Tanks & Autofills,959.61,3.5,,274.2,32.34,glycol-make-up-package-4-gallon,44350380277863,7715270230119
IBCT-P-749B,IBC,IBC Parts,955.31,2.19,,436.2,32.19,hc-dc-universal-control-board,44350820614247,7715477946471
GROH-31.380000,Grohe,Semi-Pro Faucets,955.29,11.1,,86.1,32.19,k7-medium-single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-grohe-chrome,44350725881959,7715432759399
TOTO-SW3036R-01,Toto,Toilet Seats,953.94,13.1,,72.8,32.15,toto-washlet-k300-electronic-bidet-toilet-seat-with-instantaneous-water-heating-premist-and-ewater-wand-cleaning-elongated-cotton-white-sw3036r-01,44353397620839,7716753047655
MLWV-BA-480B-212,Milwaukee Valve,Press Ball Valves,950.38,3.58,,265.5,32.03,2-1-2-press-x-press-brass-full-port-ball-valve-200-psi-rptfe-seat-chrome-plated-ball,44350951850087,7715565109351
VEGA-16040,Viega,Manifolds (Radiant Heating),943.41,13.88,,68.0,31.79,1-1-4-x-1-union-x-fpt-100-psi-304-stainless-steel-12-port-heating-and-cooling-manifold-with-shut-off-balancing-valve-air-bleeder-mounting-bracket-supply-flow-meter-valve,44353439760487,7716789813351
GROH-29.137A00,Grohe,Thermostatic Valve Trims,943.14,1.0,,943.1,31.78,dual-function-thermostatic-valve-trim-in-grohe-hard-graphite,44350725226599,7715432169575
T&SB-B-0133-ADF14-B,T&S Brass & Bronze Works,Washdown Solutions,942.96,1.0,,943.0,31.78,easyinstall-pre-rinse-spring-action-8-wall-mount-14-add-on-faucet-6-wall-bracket,44353376256103,7716732305511
MPEX-3250900,MrPEX Systems,Manifolds (Radiant Heating),939.03,0.8,,1173.8,31.65,9-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003459687,7715599450215
MPEX-1330040,MrPEX Systems,PEX-AL-PEX Tubing,937.85,0.94,,997.7,31.61,mrpex-5-8-x-400-pex-al-pex-tubing-silver-1330040,44351001165927,7715597451367
CASH-23168-0045,Cash Acme,Relief Valves,937.28,2.32,,404.0,31.59,1-1-2-eb45-u-single-union-thread,44350388207719,7715277340775
TEKM-313,tekmar Control Systems,Switching Relays,934.5,3.63,,257.4,31.49,tekmar-wiring-center-313,44353382482023,7716737908839
COPT-050-LS/100,Mueller Streamline,Type L Soft,933.0,28.5,,32.7,31.44,1-2-x-100-copper-tube-l-soft,44351112740967,7715644637287
GVLF-479-075.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,928.31,0.5,,1856.6,31.28,3-4x1-1-4-female-adapter-316-stainless-steel-press,44353404207207,7716759470183
DELT-9159-KSLS-DST,Delta,Pull-Out Faucets,925.2,5.0,,185.0,31.18,delta-trinsic-single-handle-pull-down-kitchen-limited-swivel-black-stainless,44350547361895,7715362406503
DAYT-DXUH2416,Dayton,Undermount Sinks,919.5,1.0,,919.5,30.99,dayton-stainless-steel-26-1-2-x-18-1-2-x-8-single-bowl-undermount-sink,44350519902311,7715347202151
MOEN-7565EWSRS,Moen,Touchless Faucets,919.28,5.0,,183.9,30.98,moen-align-single-handle-touchless-pull-down-sprayer-kitchen-faucet-with-motionsense-wave-in-spot-resist-stainless-steel,44350977572967,7715579297895
FRAN-PKG11031MBK,Franke,Undermount Sinks,919.25,1.0,,919.2,30.98,franke-peak-32-0-in-x-18-8-in-matte-black-granite-undermount-single-bowl-kitchen-sink-pkg11031mbk,44350702354535,7715417718887
FRAN-PKG11031SHG,Franke,Undermount Sinks,919.25,1.0,,919.2,30.98,franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-single-bowl-kitchen-sink-pkg11031shg,44350702452839,7715417817191
WATT-0061657,Watts,Backflow Preventers,918.53,11.1,,82.8,30.95,3-8-dual-check-valve-backflow-preventer-atmospheric-vent-wye-pattern-strainer-sae-male-flare-outlet-connection,44353487372391,7716834443367
DURA-0454600027,Duravit,Vessel Sinks,916.5,1.0,,916.5,30.89,duravit-vero-23-5-8-rectangular-vessel-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672830567,7715401138279
HGRO-15714671,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,,916.2,30.88,hansgrohe-ecostat-square-thermostatic-trim-with-volume-control-and-diverter-in-matte-black,44350759010407,7715454713959
HGRO-15714821,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,,916.2,30.88,hansgrohe-ecostat-square-thermostatic-trim-with-volume-control-and-diverter-in-brushed-nickel,44350759043175,7715454746727
HGRO-15758671,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,,916.2,30.88,hansgrohe-ecostat-s-thermostatic-trim-with-volume-control-and-diverter-in-matte-black,44350760943719,7715455172711
HGRO-15758821,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,,916.2,30.88,hansgrohe-ecostat-s-thermostatic-trim-with-volume-control-and-diverter-in-brushed-nickel,44350761009255,7715455205479
WATT-0556015,Watts,Relief Valves,911.94,2.32,,393.1,30.73,3-4-lead-free-brass-automatic-reseating-t-and-p-relief-valve-125-psi-210-degree-f-test-lever-5-extension-thermostat,44353488814183,7716835360871
HGRO-04792670,Hansgrohe,Semi-Pro Faucets,911.7,5.0,,182.3,30.72,hansgrohe-joleena-semi-pro-kitchen-faucet-2-spray-1-75-gpm-in-matte-black,44350757240935,7715453861991
GRUN-99452479,Grundfos,Hot Water Recirculating Pumps,911.37,6.0,,151.9,30.71,ups15-55suc-tlc-max-head-max-flow-stainless-steel-body-115v,44350732206183,7715437903975
DAYT-DXUH2816,Dayton,Undermount Sinks,910.5,1.0,,910.5,30.68,dayton-stainless-steel-30-1-2-x-18-1-4-x-8-single-bowl-undermount-sink-dayt-dxuh2816,44350519935079,7715347234919
FRAN-PKG160LD-SHG,Franke,Undermount Sinks,910.46,1.0,,910.5,30.68,franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-double-bowl-kitchen-sink-pkg160ld-shg,44350702911591,7715417948263
GVLF-478-100.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,905.46,0.34,,2663.1,30.51,1x3-4-tee-female-316-stainless-steel-press,44353403584615,7716758913127
ELKA-ELUH-1811,Elkay,Undermount Bathroom Sinks,903.82,11.7,,77.2,30.46,elkay-asana-stainless-steel-19-1-2-x-13-5-16-x-6-1-4-single-bowl-undermount-bathroom-sink,44350690492519,7715409035367
APOL-77FLF-240-01,Apollo-Conbraco,Sweat Ball Valves,900.76,2.06,,437.3,30.36,apollo-full-port-lead-free-brass-ball-valve-with-stainless-steel-ball-stem-standard-configuration-3-2-x-solder,44350287020135,7715232022631
GVLF-478-075.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,900.68,0.34,,2649.1,30.35,3-4x1-tee-female-316-stainless-steel-press,44353403486311,7716758814823
GVLF-478-100.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,900.68,0.34,,2649.1,30.35,1x1-1-4-tee-female-316-stainless-steel-press,44353403617383,7716758945895
TACO-409-3,Taco Comfort Solutions,Air Vents,900.6,0.2,,4503.0,30.35,air-vent-commercially-rated-3-4-inch-npt-brass,44353379860583,7716735352935
TACO-006-CT,Taco Comfort Solutions,Hot Water Recirculating Pumps,900.12,6.0,,150.0,30.33,tacogenie-hot-water-recirc-system-stainless-steel-1-2-male-npt,44353378222183,7716734271591
MOUN-MT7100-NL/BRN,Mountain Plumbing Products,Lavatory Supply Kits,897.97,22.0,,40.8,30.26,lavatory-supply-kit-contemporary-lever-handle-with-1-4-turn-ceramic-disc-cartridge-valve-mt5003l-nl-angle-p-trap-1-1-4-brushed-nickel,44350998708327,7715595255911
HGRO-72846801,Hansgrohe,Pull-Out Faucets,892.8,5.0,,178.6,30.09,hansgrohe-talis-n-higharc-kitchen-faucet-a-style-2-spray-pull-down-1-75-gpm-in-stainless-steel-optic,44350772510823,7715459137639
COPT-075-LS,Mueller Streamline,Type L Soft,892.8,27.3,,32.7,30.09,3-4-x-60-copper-tube-l-soft,44351113691239,7715644997735
GVLF-479-150.200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,891.45,0.5,,1782.9,30.04,1-1-2x2-female-adapter-316-stainless-steel-press,44353404469351,7716759732327
MILW-3632-21,Milwaukee Tools,Level & Square,889.98,0.95,,936.8,29.99,m12-green-360-3-plane-laser-kit,44350916657255,7715537715303
TACO-008-SF6,Taco Comfort Solutions,Fixed Speed Circulators,887.29,18.5,,48.0,29.9,008-series-stainless-steel-flanged-115v-60-1,44353379205223,7716734697575
GVLF-479-150.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,886.86,0.34,,2608.4,29.89,1-1-2x1-1-4-female-adapter-316-stainless-steel-press,44353404436583,7716759699559
MPEX-3810600,MrPEX Systems,Manifolds (Radiant Heating),886.51,0.8,,1108.1,29.88,6-loop-composite-manifold-valve-flowmeter-complete-kit,44351004377191,7715600269415
GVLF-469-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,883.39,0.34,,2598.2,29.77,3-4-ball-valve-316-stainless-steel-press,44353401782375,7716757110887
GVLF-479-200.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,881.09,0.34,,2591.4,29.69,2x1-1-4-female-adapter-316-stainless-steel-press,44353404534887,7716759797863
WATT-0061667,Watts,Backflow Preventers,878.65,3.0,,292.9,29.61,3-8-dual-check-valve-backflow-preventer-atmospheric-vent-wye-pattern-strainer-female-npt-outlet-connection,44353487437927,7716834508903
MOEN-3887EPBL,Moen,Hand Shower Heads,875.75,5.0,,175.2,29.51,moen-matte-black-eco-performance-handshower-moen-3887epbl,44350972100711,7715575496807
BRIZ-88776-NK,Brizo,Hand Shower Sets,875.65,5.0,,175.1,29.51,brizo-invari-h2okinetic-multi-function-slide-bar-handshower-luxe-nickel,44350371070055,7715262464103
GVLF-476-200.150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,870.71,0.34,,2560.9,29.34,2x1-1-2-male-adapter-316-stainless-steel-press,44353403355239,7716758683751
MPEX-3250800,MrPEX Systems,Manifolds (Radiant Heating),868.0,0.8,,1085.0,29.25,8-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003426919,7715599417447
DURA-0452600087,Duravit,Vessel Sinks,867.75,1.0,,867.8,29.24,duravit-vero-23-3-8-rectangular-vessel-sink-in-white-with-widespread-faucet-holes-and-with-overflow,44350672601191,7715400941671
GVLF-476-150.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,866.12,0.34,,2547.4,29.19,1-1-2-male-adapter-316-stainless-steel-press-gvlf-476-150-100-e-316,44353403256935,7716758585447
ELKA-LRAD-1918-55-3,Elkay,Drop-In Sinks,866.06,13.5,,64.2,29.19,elkay-lustertone-classic-stainless-steel-19-x-18-x-5-1-2-3-hole-single-bowl-drop-in-ada-sink,44350691803239,7715410182247
DAYT-DCFU2816,Dayton,Undermount Sinks,864.0,1.0,,864.0,29.12,dayton-stainless-steel-30-1-2-x-18-1-4-x-8-single-bowl-undermount-sink,44350519509095,7715346808935
HGRO-15757821,Hansgrohe,Thermostatic Valve Trims,862.2,1.0,,862.2,29.06,hansgrohe-ecostat-s-thermostatic-trim-with-volume-control-in-brushed-nickel,44350760845415,7715455074407
IBCT-P-127,IBC,IBC Parts,862.07,2.19,,393.6,29.05,gas-valve-assembly-sl-80-399,44350818975847,7715476668519
SLOA-1001000,Sloan,Urinals,861.88,1.0,,861.9,29.05,standard-waterfree-urinal-wes1000-waterfree-urinal-model-1000-white-vitreous-china,44351416729703,7715792355431
T&SB-B-0610,T&S Brass & Bronze Works,Pot Fillers,861.72,2.0,,430.9,29.04,pot-filler-wall-mount-8-centers-vacuum-breaker-68-hose-w-self-closing-hook-nozzle,44353376452711,7716732502119
MPEX-6213451,MrPEX Systems,Manifolds (Radiant Heating),861.38,0.8,,1076.7,29.03,recess-mount-manifold-cabinet-un-assembled-w40-5-h27-2-31-1-d4-3-6-3,44351042617447,7715607511143
HGRO-04820670,Hansgrohe,Thermostatic Valve Trims,860.4,1.0,,860.4,29.0,hansgrohe-locarno-thermostatic-trim-with-volume-control-and-diverter-in-matte-black,44350758355047,7715454124135
WILK-12-375XLFT,Zurn Wilkins,Backflow Preventers,857.14,12.0,,71.4,28.89,1-2-375xl-reduced-pressure-principle-backflow-preventer-with-sae-flare-test-fitting,44353501560935,7716847452263
TACO-003-BC4-3PNP,Taco Comfort Solutions,Hot Water Recirculating Pumps,856.59,6.0,,142.8,28.87,plumb-n-plug-analog-timer-w-line-cord-bronze-integral-flow-check-1-2-sweat-115v-60-1-003-series,44353377992807,7716734042215
GVLF-478-100.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,855.16,0.34,,2515.2,28.82,1x1-2-tee-female-316-stainless-steel-press,44353403551847,7716758880359
TRAC-FGP-UGC-1500,OMEGAFLEX,Flexible Gas Fittings,853.47,0.5,,1706.9,28.76,1-1-2-tracpipe-underground-coupling,44351228641383,7715687661671
DURA-0454500000,Duravit,Wall-Mount Sinks,853.12,1.0,,853.1,28.75,duravit-vero-19-5-8-rectangular-wall-mounted-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672699495,7715401039975
DURA-0454600000,Duravit,Wall-Mount Sinks,853.12,1.0,,853.1,28.75,duravit-vero-23-5-8-rectangular-wall-mounted-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672732263,7715401072743
RHEE-SP20260M,Rheem Manufacturing,"Controls, Switches & Sensors",850.92,0.93,,915.0,28.68,display-and-control-board-kit-for-ghe-he100-300-uln-water-heater,44351356797031,7715761127527
MOEN-S43001BL,Moen,Single-Hole Faucets,850.0,5.0,,170.0,28.64,moen-arris-single-hole-single-handle-bathroom-faucet-in-matte-black,44350985044071,7715583688807
MOEN-UT3693EPBN,Moen,Tub-Shower Trim Sets,844.31,1.0,,844.3,28.45,moen-voss-m-core-3-series-1-handle-eco-performance-tub-and-shower-trim-kit-in-brushed-nickel-valve-sold-separately,44350994874471,7715592241255
MOEN-900-006,Moen,Leak Detection Valves,842.47,0.6,,1404.1,28.39,flo-by-moen-1-in-water-leak-detector-with-automatic-water-shut-off-valve,44350979211367,7715580706919
MPEX-3320300,MrPEX Systems,Manifolds (Radiant Heating),841.69,0.8,,1052.1,28.36,3-branches-1-1-2-chrome-plated-brass-manifold-assembly-w-flowmeter-and-ball-valve,44351003656295,7715599646823
MLWV-1182-200,Milwaukee Valve,Gate Valves,841.28,1.44,,584.2,28.35,2-fip-x-fip-bronze-gate-valve-300-swp-1000-wog-non-rising-stem-cu-ni-seat-solid-wedge-disc,44350948802663,7715562455143
MUEL-01410500C,Mueller Streamline,Coated Line Sets,840.59,10.85,,77.5,28.33,7-8-x-1-x-50-uv-suction-line-only,44351181553767,7715666559079
GVLF-478-050.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,835.02,0.5,,1670.0,28.14,1-2x3-4-tee-female-316-stainless-steel-press,44353403388007,7716758716519
GVLF-478-100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,833.88,0.5,,1667.8,28.1,1x1-tee-female-316-stainless-steel-press,44353403519079,7716758847591
MOEN-UTS344301BN,Moen,Tub-Shower Trim Sets,830.87,1.0,,830.9,28.0,moen-colinet-m-core-3-series-1-handle-valve-trim-kit-in-brushed-nickel-valve-sold-separately,44350995103847,7715592437863
BOSC-BMS500-AAU006-1AHWXD,Bosch,Wall Mount Head Units,825.96,2.0,,413.0,27.83,1-2-ton-ductless-mini-split-indoor-wall-mounted-unit-6-000-btu-r454b-208-230v,44350355308647,7715252469863
GVLF-7074T-400-PNTD,Gruvlok,Gruvlok Fittings,824.99,0.52,,1586.5,27.8,4-cap-painted-gr,44350745182311,7715447767143
GRUN-92603112,Grundfos,Hot Water Recirculating Pumps,823.34,6.0,,137.2,27.75,alpha-hwr-15-29-sf-t-2-bolt-flange-high-efficiency-hot-water-recirculation-pump-115-volt,44350731485287,7715437281383
TACO-0018E-SF4,Taco Comfort Solutions,Variable Speed Circulators,822.43,2.19,,375.5,27.72,0018ee-series-vr1816-dy2-4s2w00-stainless-steel-ecm-high-efficiency-variable-speed-universal-115v-60-1-bluetooth,44353377861735,7716733911143
DORM-1675KIT2S36,Dormont,Water Heater Gas Supplies,821.73,2.5,,328.7,27.69,3-4-x-36-moveable-grade-gas-connection-kit,44350671552615,7715400155239
MOEN-TS2203EPBL,Moen,Tub-Shower Trim Sets,817.72,1.0,,817.7,27.56,moen-doux-posi-temp-single-handle-tub-and-shower-faucet-trim-kit-in-matte-black-valve-sold-separately,44350993104999,7715590832231
HONE-F300E1001/U,Resideo,Air Cleaners & Filters,814.32,7.0,,116.3,27.44,electronic-air-cleaner-16x20,44351311446119,7715736944743
T&SB-EC-3103,T&S Brass & Bronze Works,Hands-Free Faucets,805.88,5.0,,161.2,27.16,chekpoint-sensor-faucet-deck-mount-4-centerset-ac-dc-control-module-2-2-gpm-8-3-lpm-vr-aerator,44353377304679,7716733354087
GROH-29.1362430,Grohe,Thermostatic Valve Trims,805.69,5.0,,161.1,27.15,single-function-thermostatic-valve-trim-in-matte-black,44350725095527,7715432071271
WOOD-B65P-12,"Woodford Manufacturing Company, LLC",Box Hydrants,805.05,3.0,,268.3,27.13,model-b65-box-hydrants-fip-3-4-connection-wall-depth-12,44353497202791,7716843159655
GVLF-485-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,804.86,0.34,,2367.2,27.12,3-4-union-316-stainless-steel-press,44353404797031,7716760060007
VEGA-16038,Viega,Manifolds (Radiant Heating),803.37,12.21,,65.8,27.07,1-1-4-x-1-union-x-fpt-100-psi-304-stainless-steel-10-port-heating-and-cooling-manifold-with-shut-off-balancing-valve-air-bleeder-mounting-bracket-supply-flow-meter-valve,44353439727719,7716789780583
WOOD-RB65P-4,"Woodford Manufacturing Company, LLC",Box Hydrants,801.81,3.0,,267.3,27.02,model-rb65-box-hydrants-fip-3-4-connection-wall-depth-4-round-box,44353497596007,7716843552871
WOOD-RB67P-8,"Woodford Manufacturing Company, LLC",Box Hydrants,801.81,3.0,,267.3,27.02,model-rb67-box-hydrants-fip-3-4-connection-wall-depth-8-round-box,44353497628775,7716843585639
RECT-82705,RectorSeal,Roof Drains,801.11,3.0,,267.0,27.0,g-o-n-82705-nozzle-escutcheon-direct-install-plumbing-6,44351289327719,7715723804775
TACO-003-B4-PNP,Taco Comfort Solutions,Hot Water Recirculating Pumps,800.87,6.0,,133.5,26.99,plumb-n-plug-analog-timer-w-line-cord-bronze-3-4-sweat-115v-60-1-003-series,44353377960039,7716734009447
TACO-003-BC4-PNP,Taco Comfort Solutions,Hot Water Recirculating Pumps,800.87,6.0,,133.5,26.99,plumb-n-plug-analog-timer-w-line-cord-bronze-1-2-sweat-115v-60-1-003-series,44353378025575,7716734074983
FRAN-STL-PD-304,Franke,Pull-Out Faucets,799.35,5.0,,159.9,26.94,franke-steel-17-5-inch-single-handle-pull-down-kitchen-faucet-in-stainless-steel-stl-pd-304,44350702977127,7715418013799
MPEX-3250700,MrPEX Systems,Manifolds (Radiant Heating),795.93,0.8,,994.9,26.82,7-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003361383,7715599384679
HONE-DS06-105-DUT-LF/U,Resideo,Pressure Reducing Valves,795.16,0.5,,1590.3,26.8,2-in-dialset-female-npt-double-union-internally-threaded-prv,44351311020135,7715736518759
MPEX-3810500,MrPEX Systems,Manifolds (Radiant Heating),794.68,0.8,,993.3,26.78,5-loop-composite-manifold-valve-flowmeter-complete-kit,44351004344423,7715600236647
HGRO-26434181,Axor,Shower and Tub-Shower Valves,793.8,0.9,,882.0,26.75,axor-showersolutions-2-jet-showerhead-rough,44350332960871,7715246047335
VEGA-28720,Viega,Press Fittings - Gas,792.38,0.95,,834.1,26.7,4x4x3-p-p-p-tee-reducing-megapress-g,44353452245095,7716800397415
MILW-49-16-2657C,Milwaukee Tools,Press Jaws,792.01,3.4,,232.9,26.69,2-pex-crimp-press-jaw-for-m18-force-logic-press-tools,44350938415207,7715555442791
GVLF-474-150.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,786.66,0.5,,1573.3,26.51,1-1-2x1-2-fitting-reducer-316-stainless-steel-press,44353402634343,7716757962855
GROH-31.492DC0,Grohe,Semi-Pro Faucets,783.96,8.6,,91.2,26.42,single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-grohe-supersteel-groh-31-492dc0,44350726144103,7715432988775
DELT-35776-BLMPU-DST,Delta,Widespread Faucets,783.0,5.0,,156.6,26.39,delta-stryke-widespread-faucet-matte-black,44350532026471,7715357130855
GRUN-92603113,Grundfos,Hot Water Recirculating Pumps,781.8,6.0,,130.3,26.35,alpha-hwr-15-29-su-t-union-flange-high-efficiency-hot-water-recirculation-pump-115-volt,44350731550823,7715437346919
WOOD-B67C-8,"Woodford Manufacturing Company, LLC",Box Hydrants,780.18,3.0,,260.1,26.29,model-b67-box-hydrants-sweat-3-4-connection-wall-depth-8,44353497333863,7716843290727
WOOD-B67C-CC,"Woodford Manufacturing Company, LLC",Box Hydrants,780.18,3.0,,260.1,26.29,model-b67-box-hydrants-sweat-3-4-connection,44353497366631,7716843323495
HGRI-CTS10,nVent Caddy,Accessory Items,778.92,1.08,,721.2,26.25,telescoping-pipe-stand-5-24-pipe,44351213469799,7715677831271
MOEN-900-001,Moen,Leak Detection Valves,777.12,0.6,,1295.2,26.19,flo-by-moen-0-75-in-water-leak-detector-with-automatic-water-shut-off-valve,44350979145831,7715580641383
DAYT-DPC1202010-1,Dayton,Drop-In Sinks,777.0,1.0,,777.0,26.18,dayton-stainless-steel-20-x-20-x-10-1-8-1-hole-single-bowl-drop-in-laundry-sink,44350519607399,7715346907239
MOEN-TS2912EPBN,Moen,Shower Trim Sets,776.01,1.0,,776.0,26.15,moen-flara-posi-temp-rain-shower-1-handle-eco-performance-shower-only-faucet-trim-kit-in-brushed-nickel-valve-sold-separately,44350993498215,7715591061607
NAVI-GXXX002396,Navien,Accessories (Controls & Accessories),766.68,0.26,,2948.8,25.84,nhb-h-stainless-steel-manifold-kit,44351188107367,7715668754535
CTRO-ISQKR03,Centrotherm,Polypropylene Single Wall Venting,766.38,2.19,,349.9,25.83,3-single-wall-quick-kit-roof-termination,44350394826855,7715283566695
GVLF-467-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,764.61,0.34,,2248.9,25.77,2-90-elbow-street-316-stainless-steel-press,44353401585767,7716756914279
MOEN-7594EVBL,Moen,Touchless Faucets,764.28,5.0,,152.9,25.76,moen-arbor-single-handle-smart-touchless-pull-down-sprayer-kitchen-faucet-with-voice-control-and-power-boost-in-matte-black,44350977900647,7715579592807
SLOA-3346051,Sloan,Soap or Lotion Dispensers,763.81,1.0,,763.8,25.74,optima-soap-dispenser-esd200-p-cp-elect-soap-dispenser-sensor-activated-electronic-chrome-plated-die-cast-body-hand-washing-liquid-soap-dispenser-with-the-following-features-in-polished-chrome,44351421808743,7715795402855
IBCT-P-201,IBC,IBC Parts,761.62,2.19,,347.8,25.67,fan-replacement-kit-sl20-115g2,44350819139687,7715476799591
HGRO-32506671,Hansgrohe,Single-Hole Faucets,759.6,5.0,,151.9,25.6,hansgrohe-metropol-single-hole-faucet-110-with-lever-handle-and-pop-up-drain-1-2-gpm-in-matte-black,44350771331175,7715458220135
ELKA-BLR15162,Elkay,Drop-In Sinks,759.36,11.5,,66.0,25.59,elkay-lustertone-classic-stainless-steel-15-x-15-x-7-1-8-2-hole-single-bowl-drop-in-bar-sink-with-3-1-2-drain-in-lustrous-satin,44350690132071,7715408674919
DELT-9182-AR-PR-DST,Delta,Pull-Out Faucets,757.8,5.0,,151.6,25.54,delta-emmeline-single-handle-pull-down-kitchen-faucet-lumicoat-arctic-stainless,44350547558503,7715362472039
MILW-2834-21HD,Milwaukee Tools,Circular Saws (M18),757.42,0.73,,1037.6,25.53,m18-fuel-7-1-4-circular-saw-kit,44350915248231,7715536306279
MILW-2967-22,Milwaukee Tools,Impact Wrenches (M18),757.42,0.73,,1037.6,25.53,m18-fuel-1-2-high-torque-impact-wrench-w-friction-ring-kit,44350916198503,7715537256551
ISED-HWT300,InSinkErator,Hot & Cold Beverage Faucets,756.4,5.0,,151.3,25.49,insinkerator-hot-cold-water-dispensers-digital-adjustable,44350824775783,7715481288807
MOEN-3667EPBL,Moen,Hand Shower Heads,754.98,5.0,,151.0,25.44,moen-matte-black-eco-performance-handshower-moen-3667epbl,44350970495079,7715574939751
MLWV-510T-200,Milwaukee Valve,Check Valves,754.72,1.33,,567.5,25.43,2-fip-x-fip-bronze-check-valve-150-swp-300-wog-horizonatal-swing-bronze-seat-tfe-disc,44350950178919,7715563667559
CTRO-ISFK0203,Centrotherm,Polypropylene Single Wall Venting,754.68,2.19,,344.6,25.43,innoflue-2-3-field-kit,44350394531943,7715283271783
GVLF-468-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,754.56,0.34,,2219.3,25.43,2-90-elbow-316-stainless-steel-press,44353401749607,7716757078119
VEGA-28710,Viega,Press Fittings - Gas,754.06,0.95,,793.7,25.41,4x4x2-p-p-p-tee-reducing-megapress-g,44353452212327,7716800364647
GVLF-478-075.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,753.24,0.34,,2215.4,25.38,3-4x1-2-tee-female-316-stainless-steel-press,44353403453543,7716758782055
MILW-48-21-8010,Milwaukee Tools,PACKOUT,750.01,5.5,,136.4,25.28,packout-rack-frame,44350921113703,7715542138983
TACO-0013-MSF2-IFC,Taco Comfort Solutions,Fixed Speed Circulators,748.97,18.5,,40.5,25.24,0013-3-speed-cast-iron-flanged-rotated-integral-flow-check-115v-60-1,44353377566823,7716733616231
S&DF-G600-TWCO-S,Pacific 75,Cleanouts,746.22,0.5,,1492.4,25.15,6-2-way-cleanout-gasketed-sewer-drain-fitting,44351232737383,7715689463911
WILK-12-975XL3,Zurn Wilkins,Backflow Preventers,746.1,4.0,,186.5,25.14,1-2-975xl3-reduced-pressure-principle-backflow-preventer,44353501593703,7716847485031
