ID,Command,Metafield: product.length [dimension],Metafield: product.width [dimension],Metafield: product.height [dimension]
7715576119399,UPDATE,"{""value"":28,""unit"":""in""}","{""value"":6.1,""unit"":""in""}","{""value"":4.9,""unit"":""in""}"
7715576152167,UPDATE,"{""value"":24.8,""unit"":""in""}","{""value"":12.3,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715576217703,UPDATE,"{""value"":26.625,""unit"":""in""}","{""value"":14.25,""unit"":""in""}","{""value"":3.625,""unit"":""in""}"
7715576250471,UPDATE,"{""value"":24.8,""unit"":""in""}","{""value"":12.2,""unit"":""in""}","{""value"":3.9,""unit"":""in""}"
7715576283239,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715576316007,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.62,""unit"":""in""}"
7715576348775,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715576381543,UPDATE,"{""value"":10.1,""unit"":""in""}","{""value"":8.2,""unit"":""in""}","{""value"":5.7,""unit"":""in""}"
7715576414311,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715576479847,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.2,""unit"":""in""}"
7715576512615,UPDATE,"{""value"":13.62,""unit"":""in""}","{""value"":9.25,""unit"":""in""}","{""value"":3.13,""unit"":""in""}"
7715576545383,UPDATE,"{""value"":13.5,""unit"":""in""}","{""value"":9.2,""unit"":""in""}","{""value"":3.2,""unit"":""in""}"
7715576578151,UPDATE,"{""value"":47.13,""unit"":""in""}","{""value"":17.8,""unit"":""in""}","{""value"":11.3,""unit"":""in""}"
7715576610919,UPDATE,"{""value"":47.9,""unit"":""in""}","{""value"":18.4,""unit"":""in""}","{""value"":11.6,""unit"":""in""}"
7715576643687,UPDATE,"{""value"":10.1,""unit"":""in""}","{""value"":8.2,""unit"":""in""}","{""value"":5.8,""unit"":""in""}"
7715576676455,UPDATE,"{""value"":10.1,""unit"":""in""}","{""value"":8.2,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715576741991,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715576774759,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715576807527,UPDATE,"{""value"":20.9,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715576840295,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715576873063,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715576905831,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715576971367,UPDATE,"{""value"":21,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715577036903,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715577069671,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577102439,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577135207,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577167975,UPDATE,"{""value"":5,""unit"":""in""}","{""value"":5,""unit"":""in""}","{""value"":4.9,""unit"":""in""}"
7715577200743,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577266279,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577299047,UPDATE,"{""value"":18,""unit"":""in""}","{""value"":4,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715577331815,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577364583,UPDATE,"{""value"":15.12,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":11.38,""unit"":""in""}"
7715577430119,UPDATE,"{""value"":4.5,""unit"":""in""}","{""value"":3.75,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715577528423,UPDATE,"{""value"":4.5,""unit"":""in""}","{""value"":3.75,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715577561191,UPDATE,"{""value"":10.5,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.125,""unit"":""in""}"
7715577593959,UPDATE,"{""value"":10.31,""unit"":""in""}","{""value"":9.61,""unit"":""in""}","{""value"":4.25,""unit"":""in""}"
7715577626727,UPDATE,"{""value"":4.7,""unit"":""in""}","{""value"":4.6,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715577692263,UPDATE,"{""value"":5.551,""unit"":""in""}","{""value"":3.583,""unit"":""in""}","{""value"":4.409,""unit"":""in""}"
7715577725031,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715577757799,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715577790567,UPDATE,"{""value"":20.88,""unit"":""in""}","{""value"":9.44,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715577823335,UPDATE,"{""value"":10.24,""unit"":""in""}","{""value"":8.19,""unit"":""in""}","{""value"":5.2,""unit"":""in""}"
7715577856103,UPDATE,"{""value"":10.2,""unit"":""in""}","{""value"":8.1,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715577921639,UPDATE,"{""value"":10.2,""unit"":""in""}","{""value"":8.2,""unit"":""in""}","{""value"":5.6,""unit"":""in""}"
7715577987175,UPDATE,"{""value"":4.7,""unit"":""in""}","{""value"":4.6,""unit"":""in""}","{""value"":3.9,""unit"":""in""}"
7715578019943,UPDATE,"{""value"":4.7,""unit"":""in""}","{""value"":4.6,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715578052711,UPDATE,"{""value"":20.79,""unit"":""in""}","{""value"":9.37,""unit"":""in""}","{""value"":3.15,""unit"":""in""}"
7715578085479,UPDATE,"{""value"":10.125,""unit"":""in""}","{""value"":8.125,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715578118247,UPDATE,"{""value"":10.125,""unit"":""in""}","{""value"":8.125,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715578216551,UPDATE,"{""value"":10.24,""unit"":""in""}","{""value"":8.19,""unit"":""in""}","{""value"":5.75,""unit"":""in""}"
7715578249319,UPDATE,"{""value"":10.2,""unit"":""in""}","{""value"":8.3,""unit"":""in""}","{""value"":5.8,""unit"":""in""}"
7715578282087,UPDATE,"{""value"":10.125,""unit"":""in""}","{""value"":8.125,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715578314855,UPDATE,"{""value"":21,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":3.4,""unit"":""in""}"
7715578380391,UPDATE,"{""value"":20.8,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715578413159,UPDATE,"{""value"":20.6,""unit"":""in""}","{""value"":9.6,""unit"":""in""}","{""value"":3.25,""unit"":""in""}"
7715578478695,UPDATE,"{""value"":20.6,""unit"":""in""}","{""value"":9.6,""unit"":""in""}","{""value"":3.25,""unit"":""in""}"
7715578511463,UPDATE,"{""value"":15.625,""unit"":""in""}","{""value"":11.75,""unit"":""in""}","{""value"":2.75,""unit"":""in""}"
7715578544231,UPDATE,"{""value"":24.25,""unit"":""in""}","{""value"":15.75,""unit"":""in""}","{""value"":15.62,""unit"":""in""}"
7715578576999,UPDATE,"{""value"":15.62,""unit"":""in""}","{""value"":11.75,""unit"":""in""}","{""value"":2.75,""unit"":""in""}"
7715578609767,UPDATE,"{""value"":20.9,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715578642535,UPDATE,"{""value"":13.62,""unit"":""in""}","{""value"":9.25,""unit"":""in""}","{""value"":2.75,""unit"":""in""}"
7715578708071,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715578740839,UPDATE,"{""value"":10.125,""unit"":""in""}","{""value"":8.125,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715578773607,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715578806375,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715578839143,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715578871911,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":13.5,""unit"":""in""}","{""value"":2.62,""unit"":""in""}"
7715578904679,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":13.5,""unit"":""in""}","{""value"":2.62,""unit"":""in""}"
7715578970215,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":13.5,""unit"":""in""}","{""value"":2.62,""unit"":""in""}"
7715579002983,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":13.5,""unit"":""in""}","{""value"":2.62,""unit"":""in""}"
7715579035751,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":13.5,""unit"":""in""}","{""value"":2.62,""unit"":""in""}"
7715579068519,UPDATE,"{""value"":10.25,""unit"":""in""}","{""value"":7,""unit"":""in""}","{""value"":4,""unit"":""in""}"
7715579101287,UPDATE,"{""value"":20.875,""unit"":""in""}","{""value"":9.438,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715579134055,UPDATE,"{""value"":20.875,""unit"":""in""}","{""value"":9.438,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715579232359,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579265127,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579297895,UPDATE,"{""value"":26.6,""unit"":""in""}","{""value"":14.2,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715579363431,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579428967,UPDATE,"{""value"":20.6,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":3.2,""unit"":""in""}"
7715579461735,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715579527271,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579560039,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579592807,UPDATE,"{""value"":31.625,""unit"":""in""}","{""value"":14.25,""unit"":""in""}","{""value"":4.25,""unit"":""in""}"
7715579625575,UPDATE,"{""value"":26.6,""unit"":""in""}","{""value"":14.1,""unit"":""in""}","{""value"":4,""unit"":""in""}"
7715579658343,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579691111,UPDATE,"{""value"":24.9,""unit"":""in""}","{""value"":12.1,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715579756647,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":13.5,""unit"":""in""}","{""value"":2.62,""unit"":""in""}"
7715579789415,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579854951,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579887719,UPDATE,"{""value"":24.75,""unit"":""in""}","{""value"":12.25,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715579920487,UPDATE,"{""value"":24.6,""unit"":""in""}","{""value"":12.2,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715580018791,UPDATE,"{""value"":12.45,""unit"":""in""}","{""value"":4,""unit"":""in""}","{""value"":9.92,""unit"":""in""}"
7715580084327,UPDATE,"{""value"":13.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.2,""unit"":""in""}"
7715580117095,UPDATE,"{""value"":11,""unit"":""in""}","{""value"":9.625,""unit"":""in""}","{""value"":4.875,""unit"":""in""}"
7715580149863,UPDATE,"{""value"":7,""unit"":""in""}","{""value"":7,""unit"":""in""}","{""value"":6,""unit"":""in""}"
7715580182631,UPDATE,"{""value"":7.7,""unit"":""in""}","{""value"":7.4,""unit"":""in""}","{""value"":6.2,""unit"":""in""}"
7715580280935,UPDATE,"{""value"":8.8,""unit"":""in""}","{""value"":7.1,""unit"":""in""}","{""value"":5.8,""unit"":""in""}"
7715580346471,UPDATE,"{""value"":13,""unit"":""in""}","{""value"":9.45,""unit"":""in""}","{""value"":2.36,""unit"":""in""}"
7715580379239,UPDATE,"{""value"":16.38,""unit"":""in""}","{""value"":9.53,""unit"":""in""}","{""value"":2.64,""unit"":""in""}"
7715580477543,UPDATE,"{""value"":7.19,""unit"":""in""}","{""value"":7.06,""unit"":""in""}","{""value"":2.44,""unit"":""in""}"
7715580510311,UPDATE,"{""value"":8.69,""unit"":""in""}","{""value"":7.12,""unit"":""in""}","{""value"":5.75,""unit"":""in""}"
7715580641383,UPDATE,"{""value"":10.7,""unit"":""in""}","{""value"":10.6,""unit"":""in""}","{""value"":5.9,""unit"":""in""}"
7715580674151,UPDATE,"{""value"":12.1,""unit"":""in""}","{""value"":11,""unit"":""in""}","{""value"":6.2,""unit"":""in""}"
7715580706919,UPDATE,"{""value"":10.9,""unit"":""in""}","{""value"":10.6,""unit"":""in""}","{""value"":5.7,""unit"":""in""}"
7715580772455,UPDATE,"{""value"":9.5,""unit"":""in""}","{""value"":3,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715580805223,UPDATE,"{""value"":4.5,""unit"":""in""}","{""value"":4.125,""unit"":""in""}","{""value"":2,""unit"":""in""}"
7715580870759,UPDATE,"{""value"":10.4,""unit"":""in""}","{""value"":4.5,""unit"":""in""}","{""value"":2,""unit"":""in""}"
7715580903527,UPDATE,"{""value"":4.3,""unit"":""in""}","{""value"":4.6,""unit"":""in""}","{""value"":1.06,""unit"":""in""}"
7715580936295,UPDATE,"{""value"":2.8,""unit"":""in""}","{""value"":2.6,""unit"":""in""}","{""value"":2.2,""unit"":""in""}"
7715581001831,UPDATE,"{""value"":0.5,""unit"":""in""}","{""value"":2.625,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715581034599,UPDATE,"{""value"":3.75,""unit"":""in""}","{""value"":2.62,""unit"":""in""}","{""value"":1.62,""unit"":""in""}"
7715581067367,UPDATE,"{""value"":5.5,""unit"":""in""}","{""value"":4.75,""unit"":""in""}","{""value"":1.88,""unit"":""in""}"
7715581165671,UPDATE,"{""value"":1.25,""unit"":""in""}","{""value"":1,""unit"":""in""}","{""value"":0.12,""unit"":""in""}"
7715581198439,UPDATE,"{""value"":1.88,""unit"":""in""}","{""value"":1.62,""unit"":""in""}","{""value"":5.75,""unit"":""in""}"
7715581231207,UPDATE,"{""value"":1.88,""unit"":""in""}","{""value"":1.62,""unit"":""in""}","{""value"":5.75,""unit"":""in""}"
7715581263975,UPDATE,"{""value"":1.88,""unit"":""in""}","{""value"":1.62,""unit"":""in""}","{""value"":5.75,""unit"":""in""}"
7715581296743,UPDATE,"{""value"":1.88,""unit"":""in""}","{""value"":1.62,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715581362279,UPDATE,"{""value"":12.375,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":7.375,""unit"":""in""}"
7715581427815,UPDATE,"{""value"":13.625,""unit"":""in""}","{""value"":9.25,""unit"":""in""}","{""value"":3.125,""unit"":""in""}"
7715581460583,UPDATE,"{""value"":15.625,""unit"":""in""}","{""value"":11.75,""unit"":""in""}","{""value"":2.75,""unit"":""in""}"
7715581493351,UPDATE,"{""value"":5.5,""unit"":""in""}","{""value"":4.62,""unit"":""in""}","{""value"":2,""unit"":""in""}"
7715581591655,UPDATE,"{""value"":2.81,""unit"":""in""}","{""value"":2.38,""unit"":""in""}","{""value"":4.25,""unit"":""in""}"
7715581624423,UPDATE,"{""value"":2.81,""unit"":""in""}","{""value"":2.38,""unit"":""in""}","{""value"":4.25,""unit"":""in""}"
7715581657191,UPDATE,"{""value"":2.81,""unit"":""in""}","{""value"":2.38,""unit"":""in""}","{""value"":4.25,""unit"":""in""}"
7715581689959,UPDATE,"{""value"":1.25,""unit"":""in""}","{""value"":1.25,""unit"":""in""}","{""value"":2,""unit"":""in""}"
7715581722727,UPDATE,"{""value"":2.5,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715581755495,UPDATE,"{""value"":2.5,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715581821031,UPDATE,"{""value"":2.5,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715581853799,UPDATE,"{""value"":2.4,""unit"":""in""}","{""value"":1.7,""unit"":""in""}","{""value"":2.5,""unit"":""in""}"
7715581886567,UPDATE,"{""value"":2.5,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715581919335,UPDATE,"{""value"":2.5,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":3,""unit"":""in""}"
7715581952103,UPDATE,"{""value"":2.38,""unit"":""in""}","{""value"":2.38,""unit"":""in""}","{""value"":1.75,""unit"":""in""}"
7715581984871,UPDATE,"{""value"":1.75,""unit"":""in""}","{""value"":1.75,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582017639,UPDATE,"{""value"":3.5,""unit"":""in""}","{""value"":3.5,""unit"":""in""}","{""value"":0.25,""unit"":""in""}"
7715582050407,UPDATE,"{""value"":3.25,""unit"":""in""}","{""value"":3.25,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582115943,UPDATE,"{""value"":3.25,""unit"":""in""}","{""value"":3.25,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582148711,UPDATE,"{""value"":8.86,""unit"":""in""}","{""value"":6.3,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582181479,UPDATE,"{""value"":10.71,""unit"":""in""}","{""value"":6.3,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582214247,UPDATE,"{""value"":10.71,""unit"":""in""}","{""value"":6.3,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582247015,UPDATE,"{""value"":7.48,""unit"":""in""}","{""value"":5.6,""unit"":""in""}","{""value"":1.88,""unit"":""in""}"
7715582279783,UPDATE,"{""value"":14.8,""unit"":""in""}","{""value"":7.3,""unit"":""in""}","{""value"":4.9,""unit"":""in""}"
7715582312551,UPDATE,"{""value"":10.47,""unit"":""in""}","{""value"":8.9,""unit"":""in""}","{""value"":1.5,""unit"":""in""}"
7715582345319,UPDATE,"{""value"":10.47,""unit"":""in""}","{""value"":8.9,""unit"":""in""}","{""value"":1.5,""unit"":""in""}"
7715582410855,UPDATE,"{""value"":14.8,""unit"":""in""}","{""value"":7.3,""unit"":""in""}","{""value"":4.8,""unit"":""in""}"
7715582443623,UPDATE,"{""value"":14.9,""unit"":""in""}","{""value"":7.2,""unit"":""in""}","{""value"":4.9,""unit"":""in""}"
7715582476391,UPDATE,"{""value"":8.5,""unit"":""in""}","{""value"":5.6,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715582509159,UPDATE,"{""value"":7.48,""unit"":""in""}","{""value"":6.3,""unit"":""in""}","{""value"":3.5,""unit"":""in""}"
7715582541927,UPDATE,"{""value"":4.625,""unit"":""in""}","{""value"":1.75,""unit"":""in""}","{""value"":7.5,""unit"":""in""}"
7715582574695,UPDATE,"{""value"":6.7,""unit"":""in""}","{""value"":4.2,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715582607463,UPDATE,"{""value"":5.6,""unit"":""in""}","{""value"":3.9,""unit"":""in""}","{""value"":1.3,""unit"":""in""}"
7715582672999,UPDATE,"{""value"":7.48,""unit"":""in""}","{""value"":5.6,""unit"":""in""}","{""value"":1.5,""unit"":""in""}"
7715582705767,UPDATE,"{""value"":33.1,""unit"":""in""}","{""value"":23.1,""unit"":""in""}","{""value"":13.2,""unit"":""in""}"
7715582738535,UPDATE,"{""value"":34,""unit"":""in""}","{""value"":22,""unit"":""in""}","{""value"":11.2,""unit"":""in""}"
7715582804071,UPDATE,"{""value"":13.9,""unit"":""in""}","{""value"":6.4,""unit"":""in""}","{""value"":6.4,""unit"":""in""}"
7715582836839,UPDATE,"{""value"":8.75,""unit"":""in""}","{""value"":7.25,""unit"":""in""}","{""value"":7.5,""unit"":""in""}"
7715582869607,UPDATE,"{""value"":8.8,""unit"":""in""}","{""value"":7.7,""unit"":""in""}","{""value"":7.3,""unit"":""in""}"
7715582935143,UPDATE,"{""value"":11.62,""unit"":""in""}","{""value"":6.25,""unit"":""in""}","{""value"":4.88,""unit"":""in""}"
7715582967911,UPDATE,"{""value"":11.65,""unit"":""in""}","{""value"":6.46,""unit"":""in""}","{""value"":4.96,""unit"":""in""}"
7715583000679,UPDATE,"{""value"":11.65,""unit"":""in""}","{""value"":6.54,""unit"":""in""}","{""value"":4.96,""unit"":""in""}"
7715583033447,UPDATE,"{""value"":7.2,""unit"":""in""}","{""value"":3.8,""unit"":""in""}","{""value"":3.7,""unit"":""in""}"
7715583066215,UPDATE,"{""value"":7.1,""unit"":""in""}","{""value"":3.8,""unit"":""in""}","{""value"":3.6,""unit"":""in""}"
7715583131751,UPDATE,"{""value"":13.62,""unit"":""in""}","{""value"":9.25,""unit"":""in""}","{""value"":2.75,""unit"":""in""}"
7715583164519,UPDATE,"{""value"":10,""unit"":""in""}","{""value"":5.7,""unit"":""in""}","{""value"":3.2,""unit"":""in""}"
7715583262823,UPDATE,"{""value"":11.75,""unit"":""in""}","{""value"":5.88,""unit"":""in""}","{""value"":3.69,""unit"":""in""}"
7715583295591,UPDATE,"{""value"":10.4,""unit"":""in""}","{""value"":9.6,""unit"":""in""}","{""value"":3.9,""unit"":""in""}"
7715583328359,UPDATE,"{""value"":9.75,""unit"":""in""}","{""value"":5.38,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715583426663,UPDATE,"{""value"":10.4,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.1,""unit"":""in""}"
7715583459431,UPDATE,"{""value"":10.5,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.125,""unit"":""in""}"
7715583492199,UPDATE,"{""value"":10.5,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.125,""unit"":""in""}"
7715583524967,UPDATE,"{""value"":7.25,""unit"":""in""}","{""value"":3.75,""unit"":""in""}","{""value"":3.56,""unit"":""in""}"
7715583557735,UPDATE,"{""value"":32.9,""unit"":""in""}","{""value"":6,""unit"":""in""}","{""value"":3.3,""unit"":""in""}"
7715583590503,UPDATE,"{""value"":32.91,""unit"":""in""}","{""value"":5.98,""unit"":""in""}","{""value"":3.23,""unit"":""in""}"
7715583623271,UPDATE,"{""value"":11.75,""unit"":""in""}","{""value"":5.875,""unit"":""in""}","{""value"":3.688,""unit"":""in""}"
7715583688807,UPDATE,"{""value"":18.3,""unit"":""in""}","{""value"":9.7,""unit"":""in""}","{""value"":5.1,""unit"":""in""}"
7715583721575,UPDATE,"{""value"":10.2,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":4.1,""unit"":""in""}"
7715583754343,UPDATE,"{""value"":10.3,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.1,""unit"":""in""}"
7715583787111,UPDATE,"{""value"":10.5,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.2,""unit"":""in""}"
7715583819879,UPDATE,"{""value"":10.5,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.125,""unit"":""in""}"
7715583852647,UPDATE,"{""value"":10.3,""unit"":""in""}","{""value"":9.4,""unit"":""in""}","{""value"":4.1,""unit"":""in""}"
7715583918183,UPDATE,"{""value"":10.5,""unit"":""in""}","{""value"":9.5,""unit"":""in""}","{""value"":4.125,""unit"":""in""}"
7715583950951,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715583983719,UPDATE,"{""value"":20.7,""unit"":""in""}","{""value"":9.3,""unit"":""in""}","{""value"":3.1,""unit"":""in""}"
7715584016487,UPDATE,"{""value"":26.6,""unit"":""in""}","{""value"":14.3,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715584082023,UPDATE,"{""value"":7.38,""unit"":""in""}","{""value"":7.38,""unit"":""in""}","{""value"":4,""unit"":""in""}"
7715584114791,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584180327,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584213095,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584245863,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584278631,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584311399,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584344167,UPDATE,"{""value"":10.12,""unit"":""in""}","{""value"":8.12,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715584376935,UPDATE,"{""value"":10.12,""unit"":""in""}","{""value"":8.12,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715584442471,UPDATE,"{""value"":13.1,""unit"":""in""}","{""value"":9.2,""unit"":""in""}","{""value"":5.6,""unit"":""in""}"
7715584475239,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584508007,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584540775,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
7715584573543,UPDATE,"{""value"":7.88,""unit"":""in""}","{""value"":7.75,""unit"":""in""}","{""value"":4.5,""unit"":""in""}"
