sku,variant_id,titulo,preco_usd,peso_real_lb,peso_dimensional_lb,peso_efetivo_lb,lambda,perfil_ANTES,perfil_DEPOIS,motivo
SIOU-643WG4,44351387893863,"Sioux Chief 643WG4 1"" PEX F1960 Female Sweat Adapter Brass",20.05,0.05,1.0,1.0,0.0499,General profile,THS Standard - no free shipping,reprova por volume
DAYT-D-23322-4,44350519476327,"Dayton D233224 Stainless Steel 33"" x 22"" x 6-9/16"" 4-Hole Equal Double Bowl Drop-in Sink",394.5,12.4,48.61,48.61,0.1232,General profile,THS Standard - no free shipping,reprova por volume
SUNT-SUS-7,44353373831271,"Suntemp SUS-7 7' Baseboard Heater Complete - 700 Series - 3/4"" Element",163.27,17.5,,17.5,0.1072,General profile,THS Standard - no free shipping,reprova por peso
DAYT-DSE-12522-4,44350519672935,"Dayton DSE125224 Stainless Steel 25"" x 22"" x 8-1/16"" 4-Hole Single Bowl Drop-in Sink",573.0,14.0,52.34,52.34,0.0913,General profile,THS Standard - no free shipping,reprova por volume
DELT-300-DST,44350529077351,Delta 300 Series Single Handle Kitchen Faucet with Integral Spray Chrome 300-DST,196.63,3.92,6.72,6.72,0.0342,General profile,THS Standard - no free shipping,reprova por volume
BURN-107039-02,44353434910823,"US Boiler (Burnham) 107039-02 3"" PVC Vent Set with CPVC Starter, PVC Terminations and Screens",262.05,9.0,,9.0,0.0343,General profile,THS Standard - no free shipping,reprova por peso
DIAB-DHS4500,44350608703591,"Diablo DHS4500 4-1/2"" Bi-Metal Hole Saw",40.84,0.49,1.44,1.44,0.0353,General profile,THS Standard - no free shipping,reprova por volume
CHER-271063,44350502109287,Cherne® 271063 6 in. Long Test-Ball® Plug,318.94,5.3,12.43,12.43,0.039,General profile,THS Standard - no free shipping,reprova por volume
DURA-0305430000,44350672273511,"Duravit 0305430000 Starck 3 18 1/4"" Rectangular Undermount Sink in White with Overflow",438.75,16.31,22.86,22.86,0.0521,General profile,THS Standard - no free shipping,reprova por peso
DAYT-DSE-12522-3,44350519640167,"Dayton DSE125223 Stainless Steel 25"" x 22"" x 8-1/16"" 3-Hole Single Bowl Drop-in Sink",573.0,14.0,52.34,52.34,0.0913,General profile,THS Standard - no free shipping,reprova por volume
SIOU-630WG248E,44351384682599,"Sioux Chief 630WG248E 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow with Nail Flange",12.83,0.26,4.74,4.74,0.3694,General profile,THS Standard - no free shipping,reprova por volume
MOEN-TL183EP,44350992482407,Moen TL183EP Chateau 1-Handle Wallmount Tub Shower Trim Kit in Chrome Bulk Pack Valve not included,67.16,2.44,,2.44,0.0363,General profile,THS Standard - no free shipping,reprova por peso
BRAS-OCR39X-C,44350360682599,"BrassCraft OCR39X C 1/2"" x 1/2"" Angle Stop - Comp x Comp, Chrome",20.59,0.27,4.19,4.19,0.2035,General profile,THS Standard - no free shipping,reprova por volume
GERB-12-555,44350709792871,"Gerber G0012555 Logan Square Petite Ped Top 24.25:x20.13"" 4""CC White",320.62,45.0,,45.0,0.1404,General profile,THS Standard - no free shipping,reprova por peso
TOTO-TSU08W.14,44353399685223,"Toto TSU08W.14 14"" Unifit Rough-In Kit",114.56,0.63,7.22,7.22,0.063,General profile,THS Standard - no free shipping,reprova por volume
AMST-0495.221.020,44350232428647,American Standard 0495221.020 Ovalyn Small Under Counter Sink White,89.04,19.0,21.41,21.41,0.2405,General profile,THS Standard - no free shipping,reprova por peso
MOEN-TL183NH,44350992547943,Moen TL183NH Chateau Chrome Posi-Temp(R) tub/shower,58.97,2.1,,2.1,0.0356,General profile,THS Standard - no free shipping,reprova por peso
MOEN-T2743EP,44350988419175,Moen T2743EP Glyde 1-Spray Single-Handle Eco-Performance Posi-Temp Tub and Shower Faucet Trim Kit in Chrome (Valve Sold Separately),99.7,3.65,,3.65,0.0366,General profile,THS Standard - no free shipping,reprova por peso
SIOU-972-100,44351412437095,Sioux Chief 972-100 Tub Spout Seal and Escutcheon,12.95,0.13,1.4,1.4,0.1081,General profile,THS Standard - no free shipping,reprova por volume
DURA-0710500000,44350672961639,"Duravit 0710500000 Happy D.2 19 5/8"" Rectangular Wall Mounted Sink in White with Single Faucet Hole and with Overflow",429.0,1.0,14.83,14.83,0.0346,General profile,THS Standard - no free shipping,reprova por volume
SIOU-521-725,44351377080423,"Sioux Chief 521-725 Carrier Bracket 1"" CTS hole",17.92,0.48,0.95,0.95,0.053,General profile,THS Standard - no free shipping,reprova por volume
MUST-265-WHT,44350687281255,"E. L Mustee & Sons E.L. Mustee & Sons - DURAWALL® (Wall & Door Components) White, Smooth/Colorfast Gloss, Shower Bases & Walls - 5-Piece, Rectangle",609.4,43.0,111.88,111.88,0.1836,General profile,THS Standard - no free shipping,reprova por peso
DURA-23106500002,44350684528743,"Duravit 23106500002 D-Code 25 5/8"" Rectangular Wall Mounted Sink in White with Single Faucet Hole and with Overflow",302.25,1.0,32.05,32.05,0.106,General profile,THS Standard - no free shipping,reprova por volume
GERB-D606425BN,44350717853799,"Gerber D606425BN 8"" Wall Mount Tub Spout with Diverter Brushed Nickel",83.43,1.46,25.48,25.48,0.3054,General profile,THS Standard - no free shipping,reprova por volume
SIOU-630XD288,44351385731175,"Sioux Chief 630XD288 1/2"" x 8"" x 12"" PEX F1870 Double Stub Out Elbow",26.51,0.55,10.02,10.02,0.378,General profile,THS Standard - no free shipping,reprova por volume
SIOU-643WG23,44351387861095,"Sioux Chief 643WG23 1/2"" x 3/4"" PEX F1960 Female Sweat Adapter Brass",10.85,0.05,1.0,1.0,0.0922,General profile,THS Standard - no free shipping,reprova por volume
MUST-557,44350687936615,"E. L Mustee & Sons 557WHT E.L. Mustee & Sons - DURAWALL® (Wall & Door Components) White, Shower Bases & Walls - 5-Piece ( x x )",565.78,60.0,,60.0,0.106,General profile,THS Standard - no free shipping,reprova por peso
ELKA-EZSTL8WSLK,44350690754663,Elkay EZSTL8WSLK ezH2O Bottle Filling Station & Versatile Bi-Level ADA Cooler Non-Filtered Refrigerated Light Gray,3749.97,2.0,169.47,169.47,0.0452,General profile,THS Standard - no free shipping,reprova por volume
CHER-271721,44350507483239,Cherne® 271721 4 in. Clean-Seal® Plug,71.88,1.3,12.43,12.43,0.1729,General profile,THS Standard - no free shipping,reprova por volume
MUST-17FK,44350687182951,"E. L Mustee & Sons 23"" DURASTONE® UTILATUB® Laundry Tub - Floor",143.97,28.83,,28.83,0.2003,General profile,THS Standard - no free shipping,reprova por peso
DURA-0438600087,44350672568423,"Duravit 0438600087 1930 series 23 5/8"" Octagonal Wall Mounted Sink in White with Widespread Faucet Holes and with Overflow",443.62,1.0,33.7,33.7,0.076,General profile,THS Standard - no free shipping,reprova por volume
FLUI-12IM96,44350698553447,"Fluidmaster 12IM96 1/4"" x 1/4"" x 96"" COMP x COMP - Ice Maker Supply - No-Burst",28.95,0.48,5.84,5.84,0.2017,General profile,THS Standard - no free shipping,reprova por volume
MOEN-T62132EP,44350990614631,Moen T62132EP Eva 1 Handle Eco-Performance Shower Trim Kit in Chrome,66.18,2.27,,2.27,0.0343,General profile,THS Standard - no free shipping,reprova por peso
TOTO-LT540G-01,44353395556455,"TOTO® 21-1/4"" x 14-3/8"" Large Rectangular Undermount Bathroom Sink with CEFIONTECT, Cotton White - LT540G#01",276.9,25.5,29.46,29.46,0.1064,General profile,THS Standard - no free shipping,reprova por peso
SIOU-843-2ANR,44351402803303,"Sioux Chief 843-2ANR 2"" ABS Floor Drain with 3"" Spigot",55.62,1.3,5.16,5.16,0.0928,General profile,THS Standard - no free shipping,reprova por volume
MOEN-T2232EP,44350987173991,Moen T2232EP Eva Posi-Temp Rain Shower Single-Handle Shower Only Faucet Trim Kit in Chrome (Valve Sold Separately),124.22,1.0,5.3,5.3,0.0427,General profile,THS Standard - no free shipping,reprova por volume
MILW-49-22-1129,44350939496551,Milwaukee Tools 49-22-1129 12 Piece Demolition SAWZALL® Blade Set,43.62,1.5,,1.5,0.0344,General profile,THS Standard - no free shipping,reprova por peso
MILW-48-22-1503,44350921801831,Milwaukee Tools 48-22-1503 FASTBACK™ Folding Utility Knife Set,40.59,0.62,3.48,3.48,0.0857,General profile,THS Standard - no free shipping,reprova por volume
GERB-D481027BN,44350715199591,"Gerber D481027BN 15"" Right Angle Showerarm w/ Escutcheon Brushed Nickel",62.37,1.09,18.03,18.03,0.2891,General profile,THS Standard - no free shipping,reprova por volume
BRAS-OR12X-C,44350360748135,"BrassCraft OR12X C 1/2"" x 3/8"" Straight Stop - FIP x Comp, Chrome",14.73,0.3,4.19,4.19,0.2845,General profile,THS Standard - no free shipping,reprova por volume
SIOU-821-200ANR,44351397691495,"Sioux Chief 821-200ANR ABS 2"" Shower Drain Nickel Bronze Round Grate 4-7/16""",54.41,1.55,7.25,7.25,0.1332,General profile,THS Standard - no free shipping,reprova por volume
SIOU-842-2LNQ,44351402573927,"Sioux Chief 842-2LNQ 2"" Top Only with Square Grate 4-1/2"" Nickel Bronze Finish",66.38,1.7,10.26,10.26,0.1546,General profile,THS Standard - no free shipping,reprova por volume
AMST-0641.004.020,44350234951783,American Standard 0641004.020 Boulevard® 4-Inch Centerset Pedestal Sink Top White,236.35,53.3,,53.3,0.2255,General profile,THS Standard - no free shipping,reprova por peso
TACO-110-254F,44353379598439,"Taco Comfort Solutions 110-254F Freedom Flange Set - Cast Iron, 2 bolt, 1-1/2"" NPT; Fits - All ""00"" (not 0012). 110-113, 2400-10/20/45/50, HEC-2, 007e",36.13,3.0,,3.0,0.083,General profile,THS Standard - no free shipping,reprova por peso
AMST-0445.001.020,44350231969895,American Standard 0445001.020 Edgemere® Center Hole Only Pedestal Sink Top White,210.56,45.9,,45.9,0.218,General profile,THS Standard - no free shipping,reprova por peso
SIOU-852-4LNR,44351403196519,"Sioux Chief 852-4LNR Adjustable Floor Cleanout 4"" MIP ABS 6"" Nickel Bronze Round Cover",115.73,2.49,11.36,11.36,0.0982,General profile,THS Standard - no free shipping,reprova por volume
SIOU-852-3LNQ,44351403098215,"Sioux Chief 852-3LNQ Adjustable Floor Cleanout 3"" MIP ABS 7"" Nickel Bronze Square Cover",120.21,2.99,4.74,4.74,0.0394,General profile,THS Standard - no free shipping,reprova por volume
SIOU-250-12A,44351375016039,"Sioux Chief 250-12A 2"" ABS Turbovent with Adapter",24.63,0.32,2.32,2.32,0.0942,General profile,THS Standard - no free shipping,reprova por volume
SMIT-30-LD-NH,44353369407591,"Smitty Pan 30-LD-NH 30"" - Round Metal Water Heater Pan, Light Duty No Hole",62.04,1.75,12.43,12.43,0.2004,General profile,THS Standard - no free shipping,reprova por volume
SIOU-672XV4L-11313,44351391268967,"Sioux Chief 672XV4L-11313 1"" Male Sweat x Female Sweat Manifold 4 port with Valves 1/2"" F1807",341.4,6.13,34.2,34.2,0.1002,General profile,THS Standard - no free shipping,reprova por volume
DEAR-ADA101,44350524063847,"Dearborn® ADA101 Safety Series Brass & Plastic P-Trap Full Cover Kit - Straight Grid Drain, Two Supply Line and Valve Covers",53.05,0.57,3.08,3.08,0.0581,General profile,THS Standard - no free shipping,reprova por volume
TOTO-UT104EV-01,44353399849063,Toto UT104EV#01 COMMERCIAL WASHOUT URINAL W/ BACK SPUD--COTTON,312.78,34.0,35.6,35.6,0.1138,General profile,THS Standard - no free shipping,reprova por peso
SIOU-521-729,44351377145959,"Sioux Chief 521-729 Carrier Bracket 1"" CTS double hole",17.92,0.48,1.08,1.08,0.0603,General profile,THS Standard - no free shipping,reprova por volume
AMST-0476.028.020,44350232264807,American Standard 0476028.020 Aqualyn® Drop-In Sink With 4-Inch Centerset White,90.7,1.0,23.02,23.02,0.2538,General profile,THS Standard - no free shipping,reprova por volume
ELKA-ELUHAD-1616-55,44350690590823,"Elkay ELUHAD161655 Lustertone Classic Stainless Steel 18-1/2"" x 18-1/2"" x 5-3/8"" Single Bowl Undermount ADA Sink",680.1,13.2,38.97,38.97,0.0573,General profile,THS Standard - no free shipping,reprova por volume
SIOU-645X2G,44351388581991,"Sioux Chief 645X2G 1/2"" PEX x 1/2"" PB",2.83,0.06,1.37,1.37,0.4841,General profile,THS Standard - no free shipping,reprova por volume
ZOEL-30-0048,44353498873959,"Zoeller Pump 30-0048 2"" QUIET CHECK VALVE",71.47,1.75,2.59,2.59,0.0362,General profile,THS Standard - no free shipping,reprova por volume
FLUI-12IM60,44350698455143,"Fluidmaster 12IM60 1/4"" x 1/4"" x 60"" COMP x COMP - Ice Maker Supply - No-Burst",18.27,0.35,4.85,4.85,0.2655,General profile,THS Standard - no free shipping,reprova por volume
TOTO-TSU01W.14R,44353399521383,"Toto TSU01W.14R 14"" Unifit Trapway Rough-In - for CT474, MS614, MS644",114.56,3.12,7.82,7.82,0.0683,General profile,THS Standard - no free shipping,reprova por volume
SIOU-878-20,44351405523047,"Sioux Chief 878-20 2"" PVC C/O Plug with Threaded Brass Insert",2.06,0.06,1.37,1.37,0.665,General profile,THS Standard - no free shipping,reprova por volume
CHER-270040,44350487265383,Cherne® 270040 4 in. Test-Ball® Plug,65.05,0.56,12.43,12.43,0.1911,General profile,THS Standard - no free shipping,reprova por volume
ROHL-6347-00,44351360991335,"Rohl 6347-00 Allia™ 24"" Fireclay Single Bowl Undermount Kitchen Or Laundry Sink in White",1324.05,1.0,69.2,69.2,0.0523,General profile,THS Standard - no free shipping,reprova por volume
DXVF-D20085015.415,44350685904999,DXV D20085015.415 POP® Square Vessel Sink in CANVAS WHITE,699.6,27.8,,27.8,0.0397,General profile,THS Standard - no free shipping,reprova por peso
ELKA-PSRADQ-1919-55L-MR2,44350692360295,"Elkay PSRADQ191955LMR2 Celebrity Stainless Steel 19-1/2"" x 19"" x 5-1/2"" MR2-Hole Single Bowl Drop-in ADA Sink with Quick-clip and Left Drain",543.78,14.7,32.1,32.1,0.059,General profile,THS Standard - no free shipping,reprova por volume
GVLF-7788-500-PNTD,44350748196967,"Gruvlok 5"" Flange Adapter - Painted - GR x Flange",1222.07,14.24,177.03,177.03,0.1449,General profile,THS Standard - no free shipping,reprova por volume
MOEN-T2163EP,44350986256487,Moen T2163EP Boardwalk Chrome Posi-Temp(R) tub/shower,114.98,1.0,4.82,4.82,0.0419,General profile,THS Standard - no free shipping,reprova por volume
ELKA-EZS8L,44350690656359,Elkay EZS8L Wall Mount ADA Cooler Non-filtered Refrigerated Light Gray Granite,1022.55,59.0,70.89,70.89,0.0693,General profile,THS Standard - no free shipping,reprova por peso
SIOU-645X3G,44351388614759,"Sioux Chief 645X3G 3/4"" PEX x 3/4"" PB",3.38,0.06,1.37,1.37,0.4053,General profile,THS Standard - no free shipping,reprova por volume
AMST-0618.000.020,44350234722407,American Standard 0618000.020 Studio® Large Under Counter Sink White,279.63,27.0,32.45,32.45,0.116,General profile,THS Standard - no free shipping,reprova por peso
GERB-12-512,44350709661799,"Gerber G0012512 Burr Ridge 24"" Ped Top Single Hole White",280.32,53.0,,53.0,0.1891,General profile,THS Standard - no free shipping,reprova por peso
MOEN-62320,44350974066791,Moen 62320 M-Pact Posi-Temp Tub and Shower Valve Sweat,119.93,1.47,12.69,12.69,0.1058,General profile,THS Standard - no free shipping,reprova por volume
TOTO-TSU01W.10R,44353399423079,"Toto TSU01W.10R 10"" Unifit Trapway Rough-In - for CT474, MS614, MS644",114.56,2.78,6.01,6.01,0.0525,General profile,THS Standard - no free shipping,reprova por volume
MOEN-66610,44350976360551,Moen 66610 Brantford 2-Handle Bathroom Faucet in Chrome,166.09,5.6,,5.6,0.0337,General profile,THS Standard - no free shipping,reprova por peso
HOLD-TRW6V,44350816976999,"HoldRite® TRW6V TestRite® 6"" Test Wedge with Valve",139.74,3.2,5.93,5.93,0.0424,General profile,THS Standard - no free shipping,reprova por volume
SMIT-36-NH,44353369538663,"Smitty Pan 36-NH 36"" - Round Metal Water Heater Pan, No Hole",89.8,1.75,12.43,12.43,0.1384,General profile,THS Standard - no free shipping,reprova por volume
MILW-48-22-8315,44350927110247,"Milwaukee Tools 48-22-8315 15"" PACKOUT™ Tote",194.79,11.0,12.11,12.11,0.0622,General profile,THS Standard - no free shipping,reprova por peso
DIAB-DHS4250,44350607818855,"Diablo DHS4250 4-1/4"" Bi-Metal Hole Saw",39.05,0.49,1.44,1.44,0.0369,General profile,THS Standard - no free shipping,reprova por volume
DURA-0373370017,44350672502887,"Duravit 0373370017 DuraStyle 15 3/4"" Rectangular Undermount Sink in White with Overflow",458.25,13.89,17.93,17.93,0.0391,General profile,THS Standard - no free shipping,reprova por volume
VEGA-92321,44353482260583,"Viega 92321 1/2"" x 1/2"", PureFlow Press x FTG, 160 PSI, Lead-Free, Brazed Copper, L, 90D Street Stubout with Wall Plate",10.41,0.26,0.65,0.65,0.0624,General profile,THS Standard - no free shipping,reprova por volume
CTRO-ICTC0335,44350391779431,Centrotherm 3'' Twin Pipe to 3''/5'' Concentric Adpt,99.45,1.6,5.42,5.42,0.0545,General profile,THS Standard - no free shipping,reprova por volume
TOTO-PT530N-01,44353396211815,Toto PT530N#01 PROMENADE PEDESTAL FOOT COTTON,159.9,30.0,,30.0,0.1876,General profile,THS Standard - no free shipping,reprova por peso
RECT-97050,44351290572903,"RectorSeal Hubsett 97050 Test Coupling, Holds Pressure, No Tools Needed, Plumbing, 3""",46.5,0.74,2.55,2.55,0.0548,General profile,THS Standard - no free shipping,reprova por volume
ROHL-RSS3618SB,44351361908839,"Rohl RSS3618SB Forze™ 36"" Single Bowl Stainless Steel Kitchen Sink in Brushed Stainless Steel",2104.05,1.0,92.03,92.03,0.0437,General profile,THS Standard - no free shipping,reprova por volume
CHER-271047,44350501355623,Cherne® 271047 4-in. Long Test-Ball® Plug,148.84,2.31,12.43,12.43,0.0835,General profile,THS Standard - no free shipping,reprova por volume
ELKA-LZWS-LRPBM8K,44350692196455,Elkay LZWS-LRPBM8K ezH2O Bottle Filling Station with Integral SwirlFlo Fountain Refrigerated Filtered Refrigerated Stainless,8178.57,2.0,1041.59,1041.59,0.1274,General profile,THS Standard - no free shipping,reprova por volume
GERB-12-504,44350709596263,"Gerber G0012504 Maxwell Petite Ped Top 20.5""x17.75"" 4""CC White",118.12,33.0,,33.0,0.2794,General profile,THS Standard - no free shipping,reprova por peso
SIOU-655-D,44351390580839,"Sioux Chief 655-D 1"" MIP Hydra-Rester ASSE-D",104.31,2.05,5.16,5.16,0.0495,General profile,THS Standard - no free shipping,reprova por volume
GERB-29-842,44350711398503,Gerber G0029842 Maxwell Pedestal White,58.12,26.0,,26.0,0.4474,General profile,THS Standard - no free shipping,reprova por peso
TOTO-LT530.8-01,44353395490919,"Toto USA LT530.8#01 - Promenade® Cotton, Drop-In Sinks (8"" on Center Faucet Holes) Durable Vitreous China - 27-1/2"" x 22-1/4"" x 9-1/2""",453.96,53.0,,53.0,0.1168,General profile,THS Standard - no free shipping,reprova por peso
MOEN-62360,44350974099559,Moen 62360 M-Pact Posi-Temp Tub and Shower Rough In Valve with Crimp PEX/CC Connections and Stops,145.8,1.64,12.69,12.69,0.087,General profile,THS Standard - no free shipping,reprova por volume
ELKA-LZWS-ERPB8-RF,44350692163687,Elkay LZWS-ERPB8-RF ezH2O Retrofit Bottle Filling Station for SwirlFlo Fountain Filtered Refrigerated Stainless,3424.35,2.0,146.74,146.74,0.0429,General profile,THS Standard - no free shipping,reprova por volume
MOEN-T2842EP,44350988615783,Moen T2842EP Glyde Posi-Temp Rain Shower 1-Handle Shower Only Faucet Trim Kit in Chrome (Valve Sold Separately),124.22,1.0,5.02,5.02,0.0404,General profile,THS Standard - no free shipping,reprova por volume
MOEN-T2472EP,44350987665511,Moen T2472EP Genta LX 1-Handle Wall-Mount Shower Only Faucet Trim Kit in Chrome (Valve not Included),62.13,2.3,,2.3,0.037,General profile,THS Standard - no free shipping,reprova por peso
HONE-L4006E1067/U,44351316164711,"Resideo L4006E1067/U Aquastat, breaks on rise, 130-270F range, 250F factory stop, less well",306.81,5.0,62.16,62.16,0.2026,General profile,THS Standard - no free shipping,reprova por volume
BRAS-KTCR09X-C,44350359994471,"BrassCraft KTCR09X C 1/2"" x 1/4"" Angle Stop - Comp x Comp, Chrome",24.96,0.28,4.19,4.19,0.1679,General profile,THS Standard - no free shipping,reprova por volume
DURA-0481570000,44350672896103,"Duravit 0481570000 Design Classics 22 5/8"" Oval Undermount Sink in White with Overflow",199.88,17.64,28.79,28.79,0.144,General profile,THS Standard - no free shipping,reprova por peso
DXVF-D20050000.415,44350685872231,DXV D20050000.415 POP® Rectangular Sink in CANVAS WHITE,493.2,23.7,,23.7,0.0481,General profile,THS Standard - no free shipping,reprova por peso
DELT-58810-PR,44350546346087,"Delta 58810-PR Universal Emerge® 18"" Round Shower Column Lumicoat® Chrome",404.33,1.0,17.19,17.19,0.0425,General profile,THS Standard - no free shipping,reprova por volume
MUST-360.100,44350687674471,"E. L Mustee & Sons 360.100 12"" x 60"", White, Molded Fiberglass, Entry Ramp for Shower Floor",301.55,25.0,,25.0,0.0829,General profile,THS Standard - no free shipping,reprova por peso
FLUI-640,44350698979431,"Fluidmaster 640 Perfect Fit Toilet Tank Lever, White",11.5,0.3,0.65,0.65,0.0565,General profile,THS Standard - no free shipping,reprova por volume
SIOU-888-GPM,44351410929767,"Sioux Chief 888-GPM 3"" Inside Fit PVC Push-Tite Closet Flange with Plastic Ring & 4"" Tailpiece",31.44,0.91,7.88,7.88,0.2506,General profile,THS Standard - no free shipping,reprova por volume
GERB-41-818-76,44350711791719,Gerber G004181876 Classics Trip Lever 20 Gauge Drain for Standard Tub with Retaining Ring Chrome,130.03,6.0,,6.0,0.0461,General profile,THS Standard - no free shipping,reprova por peso
AMST-0476.928.020,44350232330343,American Standard 0476928.020 Aqualyn® Drop-In Sink With 4-Inch Centerset Less Overflow White,103.2,23.34,23.34,23.34,0.2262,General profile,THS Standard - no free shipping,reprova por peso
GERB-D481116BN,44350715297895,"Gerber D481116BN 13"" S Shaped Showerarm w/ Escutcheon Brushed Nickel",92.34,1.64,29.46,29.46,0.319,General profile,THS Standard - no free shipping,reprova por volume
MOEN-62380,44350974230631,Moen 62380 M-Pact 1/2 in. Posi-Temp Pressure Balancing Valve,119.93,1.58,12.69,12.69,0.1058,General profile,THS Standard - no free shipping,reprova por volume
DAYT-D-12522-3,44350517968999,"Dayton D125223 Stainless Steel 25"" x 22"" x 6-9/16"" 3-Hole Single Bowl Drop-in Sink",306.0,9.8,37.65,37.65,0.123,General profile,THS Standard - no free shipping,reprova por volume
MOEN-T8370,44350991499367,Moen T8370 Commercial Posi-Temp 1-Handle Valve Only Trim in Chrome (Valve Not Included),42.36,1.47,1.98,1.98,0.0467,General profile,THS Standard - no free shipping,reprova por peso
SMIT-31-WM-NH,44353369473127,"Smitty Pan 31-WM-NH Washing Machine Pan, No Hole Square",89.47,1.75,12.43,12.43,0.1389,General profile,THS Standard - no free shipping,reprova por volume
MOEN-G18180,44350981767271,Moen G18180 Prep 1800 Series Undermount Stainless Steel 31 in. 0-Hole Single Bowl Kitchen Sink,513.36,27.35,60.27,60.27,0.1174,General profile,THS Standard - no free shipping,reprova por peso
DIAB-DHS3500,44350599069799,"Diablo DHS3500 3-1/2"" Bi-Metal Hole Saw",25.79,0.49,1.05,1.05,0.0407,General profile,THS Standard - no free shipping,reprova por volume
SIOU-654-C,44351390416999,"Sioux Chief 654-C 1"" MIP Hydra-Rester ASSE-C",79.16,1.03,3.75,3.75,0.0474,General profile,THS Standard - no free shipping,reprova por volume
BRAS-KTR07X-C,44350360420455,"BrassCraft KTR07X C 1/2"" x 1/4"" Angle Stop - FIP x Comp, Chrome",25.76,0.3,4.19,4.19,0.1627,General profile,THS Standard - no free shipping,reprova por volume
ZURN-EZC-PV4-ST,44353499824231,"Zurn EZC-PV4-ST EZC PVC Floor Drain Cleanout, 5"" Square Nickel Bronze Cover, with 4"" Solvent Weld Outlet",107.07,4.77,,4.77,0.0446,General profile,THS Standard - no free shipping,reprova por peso
MLWV-UPBA-480BH-34,44350953717863,"Milwaukee Valve UPBA-480BH-34 3/4"" - Press x Hose - Low Lead Brass, Full Port - Ball Valve - 200 PSI",137.46,3.58,12.43,12.43,0.0904,General profile,THS Standard - no free shipping,reprova por volume
MPEX-1680010,44351001722983,"MrPEX Systems 1680010 2"" x 100' White Potable PEX-a Tubing",1322.61,13.14,174.81,174.81,0.1322,General profile,THS Standard - no free shipping,reprova por volume
ELKA-LRPBD28WSC,44350691967079,Elkay LRPBD28WSC Fountain/Bottle Filler Only for LZWS-LRPBM28K,8166.69,2.0,312.09,312.09,0.0382,General profile,THS Standard - no free shipping,reprova por volume
ELKA-ELUH-3118,44350690525287,"Elkay ELUH3118 Lustertone Classic Stainless Steel, 30-3/4"" x 18-1/2"" x 7-7/8"" Equal Double Bowl Undermount Sink",1036.44,21.0,74.95,74.95,0.0723,General profile,THS Standard - no free shipping,reprova por volume
GERB-D481136BB,44350716870759,"Gerber D481136BB 6"" Showerarm w/ Escutcheon Brushed Bronze",30.78,0.5,10.94,10.94,0.3554,General profile,THS Standard - no free shipping,reprova por volume
SIOU-832-4HNQ,44351401197671,"Sioux Chief 832-4HNQ 4"" FinishLine Top Only with Square Grate 5-7/8"" Nickel Bronze Finish",98.67,1.98,20.82,20.82,0.211,General profile,THS Standard - no free shipping,reprova por volume
CTRO-IACGE03,44350391320679,"Centrotherm 3"" Chimney / B-Vent Cap Gasket",8.61,0.05,0.06,0.06,0.007,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-IASPP03,44350391648359,"Centrotherm 3"" Bird Screen PPs-UV Black",26.76,0.02,0.09,0.09,0.0034,THS Standard - no free shipping,General profile,aprovado peso e volume
GROH-40.365001,44350727618663,"Grohe 40365001 8"" Towel Ring in GROHE CHROME",56.19,0.93,1.13,1.13,0.0201,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-CL164928BN,44350981439591,Moen CL164928BN Eco-Performance Handshower in Brushed Nickel,135.68,1.0,3.78,3.78,0.0279,THS Standard - no free shipping,General profile,aprovado peso e volume
ELKA-EHS-18-KVX,44350690394215,"Elkay EHS-18-KVX Stainless Steel 18"" x 14-1/2"" x 11"" 18 Gauge Hand Sink with Knee Valve and Faucet",2073.35,22.0,49.73,49.73,0.024,THS Standard - no free shipping,General profile,aprovado peso e volume
MILW-48-32-5031,44350932025447,"Milwaukee Tools 48-32-5031 SHOCKWAVE™ Impact Duty 1/4"" Hex to 3/8"" Square Socket Adapter",6.39,0.06,0.07,0.07,0.011,THS Standard - no free shipping,General profile,aprovado peso e volume
HGRO-28331000,44350770446439,hansgrohe 28331000 Handshower Holder S in Chrome,60.3,0.19,0.29,0.29,0.0048,THS Standard - no free shipping,General profile,aprovado peso e volume
DELT-U4993-PK,44350589468775,Delta U4993-PK Universal Shower Arm & Flange Chrome,30.84,0.26,0.29,0.29,0.0094,THS Standard - no free shipping,General profile,aprovado peso e volume
CTRO-IANS06,44350391451751,"Centrotherm 6"" Connector Ring",27.81,0.22,0.53,0.53,0.0191,THS Standard - no free shipping,General profile,aprovado peso e volume
MUST-360.210,44350687707239,"E. L Mustee & Sons 360.210 E.L. Mustee & Sons - (Miscellaneous Item) White - Collapsible, Continuous",65.59,1.0,1.24,1.24,0.0189,THS Standard - no free shipping,General profile,aprovado peso e volume
MOEN-CL155694BN,44350981210215,Moen CL155694BN Handshower Bracket in Brushed Nickel,43.76,0.4,0.57,0.57,0.013,THS Standard - no free shipping,General profile,aprovado peso e volume
DXVF-D29030CS416-415,44350686691431,DXV D29030CS416-415 AT200LS Dual Flush Elongated SpaLet Bidet Toilet in CANVAS WHITE,7447.2,110.2,125.14,125.14,0.0168,THS Standard - no free shipping,General profile,aprovado peso e volume
