sku,handle,categoria,preco,peso_lb,lambda,perfil_atual,nota
LIBE-BCV150,ball-check-valve-1-1-2-hd-pvc-with-union,"Switches, Alarms & Check Valves",55.32,1.75,0.0316,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DONN-8912,moen-home-care-12-in-x-1-1-2-in-concealed-screw-grab-bar-with-securemount-in-stainless-steel,Grab Bars,55.12,0.38,0.0069,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-400-A100,1-fip-x-fip-bronze-full-port-ball-valve-150-swg-600-wog-rptfe-seat-stainless-steel-ball,FIP Ball Valves,54.86,1.83,0.0334,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BURN-107862-01,air-proving-switch-080b-180b-k2wt-phtm-x-c-shdw-ghe,US Boiler Parts,54.82,1.0,0.0182,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CALE-301040,straight-two-pipe-valve-1-2m,Radiator Valves,54.54,1.8,0.0330,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-475B-100,1-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,FIP Ball Valves,54.48,1.18,0.0217,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-821-200ANR,abs-2-shower-drain-nickel-bronze-round-grate-4-7-16,Shower Drains,54.41,1.55,0.0285,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-821-200PNR,pvc-2-shower-drain-nickel-bronze-round-grate-4-7-16,Shower Drains,54.41,1.76,0.0323,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-CSSB21-36,3-4-x-3-4-gas-supply-36-fip-x-mip,Supplies,53.88,0.32,0.0059,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-R1700DVX-R,1-2-x-3-8-x-1-4-dual-angle-stop-fip-x-comp-x-comp-rough-brass,Stops,53.67,0.4,0.0075,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LIBE-QCV200,check-valve-2-5lb-spring-loaded-hd-pvc,"Switches, Alarms & Check Valves",53.45,1.75,0.0327,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-050-20-SCH80,1-2-x-20-cpvc-pipe-corzan-sch80,CPVC Pipe,53.40,0.22,0.0041,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-025,1-4-x-21-black-steel-pipe-threaded-coupled-import,Threaded & Coupled,53.34,0.42,0.0079,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-400-10,4-x-10-abs-foam-core-pipe-sch40,ABS Pipe,53.20,1.03,0.0194,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-695-D432F,trap-primer-distributor-with-four-1-2-fip-connections,"Backwater Valves, Traps & Primers",53.18,0.84,0.0158,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HGRO-27411003,hansgrohe-showerarm-standard-6-in-chrome,Shower Arms,53.10,0.66,0.0124,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DEAR-ADA101,dearborn-safety-series-brass-plastic-p-trap-full-cover-kit-straight-grid-drain-two-supply-line-and-valve-covers,ADA Cover Kits,53.05,0.57,0.0107,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-U4980-PK,delta-universal-wall-supply-elbow-for-handshower-chrome,Supply Outlets,52.95,0.58,0.0110,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-100-664G,3-4-sweat-x-hose-full-port-2-piece-solder-x-hose-connection-600-wog-stainless-steel-ball-and-stem-with-cap-and-chain,Hose End Valves,52.95,1.25,0.0236,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-821-200ASR,shower-drain-matte-ss-round-grate-4-7-16-abs,Shower Drains,52.80,1.7,0.0322,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-842-2LNR,2-top-only-with-round-grate-4-1-2-nickel-bronze-finish,Floor Drains,52.03,1.21,0.0233,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-7412,12-adjustable-wrench,Wrenches,51.42,1.65,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-CR1900DVX-R,1-2-x-3-8-x-1-4-dual-angle-stop-comp-rough-brass,Stops,51.16,0.43,0.0084,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-100-205G,1-press-full-port-2-piece-press-connection-dezincification-resistant-brass-250-wog,Press Ball Valves,50.88,1.63,0.0320,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ARRO-455-08LF,standard-frost-proof-hydrant-1-2-fip-or-3-4-mip-lead-free-8,Freezeless Hydrants,50.76,1.67,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PRIE-C-134DCC,1-2-mip-sweat-hot-and-cold-anti-siphon-hose-thread-wall-faucet-with-vacuum-breaker-prie-c-134dcc,Sill Faucet,49.43,1.17,0.0237,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ARRO-455-06LF,standard-frost-proof-hydrant-1-2-fip-or-3-4-mip-lead-free-6,Freezeless Hydrants,49.38,1.54,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-100-A34,3-4-fip-x-fip-bronze-full-port-ball-valve-150-swg-600-wog-rptfe-seat-stainless-steel-ball,FIP Ball Valves,49.20,0.99,0.0201,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-672X06C0,pex-manifold-1-cpvc-trunk-with-6-1-2-ports,Distribution Manifolds,49.03,1.07,0.0218,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-UPBA-480B-34,3-4-low-lead-bronze-full-port-press-ball-valve,Press Ball Valves,48.81,0.82,0.0168,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-50612W,1-2-sweat-full-port-ball-valve-with-hose-drain-lf,Sweat Ball Valves,48.81,0.83,0.0170,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D495002BN,1-1-4-metal-pop-up-drain-assembly-with-lift-brushed-nickel,Sink Drain,48.60,0.7,0.0144,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
S&DP-400-3034G-14,4-x-14-pvc-sewer-and-drain-pipe-astm-d-3034-gasket-joint-white,Sewer & Drain Pipe,48.44,1.03,0.0213,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630WG4612E,1-x-6-x-12-pex-f1960-stub-out-elbow-with-nail-flange,Stub Outs,48.36,0.26,0.0054,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-696-G1011WF,oxbox-toilet-dishwasher-box-with-frame-f1960,"Sink, Toilet & Dishwasher",48.20,1.5,0.0311,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-226651,moen-12-in-shower-arm-in-chrome,Shower Arms,48.07,0.98,0.0204,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D481027,15-right-angle-showerarm-w-escutcheon-chrome,Shower Arms,47.79,1.09,0.0228,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-150-TBE,1-1-2-x-10-black-steel-pipe-sch40-a53-threaded-both-ends-import,Threaded Both Ends 10' Lengths,47.70,1.4,0.0294,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
WATC-617-PP-ABS-CP,push-pull-half-kit-with-drain-tee-abs-chrome,Tub Drains,47.70,1.45,0.0304,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-72020-AR,delta-kitchen-air-gap-arctic-stainless,Air Gaps,47.56,0.3,0.0063,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
T&SB-B-WH4H,4-wrist-action-handle-hot-index-screw,Faucet & Tap Parts & Accessories,47.45,0.25,0.0053,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-CL155748,moen-chrome-handheld-shower-hose,Hand Shower Hoses,46.79,1.2,0.0256,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630WG4612,1-x-6-x-12-pex-f1960-stub-out-elbow,Stub Outs,46.74,0.26,0.0056,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RECT-97050,hubsett-97050-test-coupling-holds-pressure-no-tools-needed-plumbing-3,Air and Water Test,46.50,0.74,0.0159,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CPVP-125-10-V,1-1-4-x-10-flowguard-gold-cpvc-pipe,CPVC Pipe,46.30,0.35,0.0076,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-869-S3A,3-abs-backwater-valve,"Backwater Valves, Traps & Primers",45.83,1.5,0.0327,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-696-G1010MF,oxbox-ice-maker-box-with-arrester-sweat,Ice Maker,45.49,1.4,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-696-G1011XF,oxbox-toilet-dishwasher-box-with-frame-f1807,"Sink, Toilet & Dishwasher",45.49,1.43,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
RECT-97052,hubsett-97052-test-coupling-holds-pressure-no-tools-needed-plumbing-4,Air and Water Test,45.44,0.76,0.0167,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ELKA-LK-350,elkay-extra-long-sink-screwdriver,Other Kitchen Sink Accessories,45.18,0.5,0.0111,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WATC-601-PP-ABS-CP,1-1-2-abs-push-pull-bath-waste-and-overflow-half-kit-chrome,Tub Drains,44.91,1.4,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-840-20ANR,2-floor-drain-abs,Floor Drains,43.91,0.83,0.0189,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-400-10-SCH40-PE,4-x-10-pvc-sch40-plain-end-pipe,PVC SCH40 Plain End,43.80,0.54,0.0123,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-56-0734,3-hole-dozer-with-carbide-teeth-hole-saw,Carbide Hole Saws,42.33,0.65,0.0154,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-075-PE,3-4-x-21-black-steel-pipe-plain-end-import,Plain End,41.37,1.13,0.0273,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-660-TSX88,stub-out-mini-rester-siou-660-tsx88,Hammer Arrestors,41.28,0.73,0.0177,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-40704W,1-fip-full-port-ball-valve-lf,FIP Ball Valves,41.27,1.03,0.0250,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-50704W,1-sweat-full-port-ball-valve-lf,Sweat Ball Valves,41.27,1.29,0.0313,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
TACO-UFS-075T,union-fitting-sets-3-4-fnpt-bag-of-2-for-006e3-ecm-circulator-tacosetter-smartplus-e-spe-1,Hot Water Recirculating Pumps,40.92,0.5,0.0122,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
S&DF-G400-LT90-S,4-1-4-bend-90-elbow-long-sweep-gasketed-sewer-drain-fitting,Sewer & Drain Fittings,40.76,1.28,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-1503,fastback-folding-utility-knife-set,Cutting Tools,40.59,0.62,0.0153,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-672X04C0,pex-manifold-1-cpvc-trunk-with-4-1-2-ports,Distribution Manifolds,39.83,0.84,0.0211,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-230-005,3-4-2-stem-extension-for-t-100-s-100-or-jp-100,Accessories,39.64,0.5,0.0126,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-105-105G,1-fip-horizontal-swing-check-valve-threaded-connection-class-125-200-wog,Check Valves,39.60,1.33,0.0336,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-105-624G,3-4-press-inline-check-valve-press-expansion-connection-200-wog-class-151,Check Valves,39.54,1.33,0.0336,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-81703W,3-4-press-full-port-ball-valve-lf,Press Ball Valves,39.16,0.77,0.0197,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-H79,delta-metal-lever-handle-kit-tub-shower-chrome,Tub & Shower Repair Parts,38.88,0.55,0.0141,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-300-DST-A,3-abs-dwv-double-sanitary-tee-all-h,ABS DWV Fittings,38.82,1.25,0.0322,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-641WG444,1-pex-f1960-tee-brass,F1960 Expansion Fittings,38.55,0.05,0.0013,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SSTN-150-5.5,1-1-2-x-5-1-2-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Stainless Steel Nipples,38.22,1.2,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
IPSC-12496,weld-on-735-wet-n-fast-pvc-solvent-cement-blue-low-voc-high-strength-medium-bodied-extremely-fast-setting-1-pint-16-fl-oz,Cements,37.94,1.08,0.0285,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-6300EP,moen-eco-performance-1-spray-2-5-single-wall-mount-fixed-shower-head-in-chrome,Single-Function Shower Heads,37.88,0.46,0.0121,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-100-204G,3-4-press-full-port-2-piece-press-connection-dezincification-resistant-brass-250-wog,Press Ball Valves,37.84,1.05,0.0277,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
HONE-TG511A1000/U,medium-universal-thermostat-guard-cover-clear,Thermostat Accessories,37.71,1.2,0.0318,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D495002,1-1-4-metal-pop-up-drain-assembly-with-lift-chrome,Faucet & Tap Parts & Accessories,37.26,0.7,0.0188,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LEGE-110-104,3-4-fip-x-mip-cast-bronze-steam-radiator-angle-valve,Radiator Valves,37.24,1.21,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-150-105G,1-fip-full-port-2-piece-threaded-connection-600-wog,FIP Ball Valves,36.86,1.1,0.0298,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-200-20,2-x-20-abs-foam-core-pipe-sch40,ABS Pipe,36.80,0.34,0.0092,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL032UV,3-x-24-polypro-single-wall-uv-black-vent-pipe,Polypropylene Single Wall Venting,36.77,0.9,0.0245,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-150-115G,1-sweat-full-port-2-piece-solder-connectiopn-600-wog,Sweat Ball Valves,36.62,1.15,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-40612,1-2-fip-full-port-ball-valve-with-hose-drain,FIP Ball Valves,36.60,0.5,0.0137,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-7408,8-adjustable-wrench,Wrenches,36.48,0.78,0.0214,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-UPBA-480B-12,1-2-low-lead-bronze-full-port-press-ball-valve,Press Ball Valves,36.36,0.42,0.0116,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CALE-F59650,autofill-replacement-cartridge,Mixing Valve Accessories & Parts,36.09,1.2,0.0333,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-150-5.5,1-1-2-x-5-1-2-red-brass-pipe-nipple,Brass Nipples,35.84,1.2,0.0335,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
IPSC-14025,weld-on-plumbing-pvc-cpvc-primer-purple-low-voc-fast-acting-1-quart-32-fl-oz,Primers,35.56,1.1,0.0309,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
IPSC-14030,weld-on-plumbing-pvc-cpvc-primer-clear-low-voc-fast-acting-1-quart-32-fl-oz,Primers,35.56,1.1,0.0309,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-633-G3TM11,11-water-heater-connector-for-expansion-tank,Water Heater Connectors,35.25,0.73,0.0207,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSP-300-10,3-x-10-abs-foam-core-pipe-sch40,ABS Pipe,35.00,0.72,0.0206,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
TACO-UFS-075P,union-fitting-sets-3-4-press-bag-of-2-for-006e3-ecm-circulator-tacosetter-smartplus-e-spe-1,Hot Water Recirculating Pumps,34.05,0.5,0.0147,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-475B-34,3-4-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,FIP Ball Valves,34.04,0.82,0.0241,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-653-BS,3-4-male-sweat-hydra-rester-asse-b,Hammer Arrestors,33.83,0.84,0.0248,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-49-56-9200,1-3-8-big-hawg-with-carbide-teeth,Carbide Hole Saws,33.48,0.07,0.0021,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-869-2A,2-abs-backwater-valve,"Backwater Valves, Traps & Primers",33.26,0.63,0.0189,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-869-2P,2-pvc-backwater-valve,"Backwater Valves, Traps & Primers",33.26,0.7,0.0210,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISRD0302,3-x-2-reducer,Polypropylene Single Wall Venting,32.89,0.2,0.0061,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-475B-14,1-4-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,FIP Ball Valves,32.85,0.35,0.0107,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MLWV-BA-475B-38,3-8-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,FIP Ball Valves,32.85,0.32,0.0097,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-150-5,1-1-2-x-5-red-brass-pipe-nipple,Brass Nipples,32.76,1.1,0.0336,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-12IM120,1-4-x-1-4-x-120-comp-x-comp-ice-maker-supply-no-burst,Supplies,32.58,0.56,0.0172,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
OATE-43538,oatey-4-in-abs-closet-flange-replacement,Wax Rings & Bolts,32.55,0.65,0.0200,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-400-60EL-A,4-abs-dwv-60-elbow-h-x-h,ABS DWV Fittings,32.12,1.01,0.0314,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISVL032,3-x-24-polypro-single-wall-vent-pipe,Polypropylene Single Wall Venting,31.96,0.8,0.0250,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
LEGE-108-908A,8-replacement-stem-cartridge-for-t-550-frostfree-sillcocks,Hose Bibbs,31.74,1.02,0.0321,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-240-456212C16,1-1-2-x-12-slip-joint-ext-t-p-chrome-20ga,Extension Tube,31.45,0.16,0.0051,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-888-GAM,3-inside-fit-abs-push-tite-closet-flange-with-plastic-ring-4-tailpiece,ABS DWV Fittings,31.44,0.7,0.0223,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-888-GPM,3-inside-fit-pvc-push-tite-closet-flange-with-plastic-ring-4-tailpiece,PVC DWV Fittings,31.44,0.91,0.0289,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
AMAC-4125-128,1-ranger-insert-stiffener,Water Service Fittings,31.38,1.0,0.0319,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
ABSF-400.200-SANT-A,4-x-4-x-2-abs-dwv-sanitary-tee-all-h,ABS DWV Fittings,31.32,1.01,0.0322,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-653-B,3-4-hydra-restor-threaded,Hammer Arrestors,31.29,0.94,0.0300,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-660-GTC0,1-4-compression-mini-rester,Hammer Arrestors,31.12,0.59,0.0190,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DONN-YB2803CH,moen-eva-single-robe-hook-in-chrome,Robe Hooks,30.97,0.5,0.0161,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-300-10-SCH40-PE,3-x-10-pvc-sch40-plain-end-pipe,PVC SCH40 Plain End,30.90,0.54,0.0175,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MOEN-116651BN,moen-6-in-straight-shower-arm-in-brushed-nickel,Shower Arms,30.80,0.5,0.0162,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D481136BB,6-showerarm-w-escutcheon-brushed-bronze,Shower Arms,30.78,0.5,0.0162,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
GERB-D481136BN,6-showerarm-w-escutcheon-brushed-nickel,Shower Arms,30.78,0.5,0.0162,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-630WGD288E,1-2-x-8-x-8-pex-f1960-stub-out-elbow-with-nail-flange,Stub Outs,30.45,0.65,0.0213,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CRBN-075-ST90-G,3-4-carbon-steel-press-fittings-gas-90-degree-street-elbow-ftg-x-p,Press Fittings - Gas,30.42,0.95,0.0312,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
MUST-63.401,e-l-mustee-sons-bottom-grid-white,"Cutting Boards, Colanders & Sink Grids",30.22,1.0,0.0331,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
WEBS-H-40313W,3-4-fip-x-mht-ball-valve,Specialty Ball Valves,30.02,0.68,0.0227,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-200-3.5,2-x-3-1-2-red-brass-pipe-nipple,Brass Nipples,29.84,0.97,0.0325,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BLIP-050-PE,1-2-x-21-black-steel-pipe-plain-end-import,Plain End,29.82,0.85,0.0285,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
MILW-48-22-6108,8-comfort-grip-diagonal-cutting-pliers,Pliers,29.64,0.92,0.0310,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRPN-150-4.5,1-1-2-x-4-1-2-red-brass-pipe-nipple,Brass Nipples,29.61,0.99,0.0334,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
PVCP-200-SCH40-PE,2-x-20-pvc-sch40-plain-end-pipe,PVC SCH40 Plain End,29.60,0.54,0.0182,THS Freight & Oversize,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-660-GTR0B,1-4-female-compression-mini-rester,Hammer Arrestors,29.58,0.28,0.0095,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-660-GTR1B,3-8-female-compression-mini-rester,Hammer Arrestors,29.58,0.45,0.0152,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
CTRO-ISELL0387,3-87-degree-elbow-long-radius-polypro-sw,Polypropylene Single Wall Venting,29.45,0.35,0.0119,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
VEGA-25730,1-2-cap-megapress,Press Fittings - Mechanical,29.23,0.9,0.0308,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DEAR-1046-1,dearborn-1-1-4-double-slip-joint-trap-offset-20-ga,Trap Offset,29.20,0.96,0.0329,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
DELT-RP212,delta-ball-assembly-stainless-steel-knob-handle,Faucet & Tap Parts & Accessories,28.98,0.06,0.0021,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
FLUI-12IM96,1-4-x-1-4-x-96-comp-x-comp-ice-maker-supply-no-burst,Supplies,28.95,0.48,0.0166,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-207-06325,1-1-2-x-6-x-1-2-branch-dw-tailpiece,Branch Tailpiece,28.91,0.96,0.0332,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
NHSF-300.250-FER,3-to-2-1-2-nh-x-nh-gray-cast-iron-dwv-sanitary-reducing-cleanout-ferrule,No Hub Fittings,28.77,0.9,0.0313,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-CSSC21-36,3-4-x-3-4-gas-supply-36-fip-x-mip-bras-cssc21-36,Supplies,28.76,0.32,0.0111,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
SIOU-652-AS,1-2-male-sweat-hydra-rester-asse-a,Hammer Arrestors,28.76,0.7,0.0243,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
BRAS-OCR09X-C,1-2-x-1-4-angle-stop-comp-x-comp-chrome-bras-ocr09x-c,Stops,28.74,0.22,0.0077,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
JOMA-100-203G,1-2-press-full-port-2-piece-press-connection-dezincification-resistant-brass-250-wog,Press Ball Valves,28.71,0.63,0.0219,THS Standard - no free shipping,"lambda aprova e cabe na UPS, mas esta fora do General"
