sku,ven,price,lb_loja,teto_lb,folga_x,title
WATC-901-PP-ABS-NP,Watco Mfg,87.8,1.45,2.96,2.0,"Watco 901-PP-ABS-NP 1-1/2"" ABS Push Pull Bath Waste and Overflow Test Half Kit Nickel Poli"
JOMA-105-606G,Jomar,88.23,1.33,2.97,2.2,"Jomar 105-606G 1-1/4"" FIP - Inline Check Valve, Threaded Connection, 300 WOG, Class 150"
LEGE-301-107PNL,Legend Valve,88.17,0.6,2.97,5.0,"Legend Valve 301-107PNL 1-1/2"" - Press x FIP, LegendPress No Lead Forged Brass/Forged Stee"
SSTN-200-10,Legend Valve,88.32,0.35,2.98,8.5,"Legend Valve 304-174 2"" X 10"" - 304 Stainless Steel Pipe Nipple, Schedule 40 - MNPT x MNPT"
MOEN-164927,Moen,88.36,0.52,2.98,5.7,Moen Chrome eco-performance handshower 164927
HONE-Q314U1001/U,Resideo,88.48,0.2,2.98,14.9,Resideo Q314U1001/U Universal Standing Pilot Burner
HONE-TH4210U2002/U,Resideo,88.29,0.81,2.98,3.7,Resideo TH4210U2002/U T4 Pro Programmable Thermostat with stages up to 2 Heat/1 Cool Heat 
CASH-13570-0150,Cash Acme,88.72,2.32,2.99,1.3,Cash Acme 13570-0150 F82 3/4-in 150PSI
FRAN-WD-900-MBK,Franke,88.81,1.0,2.99,3.0,Franke WD-900-MBK Colorline Replacement Waste Disposer Flange for Kitchen Sink in Matte Bl
GERB-D460034BN,Gerber,89.1,0.8,3.0,3.8,"Gerber D460034BN Florin 4 1/2"" 5 Function Showerhead 1.75gpm Brushed Nickel"
MLWV-105-12,Milwaukee Valve,88.94,1.44,3.0,2.1,"Milwaukee Valve 105-12 1/2"" - FIP x FIP - Bronze Gate Valve, Non-Rising Stem,"
MOEN-YB0201BL,Moen,88.91,0.63,3.0,4.8,Moen YB0201BL Doux Toilet Tank Lever in Matte Black
HONE-VC8711ZZ11/U,Resideo,89.1,0.6,3.0,5.0,Resideo 2-position Low Volt Actuator for VC Series with End Switch VC8711ZZ11/U
PASC-1736,Pasco,89.41,0.52,3.01,5.8,"Pasco 1736 2-1/2"" 5# Low Pressure Gauge"
VEGA-79740,Viega,89.23,0.8,3.01,3.8,"Viega 79740 1""x1"" - (P-MPT) - Union, ProPress®"
JOMA-105-616G,Jomar,89.47,1.33,3.02,2.3,"Jomar 105-616G 1-1/4"" Solder - Inline Check Valve, Solder Connection, 300 WOG, Class 150"
BRIF-200-UNI-NL,Legend Valve,89.5,0.6,3.02,5.0,"Legend Valve 310-148NL 2"" - Brass Union"
SMIT-31-WM-NH,Smitty Pan Mfg. Co.,89.47,1.75,3.02,1.7,"Smitty Pan 31-WM-NH Washing Machine Pan, No Hole Square"
CTRO-IFEP02,Centrotherm,89.78,2.19,3.03,1.4,Centrotherm 2'' Flex End Pipe PPs-UV Black
CHEM-400-90EL,Charlotte Pipe,89.82,0.52,3.03,5.8,"Charlotte Pipe AW-00300-0040C 4"" 90 Deg Elbow Hub x Hub CPVC Chemical Drainage Fitting"
HONE-RC840T-240/U,Resideo,90.0,0.8,3.03,3.8,Resideo RC840T-240/U Electromechanical Heating Relay with 208/240V Transformer
HONE-TH114-A-240D-B/U,Resideo,89.98,0.5,3.03,6.1,Resideo Line TH114-A-240D-B/U volt manual thermostat for electric heat
SIOU-832-3DHNR,Sioux Chief,89.8,1.98,3.03,1.5,"Sioux Chief 832-3DHNR Finish Head DI 3"" Drain with 5"" Nickel Bronze Round Ring and Straine"
SMIT-36-NH,Smitty Pan Mfg. Co.,89.8,1.75,3.03,1.7,"Smitty Pan 36-NH 36"" - Round Metal Water Heater Pan, No Hole"
DIAB-DHS4625CT,Diablo,90.34,0.24,3.04,12.7,"Diablo DHS4625CT 4-5/8"" Carbide Teeth Hole Saw for Wood and Metal"
MISS-MR56-66-ARC-WD,Mission Rubber Company,90.16,2.15,3.04,1.4,"Mission Rubber MR56-66-ARC-WD 6"" Cast Iron/Plastic to 6"" Cast Iron/Plastic Shielded Rubber"
HONE-Q313U3000/U,Resideo,90.06,1.0,3.04,3.0,Resideo Q313U3000/U Multi-System Thermopile Generator
VEGA-77043,Viega,90.07,0.8,3.04,3.8,"Viega 77043 2""x2"" - (P-P) - 45 Deg Elbow, ProPress®"
MILW-2012R,Milwaukee Tools,90.63,0.81,3.05,3.8,Milwaukee Tools 2012R Milwaukee® Rechargeable Magnetic Headlamp And Task Light
SIOU-832-2ANR,Sioux Chief,90.6,1.98,3.05,1.5,"Sioux Chief 2"" Solvent Weld FinishLine Complete Floor Drain with 5-1/2"" Round Grate Nickel"
SIOU-832-2PNR,Sioux Chief,90.6,1.98,3.05,1.5,"Sioux Chief 832-2PNR 2"" Solvent Weld FinishLine Complete Floor Drain with 5-1/2"" Round Gra"
TACO-426-3,Taco Comfort Solutions,90.55,0.2,3.05,15.3,"Taco Comfort Solutions 426-3 AIR VENT - 1/4"" NPT Hy-Vent"
AMST-0476.028.020,American Standard,90.7,1.0,3.06,3.1,American Standard 0476028.020 Aqualyn® Drop-In Sink With 4-Inch Centerset White
GROH-45.442000,Grohe,90.9,0.52,3.06,5.9,Grohe 45442000 Flexible Hose in GROHE CHROME
GROH-46.138000,Grohe,90.9,0.5,3.06,6.1,Grohe 46138000 Quick Coupling in GROHE CHROME
SNDN-91101-45190L,Sanco,90.87,0.4,3.06,7.7,Sanco 91101-45190 Tank Temperature Sensor
MILW-2013R,Milwaukee Tools,91.14,0.81,3.07,3.8,Milwaukee Tools 2013R Milwaukee® Rechargeable Low-Profile Magnetic Task Light
MILW-2115-21,Milwaukee Tools,91.08,0.81,3.07,3.8,Milwaukee Tools 2115-21 USB Rechargeable Low-Profile Headlamp
WATT-0556004,Watts,91.16,2.32,3.07,1.3,"Watts 0556004 3/4"" Lead Free Self Closing Temperature And Pressure Relief Valve, 150 psi, "
DELT-RP101632BL,Delta,91.36,0.52,3.08,5.9,Delta RP101632BL Metal Push-Pop Without Overflow Matte Black
DIAB-DHS2500CF,Diablo,91.3,0.73,3.08,4.2,"Diablo DHS2500CF 2-1/2"" Steel Demon™ Carbide Teeth Hole Cutter"
MILW-2163-21,Milwaukee Tools,91.25,0.81,3.08,3.8,Milwaukee Tools 2163-21 REDLITHIUM™ USB Hard Hat Headlamp
SHAR-PROD3810,SharkBite,91.48,0.33,3.08,9.3,"SharkBite PROD3810 3/8"" – 1"" Pro Disconnect Tool"
CHEM-300-TET,Charlotte Pipe,91.7,0.52,3.09,5.9,"Charlotte Pipe AW-00444X-0030C 3"" Cleanout Tee Hub x Hub x FIP CPVC Chemical Drainage Fitt"
DIAB-DS0908CFA3,Diablo,91.7,0.35,3.09,8.8,"Diablo DS0908CFA3 9"" 8TPI AMPED™ Steel Demon™ Carbide Teeth Reciprocating Saw Blades for T"
MLWV-BA-485B-114,Milwaukee Valve,91.77,2.06,3.09,1.5,"Milwaukee Valve BA-485B-114 1-1/4"" - SWT x SWT - Brass, Full Port - Ball Valve - 600 WOG, "
HONE-V110E1004/U,Resideo,91.66,0.61,3.09,5.1,Resideo V110E1004/U Angle Pattern 1/2 in High Capacity Valve
VEGA-77073,Viega,91.83,0.8,3.09,3.9,"Viega 77073 2""x2"" - (P-FTG(CTS)) - 45 Deg Elbow (Street), ProPress®"
DELT-U4993-CZ,Delta,92.1,1.0,3.1,3.1,Delta U4993-CZ Universal Shower Arm & Flange Champagne Bronze
HONE-RC840T-120/U,Resideo,91.98,1.5,3.1,2.1,Resideo RC840T-120/U Electromechanical Relay with 24 V to 120 V Transformer
VEGA-25755,Viega,91.89,0.9,3.1,3.4,"Viega 25755 2"" - Cap, MegaPress®"
MILW-48-00-8706,Milwaukee Tools,92.43,0.35,3.11,8.9,"Milwaukee Tools 48-00-8706 9"" 7/11 TPI WRECKER™ SAWZALL® Blade for Multi-Material (25 Pack"
T&SB-B-0653,T&S Brass & Bronze Works,92.22,0.52,3.11,6.0,"T&S Brass & Bronze Works B-0653 Mop Hanger, Stainless Steel, Spring-Loaded Rubber Grips (3"
CRBN-200-MA,Mueller Streamline,92.5,0.9,3.12,3.5,"Mueller Streamline CP01187 2"" Carbon Steel Press Fittings - Mechanical - Male Adapter P x "
RHEE-RTG20151C-1,Rheem Manufacturing,92.98,0.5,3.13,6.3,"Rheem RTG20151C-1 24"" L, Stainless Steel, Concentric, Straight, Vent for RUTG-64DV/RUTG-84"
VEGA-99690,Viega,92.95,0.46,3.13,6.8,"Viega 99690 2"" PEX PureFlow Press Press Adapter (Press x ProPress) - PureFlow® Press (Bras"
DIAB-DS0612BW25,Diablo,93.38,0.35,3.15,9.0,"Diablo DS0612BW25 6"" 6/12TPI Bi-Metal Reciprocating Saw Blades for Nail-Embedded Wood (25-"
HONE-EA79A1004,Resideo,93.48,0.2,3.15,15.8,Resideo EA79A1004 Industrial Automatic Air Vent
SPEC-OB-817-LL,LSP Products,93.84,1.18,3.16,2.7,"LSP Products OB-817-LL Plastic Ice Maker Box With Hammer Arrester - White, 1/2"" Copper Swe"
MILW-48-22-7414,Milwaukee Tools,93.75,2.2,3.16,1.4,"Milwaukee Tools 48-22-7414 14"" Aluminum Self-Adjusting Pipe Wrench"
LEGE-302-309NL,Legend Valve,94.16,0.39,3.17,8.1,"Legend Valve 302-309NL 1-1/4"" - Sweat x MIP, No Lead Cast Brass Sweat x MNPT Large-Pattern"
SHAR-UXLBV35,SharkBite,93.99,0.33,3.17,9.6,SharkBite UXLBV35 1-1/4'' SharkBite Quarter Turn Ball Valve - (PTC x PTC)
SIOU-687-4WD,Sioux Chief,94.03,0.9,3.17,3.5,"Sioux Chief 1"" PEX F1960 Single Valve Service Box 687-4WD"
JWHA-16000,C&S Manufacturing,94.38,1.02,3.18,3.1,C&S 16000 1# Spool BRGT61 Bridgit Lead-Free Solder
DELT-R10000-PFT-MF,Delta,94.36,0.9,3.18,3.5,Delta R10000-PFT-MF MultiChoice® Universal Tub / Shower Rough Prefab PEX Expansion
MLWV-BA-150S-A34,Milwaukee Valve,94.23,2.06,3.18,1.5,"Milwaukee Valve BA-150S-A-34 3/4"" - SWT x SWT - Bronze, Full Port - Ball Valve - 150 SWG -"
PASC-3085,Pasco,94.5,2.0,3.18,1.6,"Pasco 3085 Nipple Box - 2"" x Close - 6"""
HONE-Q345U1005/U,Resideo,94.38,0.2,3.18,15.9,Resideo Q345U1005/U Universal Intermittent Pilot Burner
MOUN-MT303/BRS,Mountain Plumbing Products,94.57,0.89,3.19,3.6,"Mountain Plumbing Products MT303/BRS 3-1/2"" Deluxe All Metal Kitchen Sink Strainer - Brush"
JOMA-105-626G,Jomar,95.03,1.33,3.2,2.4,"Jomar 105-626G 1-1/4"" Press - Inline Check Valve, Press Expansion Connection, 200 WOG, Cla"
HONE-40003916-027/U,Resideo,95.11,0.6,3.21,5.3,"Resideo 40003916-027/U Replacement Head for V8043B, 24 V AC, 50/60 Hz, Normally Open"
HONE-40003916-046/U,Resideo,95.31,0.6,3.21,5.4,"Resideo 40003916-046/U Replacement Head for V8044A, 24 V AC, 50/60 Hz"
DELT-78908-SS,Delta,95.94,2.0,3.23,1.6,"Delta 78908-SS Tetra™ 8"" Towel Bar Stainless"
LEGE-105-707PNL,Legend Valve,95.79,2.76,3.23,1.2,"Legend Valve 105-707PNL 1-1/2"" - Press x Press, LegendPress No Lead Forged Brass Y-Straine"
MPEX-4821515,MrPEX Systems,95.8,0.05,3.23,64.6,"MrPEX Systems 4821515 1-1/2"" PEX Male Adapter (Expansion(F1960) x MIP) - Brass"
HONE-392431/U,Resideo,95.79,0.2,3.23,16.1,Resideo 392431/U Ignitor-Sensor Assembly used with Y8610 Kits
HONE-VR8215S1214T/U,Resideo,95.97,2.3,3.23,1.4,"Resideo Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/out"
HONE-VR8215S1248T/U,Resideo,95.97,2.3,3.23,1.4,"Resideo VR8215S1248T/U Single Stage Gas Valve, Direct Ignition, 1/2 in x 1/2 in Inlet/Outl"
VEGA-22328,Viega,95.72,0.8,3.23,4.0,"Viega 22328 2"" x 1-1/4"" - (P-P) - Reducer, ProPress®"
VEGA-90320,Viega,95.76,0.34,3.23,9.5,"Viega 1""x1"" - (P-P) - Coupling, MegaPress® 316 90320"
MILW-48-59-2013,Milwaukee Tools,96.0,0.73,3.24,4.4,Milwaukee Tools 48-59-2013 REDLITHIUM™ USB Charger & Portable Power Source Kit
MPEX-5130704,MrPEX Systems,96.19,2.19,3.24,1.5,MrPEX Systems 5130704 Up to 4 Zones - Simple Zone Controller 24V
DELT-RP100736,Delta,96.3,1.0,3.25,3.2,Delta RP100736 Essa® Metal Soap Dispenser Chrome
RAPI-RFT-100-B,LSP Products,96.36,1.45,3.25,2.2,LSP Products Universal Tub Drain Kit RFT-100-B
MILW-49-10-9114,Milwaukee Tools,96.44,0.73,3.25,4.5,Milwaukee Tools 49-10-9114 15 Piece Universal Fit Oscillating Multi-Tool Blade Set
MOUN-TRIMM3/CPB,Mountain Plumbing Products,96.52,1.45,3.25,2.2,Mountain Plumbing Products TRIMM3/CPB Round Trim for All Cable Operated Drains - Polished 
VEGA-79050,Viega,96.44,1.33,3.25,2.4,"Viega 79050 1-1/4"" x 1-1/4"", ProPress x ProPress, 300 PSI, Lead-Free, Bronze Body, EPDM Se"
SSTF-150-UNI-316,Legend Valve,96.85,0.3,3.26,10.9,"Legend Valve 416-147 1-1/2"" - 316 Stainless Steel Union - FNPT x FNPT"
ZOEL-10-1881,Zoeller Pump Company,96.87,1.75,3.26,1.9,Zoeller Pump 10-1881 25' NARROW ANGLE LEVEL CONTROL SWITCH
HONE-40003916-024/U,Resideo,96.89,0.6,3.27,5.4,"Resideo 40003916-024/U Replacement Head for V4043A, 120 V AC, 60 Hz"
DIAB-DOU5S,Diablo,97.2,0.73,3.28,4.5,Diablo DOU5S 5 pc Universal Fit General Purpose Oscillating Blade Set (5-Piece)
CRBN-200.125-FTR-G,Mueller Streamline,97.22,0.95,3.28,3.4,"Mueller Streamline CP01359G 2"" x 1-1/4"" Carbon Steel Press Fittings - Gas - Fitting Reduce"
GEBE-152.404.11.1,Geberit,97.65,0.63,3.29,5.2,"Geberit 152.404.11.1 - Alpine White, HDPE, Connector Set for Wall Hung Toilet Carrier"
IBCT-P-9057,IBC,97.65,2.19,3.29,1.5,IBC WATER PRESSURE SENSOR VFC/SL G1/G2/G3
JOMA-103-307G,Jomar,97.62,1.44,3.29,2.3,"Jomar 103-307G 1-1/2"" FIP - Gate Valve, Non-rising Stem, Threaded Connection, 200 WOG"
JOMA-105-607G,Jomar,97.6,1.33,3.29,2.5,"Jomar 105-607G 1-1/2"" FIP - Inline Check Valve, Threaded Connection, 300 WOG, Class 150"
STIE-556500,Stiebel Eltron,97.5,0.52,3.29,6.3,Stiebel Eltron 556500 Unistrut Mounting Kit For WPL
ZURN-CO2450-AB4,Zurn,97.69,0.8,3.29,4.1,"Zurn CO2450-AB4 CO2450 Adjustable Floor Cleanout, Nickel Top, 4"" ABS"
DIAB-DSF1750,Diablo,97.78,0.48,3.3,6.9,"Diablo DSF1750 1-3/4"" SPEEDemon™ 2-Cutter Self-Feed Bit"
GERB-D560921T,Gerber,98.01,2.3,3.3,1.4,Gerber D560921T Antioch 1H Trim Kit for Diverter Valves Chrome
GROH-26.635000,Grohe,97.97,0.5,3.3,6.6,Wall Union in GROHE CHROME 26635000
CRBN-200-CPL/WS,Mueller Streamline,97.81,0.9,3.3,3.7,"Mueller Streamline CP10150 2"" Carbon Steel Press Fittings - Mechanical - Coupling - With S"
DIAB-DSF2562,Diablo,98.19,0.48,3.31,6.9,"Diablo DSF2562 2-9/16"" SPEEDemon™ 2-Cutter Self Feed Bit"
CALE-551004A,Caleffi North America,98.95,2.5,3.33,1.3,"Caleffi North America 551004A DiscalAir™ High Discharge Automatic Air Vent 1/2"" NPT Female"
DIAB-DOU3CS,Diablo,98.85,0.73,3.33,4.6,Diablo DOU3CS 3 pc Universal Fit Carbide Oscillating Blade Set (3-Piece)
GERB-D560930T,Gerber,98.82,1.0,3.33,3.3,Gerber D560930T Amalfi 1H Trim Kit for Diverter Valves Chrome
HONE-40003916-521/U,Resideo,98.76,0.6,3.33,5.5,"Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz"
SIOU-832-4HNQ,Sioux Chief,98.67,1.98,3.33,1.7,"Sioux Chief 832-4HNQ 4"" FinishLine Top Only with Square Grate 5-7/8"" Nickel Bronze Finish"
ACUD-FW-5050-14X14,Acudor Access Panels,99.23,0.58,3.34,5.8,"Acudor Access Panels FW-5050-14X14 14"" x 14"" Fire Rated Insulated Recessed Door with Flang"
PASC-2SH,Pasco,99.25,1.08,3.34,3.1,"Pasco 5/16"" 60# T-Hdl Torque NH Cplg Wrench"
GNES-10703908,Southwire,99.23,2.19,3.34,1.5,Southwire 10703908 14/4 Stranded THHN 600V Wire 50' Black
WOOD-24P3/4,"Woodford Manufacturing Company, LLC",99.19,3.0,3.34,1.1,"Woodford 24P3/4 Model 24 - Freezeless Hydrants FIP, 3/4"" Connection"
JOMA-105-617G,Jomar,99.38,1.33,3.35,2.5,"Jomar 105-617G 1-1/2"" Solder - Inline Check Valve, Solder Connection, 300 WOG, Class 150"
MOUN-MT202/BRS,Mountain Plumbing Products,99.45,1.0,3.35,3.4,Mountain Plumbing Products MT202/BRS Classic - Complete Stopper & Strainer Unit Waste Disp
MOUN-MT749-3/CPB,Mountain Plumbing Products,99.45,1.0,3.35,3.4,Mountain Plumbing Products MT749-3/CPB Tear Drop Pattern Lavatory Grid Drain - with Overfl
MOUN-MT749/CPB,Mountain Plumbing Products,99.45,1.0,3.35,3.4,Mountain Plumbing Products MT749/CPB Tear Drop Pattern Lavatory Grid Drain - without Overf
PDWV-600400SANT-P,Charlotte Pipe,100.02,0.81,3.37,4.2,"Charlotte Pipe PVC-00401-2200 6"" x 6"" x 4"" PVC DWV Sanitary Tee - All H"
GROH-13.611EN0,Grohe,100.25,0.6,3.38,5.6,Diverter Tub Spout in GROHE BRUSHED NICKEL 13611EN0
HGRI-PSF10D,nVent Caddy,100.19,1.08,3.38,3.1,"nVent CADDY PSF10D Pyramid ST Fixed Strut Support, 10"" x 6.4"" (254 mm x 163 mm)"
ZURN-Z5364,Zurn,100.17,1.0,3.38,3.4,"Zurn Z5364 20x18 Wall-Mount High-Back Sink/Lavatory, 4"" Centers, White Vitreous China"
MPEX-5120700,MrPEX Systems,100.56,0.8,3.39,4.2,MrPEX Systems 5120700 4-Wire - Valve Actuator for valved manifolds with Adapters
DELT-U4998,Delta,101.18,1.0,3.41,3.4,"Delta U4998 Universal Shower Arm & Flange 14"" Ceiling Mount Chrome"
GERB-G00GS525S,Gerber,101.25,1.0,3.41,3.4,Gerber G00GS525S Treysta Tub & Shower Valve- Vertical Inputs WITH Stops- Crimp Pex
GERB-G00GS527S,Gerber,101.25,1.0,3.41,3.4,Gerber G00GS527S Treysta Tub & Shower Valve- Vertical Inputs WITH Stops- Cold Expansion Pe
PEXG-PG803194,PexGun,101.25,2.19,3.41,1.6,PexGun PG803194 Holster
IPSC-14010,Weld-On,101.13,1.21,3.41,2.8,"Weld-On 14010 781 PVC Plumbing Solvent Cement, Gray, Low VOC, High Strength, Medium Bodied"
VEGA-79135,Viega,101.91,0.8,3.43,4.3,"Viega 79135 1""x1"" - (P-P) - Union, ProPress®"
WEBS-H-81404WHV,Webstone,101.86,0.88,3.43,3.9,"Webstone H-81404WHV 1"" Press Rotating Isolation Flange for High Velocity Pumps LF"
HONE-T104F1512,Resideo,102.05,0.61,3.44,5.6,Resideo T104F1512 High Capacity Thermostatic Radiator Actuator - Integral Setpoint
HONE-V110E1020/U,Resideo,102.0,0.61,3.44,5.6,Resideo V110E1020/U Angle Pattern 1 in High-Capacity Valve
SIOU-821-2SMQPK2,Sioux Chief,101.94,0.88,3.44,3.9,Sioux Chief 821-2SMQPK2 Matte Black Square Strainer for 821 Drain
PVCF-150-45EL-SCH80,Charlotte Pipe,102.23,0.52,3.45,6.6,"Charlotte Pipe PVC-08309-1800 1-1/2"" PVC SCH80 45° Elbow - Socket x Socket"
JOMA-103-406G,Jomar,102.38,1.44,3.45,2.4,"Jomar 103-406G 1-1/4"" Sweat - Gate Valve, Non-rising Stem, Solder Connection, 200 WOG"
TECT-88109,Elkhart,102.81,0.33,3.46,10.5,"Elkhart 10188109 1-1/2"" Tee - Push"
VEGA-79715,Viega,102.78,0.5,3.46,6.9,"Viega 79715 1-1/4"" x 1-1/4"" - (P-FPT) - Union, ProPress®"
DIAB-DOS5S,Diablo,102.91,0.73,3.47,4.8,Diablo DOS5S 5 pc Starlock General Purpose Oscillating Blade Set (5-Piece)
DIAB-DSD1125S17,Diablo,102.99,3.0,3.47,1.2,"Diablo DSD1125S17 7/8"" - 1-1/8"" Impact Step Drill Bit (17 Steps)"
SPEC-OB-210,LSP Products,102.82,2.79,3.47,1.2,"LSP Products OB-210 Plastic Switch Hitter® Outlet Box With Water Hammer Arresters - White,"
DIAB-DS0910CFA3,Diablo,103.41,0.35,3.48,10.0,"Diablo DS0910CFA3 9"" 10TPI AMPED™ Steel Demon™ Carbide Teeth Reciprocating Saw Blades for "
STIE-203247,Stiebel Eltron,103.5,0.52,3.49,6.7,"Stiebel Eltron AS-WP Connection Set Complete with two copper pipes, including 28-1-1/4"" ad"
FRAN-906,Franke,103.92,0.89,3.5,3.9,"Franke Universal Sink Strainer Drain Basket, Chrome - 906"
OATE-38542,Oatey,103.97,2.79,3.5,1.3,"Oatey® 38542 Quadtro, 1/4 Turn, F1807 PEX, Hammer Arrestors, Washing Machine Outlet Box - "
REED-04524,REED Manufacturing,103.78,0.4,3.5,8.7,"REED 30087 1-1/2"" Reamer Sch. 40 PVC, CPVC & ABS Fittings"
VEGA-98201,Viega,103.84,0.17,3.5,20.6,"Viega 98201 1-1/4"" PEX Ball Valve (Press) - PureFlow® Press (Brass)"
BRIF-300-CAP-NL,Legend Valve,104.11,0.6,3.51,5.8,"Legend Valve 310-130NL 3"" - Brass Cap"
CRBN-200-CPL/WS-G,Mueller Streamline,104.27,0.95,3.51,3.7,"Mueller Streamline CP10150G 2"" Carbon Steel Press Fittings - Gas - Coupling - With Stop P "
SIOU-821-2LRBQ,Sioux Chief,104.02,0.88,3.51,4.0,"Sioux Chief 821-2LRBQ 4-1/2"" Oil Rubbed Bronze Square Grate"
WILK-RK34-375,Zurn Wilkins,104.22,0.5,3.51,7.0,"Zurn Wilkins RK34-375 1/2""-3/4"" 375/375XL/375ST Complete Internals Repair Kit"
TRAC-FGP-WBTM-500,OMEGAFLEX,104.59,0.9,3.52,3.9,"Omegaflex FGP-WBTM-500 1/2"" metal wall box auto flare connectio"
HONE-TH115-A-240D-B/U,Resideo,104.59,0.5,3.52,7.0,Resideo Line volt 7-day programmable thermostat for electric heat TH115-A-240D-B/U
HONE-TH115-A-240S-B/U,Resideo,104.58,0.5,3.52,7.0,Resideo Line volt 7-day programmable thermostat for electric heat TH115-A-240S-B/U
RHEE-RTG20151D-1,Rheem Manufacturing,104.52,0.5,3.52,7.0,"Rheem RTG20151D-1 36"" L, Stainless Steel, Concentric, Straight, Vent for RUTG-64DV/RUTG-84"
AMST-0355.012USMCA.020,American Standard,104.86,1.0,3.53,3.5,American Standard 0355012USMCA.020 Lucerne Wall-Hung Sink With 4-Inch Centerset Made-in-Me
CRBN-125.050-TEE-G,Mueller Streamline,104.64,0.95,3.53,3.7,"Mueller Streamline CP04071G 1-1/4"" x 1-1/4"" x 1/2"" Carbon Steel Press Fittings - Gas - Tee"
HONE-YTHM5421R1010/U,Resideo,104.75,2.19,3.53,1.6,Resideo YTHM5421R1010/U Prestige® 2-Wire IAQ Equipment Interface Module Kit With Two Duct 
WILK-12UFX12F-700XL,Zurn Wilkins,104.79,0.8,3.53,4.4,"Zurn Wilkins 12UFX12F-700XL 700XL Dual Check Valve with 1/2"" Female Union Inlet x 1/2"" Fem"
LIBE-HCV200,Liberty Pumps,105.0,1.75,3.54,2.0,"Liberty Pumps HCV200 Check Valve, High Temp, Cast Iron, 2"" NPT"
DELT-T13291-LHD,Delta,105.23,1.0,3.55,3.5,Delta T13291-LHD Commercial HDF® Monitor R 13 Series Shower Trim Chrome
VEGA-25491,Viega,105.25,0.95,3.55,3.7,"Viega 25491 1-1/4"" x 1-1/4"" x 1/2"" - (P-P-P) - Tee (Reducing), MegaPress®G"
HONE-C7089R1013/U,Resideo,105.5,2.19,3.56,1.6,Resideo C7089R1013/U C7089R1013 RedLINK® Outdoor Temperature and Humidity Sensor
COPF-200.125.200-TEE-C,Mueller Streamline,105.91,1.35,3.57,2.6,"Mueller Streamline W 40115 2"" x 1-1/4"" x 2"" Copper Sweat Fittings - Tee C x C x C"
PASC-2SM,Pasco,105.93,1.08,3.57,3.3,"Pasco 5/16"" 80# T-Hdl Torque HD NH Cplg Wrench"
PASC-8AH,Pasco,105.93,0.33,3.57,10.8,"Pasco 3/8"" 80# T-Hdl Torque Wrench NH Wrench"
HONE-L4080B1352/U,Resideo,105.93,1.4,3.57,2.5,Resideo L4080B1352/U Immersion type Aquastat
HONE-VU844A1060/U,Resideo,105.8,0.6,3.57,5.9,"Resideo VU844A1060/U Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 2"
CHEM-400.200-SANT,Charlotte Pipe,106.6,0.52,3.59,6.9,"Charlotte Pipe AW-00401-0420C 4"" x 4"" x 2"" Reducing Sanitary Tee All Hub CPVC Chemical Dra"
PVCF-150-MA-SCH80,Charlotte Pipe,106.65,0.52,3.59,6.9,"Charlotte Pipe PVC-08109-1400 1-1/2"" PVC SCH80 Male Adapter - Socket x MPT"
DIAB-DS1208CF3,Diablo,106.43,0.35,3.59,10.2,"Diablo DS1208CF3 12"" 8TPI Steel Demon™ Carbide Teeth Reciprocating Saw Blade for Thick Met"
ABSF-600.300-WYE-A,Nibco,106.64,0.57,3.59,6.3,"Nibco I092700 6"" x 6"" x 3"" ABS DWV Wye - All H"
HONE-DS05-102-SB-LF/U,Resideo,106.38,2.4,3.59,1.5,Resideo DS05-102-SB-LF/U 1 in DN25 Push Connection Pressure Regulating Valve
VEGA-77042,Viega,106.56,0.8,3.59,4.5,"Viega 77042 2""x2"" - (P-P) - 90 Deg Elbow, ProPress®"
VEGA-79160,Viega,106.45,0.8,3.59,4.5,"Viega 79160 3/4"" x 3/4"" - (P-FPT) - Union (Dielectric), ProPress®"
MLWV-BB2-100-114,Milwaukee Valve,106.68,1.8,3.6,2.0,"Milwaukee Valve BB2-100-114 1-1/4"" - FIP x FIP - Bronze, Full Port - Butterfly Valve - 175"
VEGA-25506,Viega,106.88,0.95,3.6,3.8,"Viega 25506 1-1/4"" x 1-1/4"" x 3/4"" - (P-P FPT) - Tee (Adapter), MegaPress®G"
CHEM-600.300-FLB,Charlotte Pipe,107.0,0.52,3.61,6.9,"Charlotte Pipe AW-00107-0530C 6"" x 3"" Bushing Spigot x Hub CPVC Chemical Drainage Fitting"
SPEC-OB-2160,LSP Products,107.06,2.79,3.61,1.3,"LSP Products OB-2160 Kahuna™ Outlet Box with Hammer Arresters - White, Unassembled, WITH U"
COPF-200.125.150-TEE-C,Mueller Streamline,107.1,1.1,3.61,3.3,"Mueller Streamline W 40116 2"" x 1-1/4"" x 1-1/2"" Copper Sweat Fittings - Tee C x C x C"
IPSC-14024,Weld-On,107.04,1.1,3.61,3.3,"Weld-On 14024 Plumbing PVC/CPVC Primer, Purple, Low VOC, Fast Acting, 1 Gallon (128 Fl. Oz"
WOOD-30CP-4,"Woodford Manufacturing Company, LLC",107.11,3.0,3.61,1.2,"Woodford 30CP-4 Model 30 - Freezeless Hydrants Sweat / MIP, 1/2"" Connection, Wall Depth - "
