sku,vendor,ptype,price,lb,usd_lb,teto_lb,handle,variant_id,product_id
GVLF-7087-300-PNTD,Gruvlok,Gruvlok Fittings,532.29,2.5,212.9,17.94,3-female-adapter-painted-gr-x-fpt,44350745837671,7715448356967
VEGA-28905,Viega,Press Fittings - Gas,528.88,0.95,556.7,17.82,2-1-2-x-2-1-2-x-1-1-4-p-p-p-tee-reducing-megapress-g,44353453391975,7716801478759
VEGA-28910,Viega,Press Fittings - Gas,528.88,0.95,556.7,17.82,2-1-2-x-2-1-2-x-1-p-p-p-tee-reducing-megapress-g,44353453424743,7716801511527
WATT-0009236,Watts,Pressure Reducing Valves,526.78,2.4,219.5,17.75,1-2-lead-free-water-pressure-reducing-valve-npt-female-union-x-npt-female-polymer-seat-low-range-10-35-psi,44353486880871,7716834017383
T&SB-BL-5704-08WH4,T&S Brass & Bronze Works,Medical and Laboratory Faucets,525.25,1.0,525.2,17.7,lab-mixing-faucet-single-hole-deck-mount-4-wrist-handles-vb-nozzle-serrated-tip,44353377239143,7716733288551
VEGA-28885,Viega,Press Fittings - Gas,524.94,0.95,552.6,17.69,4-megapressg-200-psi-zinc-nickel-coated-carbon-steel-hnbr-sealing-element-flange,44353453359207,7716801445991
GVLF-619-200,Gruvlok,Gruvlok Copper Fittings,523.72,2.5,209.5,17.65,2-tee-copper-gr-x-gr-x-gr,44350733975655,7715439444071
SHAR-PVA35M-DUSB-60,SharkBite,Push Fittings,523.34,0.33,1585.9,17.64,1-1-4-eb45-double-union-sharkbite-pressure-regulating-valve-prv-ptc-x-ptc,44351367413863,7715767746663
GVLF-479-150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,523.15,0.5,1046.3,17.63,1-1-2-female-adapter-316-stainless-steel-press,44353404403815,7716759666791
GVLF-7072-300.125-PNTD,Gruvlok,Gruvlok Fittings,522.54,1.3,402.0,17.61,3-x-1-1-4-concentric-reducer-painted-gr-x-gr,44350743543911,7715446489191
VEGA-20709,Viega,Press Fittings - Copper (CTS),521.89,1.42,367.5,17.59,2-1-2-x-2-x-1-p-p-p-tee-reducing-propress,44353442021479,7716791058535
JOMA-600-05DSEL,Jomar,Butterfly Valves,519.3,1.8,288.5,17.5,5-lug-style-epoxy-coated-ductile-iron-body-stainless-steel-disc,44350834966631,7715488825447
VEGA-20730,Viega,Press Fittings - Copper (CTS),517.39,0.8,646.7,17.44,4x3-p-p-reducer-propress,44353442316391,7716791353447
COPF-150-UFA-LF,Mueller Streamline,Copper Sweat Fittings,517.29,1.43,361.7,17.43,1-1-2-copper-sweat-fittings-union-cxf-c-x-fpt,44351094095975,7715635888231
HONE-TK30PV125PNKP/U,Resideo,Boiler Trim Kits,517.1,2.19,236.1,17.43,tk30-boiler-trim-kit-with-1-25-press-supervent-press-nk300s-combo,44351327928423,7715746316391
MPEX-6213421,MrPEX Systems,Manifolds (Radiant Heating),515.96,0.8,645.0,17.39,recess-mount-manifold-cabinet-un-assembled-w20-8-h27-2-31-1-d4-3-6-3,44351042486375,7715607412839
DELT-RP63139,Delta,Faucet & Tap Parts & Accessories,515.61,2.16,238.7,17.38,delta-plumbers-box-of-assorted-maintenance-parts,44350573117543,7715371090023
VEGA-22288,Viega,Press Fittings - Copper (CTS),513.64,1.63,315.1,17.31,2-1-2-x-2-1-2-x-1-1-4-p-p-p-tee-reducing-propress,44353444511847,7716792991847
VEGA-28610,Viega,Press Fittings - Gas,513.51,0.95,540.5,17.31,4x4-p-p-90-deg-elbow-megapress-g,44353451589735,7716799742055
VEGA-28625,Viega,Press Fittings - Gas,513.51,0.95,540.5,17.31,4x4-p-ftg-ips-90-deg-elbow-street-megapress-g,44353451688039,7716799840359
VEGA-28640,Viega,Press Fittings - Gas,513.51,0.95,540.5,17.31,4x4-p-p-45-deg-elbow-megapress-g,44353451786343,7716799938663
VEGA-28655,Viega,Press Fittings - Gas,513.51,0.95,540.5,17.31,4x4-p-ftg-ips-45-deg-elbow-street-megapress-g,44353451884647,7716800036967
DELT-T3559LF-BLWL,Delta,Wall-Mount Faucets,513.0,2.09,245.5,17.29,delta-trinsic-single-handle-wall-mount-bathroom-faucet-trim-matte-black-delt-t3559lf-blwl,44350587895911,7715377348711
MPEX-3250300,MrPEX Systems,Manifolds (Radiant Heating),509.73,0.8,637.2,17.18,3-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003197543,7715599220839
MPEX-5310104,MrPEX Systems,Wireless Controls,509.55,2.19,232.7,17.17,4-zone-wireless-pump-relay,44351042125927,7715607085159
ENVI-EWS-HEATER-GUARD-3/4,Environmental Water Systems,Water Filters,508.83,1.44,353.4,17.15,heater-guard-3-4-prolong-the-life-of-your-water-heater-and-prevent-expensive-repairs,44350696652903,7715412410471
GVLF-474-200.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,507.93,0.5,1015.9,17.12,2x1-fitting-reducer-316-stainless-steel-press,44353402798183,7716758126695
GVLF-474-200.150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,507.93,0.5,1015.9,17.12,2x1-1-2-fitting-reducer-316-stainless-steel-press,44353402830951,7716758159463
HONE-THX9421R5021WW/U,Resideo,Smart Thermostats,505.98,0.7,722.8,17.05,2-wire-iaq-high-definition-color-touchscreen-white-front-white-side-thermostat-with-redlink-technology,44351327764583,7715746152551
VEGA-22293,Viega,Press Fittings - Copper (CTS),503.94,1.5,336.0,16.98,2-1-2-x-2-1-2-x-1-p-p-p-tee-reducing-propress,44353444544615,7716793024615
GVLF-476-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,503.04,0.34,1479.5,16.95,2-male-adapter-316-stainless-steel-press,44353403322471,7716758650983
MLWV-BA-475B-212,Milwaukee Valve,FIP Ball Valves,498.31,1.83,272.3,16.79,2-1-2-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,44350951653479,7715564945511
MLWV-BA-485B-212,Milwaukee Valve,Sweat Ball Valves,498.31,2.06,241.9,16.79,2-1-2-swt-x-swt-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,44350952341607,7715565437031
MILW-2829-20,Milwaukee Tools,Band Saws (M18),498.15,0.73,682.4,16.79,m18-fuel-compact-band-saw-tool-only,44350915182695,7715536240743
TOTO-TSTDR,Toto,Shower and Tub-Shower Valves,497.7,0.9,553.0,16.77,toto-usa-thermostatic-mixing-dual-volume-control-1-2-threaded,44353399390311,7716754751591
VEGA-28675,Viega,Press Fittings - Gas,497.28,0.95,523.5,16.76,2-1-2-x-2-1-2-x-1-1-2-p-p-p-tee-reducing-megapress-g,44353452015719,7716800168039
VEGA-28765,Viega,Press Fittings - Gas,496.59,0.95,522.7,16.74,4x4-p-fpt-female-adapter-megapress-g,44353452441703,7716800594023
DELT-55530-CZ,Delta,Hand Shower Sets,496.53,2.14,232.0,16.73,delta-vero-premium-single-setting-adjustable-wall-mount-handshower-champagne-bronze,44350540906599,7715360079975
VEGA-28660,Viega,Press Fittings - Gas,496.42,0.95,522.5,16.73,2-1-2-x-2-1-2-x-2-1-2-p-p-p-tee-reducing-megapress-g,44353451917415,7716800069735
MILW-48-11-1852,Milwaukee Tools,M18 Batteries,496.08,1.5,330.7,16.72,m18-redlithium-xc5-0-extended-capacity-battery-two-pack,44350919934055,7715540959335
HLEV-45-550,Hydrolevel Company,Low Water Cut-Offs,494.25,2.19,225.7,16.66,120-volt-low-water-cut-off-manual-reset-for-gas-oil,44350818025575,7715475882087
HONE-TK30PV125SNK/U,Resideo,Boiler Trim Kits,493.78,2.19,225.5,16.64,tk30-boiler-trim-kit-with-1-25-sweat-supervent-nk300s-combo,44351328485479,7715746414695
MATC-HS-600ORB,Matco-Norca,Tub-Shower Trim Sets,492.21,1.0,492.2,16.59,hs-600orb-slide-bar-shower-system-oil-rubbed-bronze,44350905450599,7715527393383
MOEN-T3111ORB,Moen,Volume Control Trims,491.19,1.96,250.6,16.55,moen-kingsley-single-handle-moentrol-valve-trim-kit-in-oil-rubbed-bronze-valve-not-included,44350989205607,7715587358823
VEGA-20803,Viega,Press Fittings - Copper (CTS),490.8,1.75,280.5,16.54,2-1-2-x-2-1-2-x-1-1-2-p-p-p-tee-reducing-propress,44353443496039,7716791976039
HONE-TK30PV100PNKP/U,Resideo,Boiler Trim Kits,490.35,2.19,223.9,16.52,tk30-boiler-trim-kit-with-1-press-supervent-press-nk300s-combo,44351327797351,7715746185319
RHEE-SP12143K,Rheem Manufacturing,"Pilot, Burner & Ignition Parts",489.87,0.95,515.7,16.51,igniter-kit-with-1-igniter-collar-and-gasket-1-209mw-white-1-4-x-4-aqua-protech-preprinted-label-for-water-heater,44351356141671,7715760472167
GVLF-A7050SS-200-304,Gruvlok,Gruvlok Fittings,489.21,1.32,370.6,16.49,2-90-elbow-304-stainless-steel-gr-x-gr,44350748524647,7715449798759
MLWV-509T-200,Milwaukee Valve,Check Valves,487.98,1.33,366.9,16.44,2-fip-x-fip-bronze-check-valve-125-swp-200-wog-horizonatal-swing-bronze-seat-tfe-disc,44350950080615,7715563569255
DAYT-D-22519-1,Dayton,Drop-In Sinks,487.5,1.0,487.5,16.43,dayton-stainless-steel-25-x-19-x-6-5-16-1-hole-equal-double-bowl-drop-in-sink,44350519214183,7715346677863
GNES-10700108,Southwire,Mini-Split Wire,487.39,2.19,222.6,16.43,14-4-stranded-thhn-600v-wire-250-black,44353369604199,7716726308967
VEGA-28680,Viega,Press Fittings - Gas,486.44,0.95,512.0,16.39,2-1-2-x-2-1-2-x-2-p-p-p-tee-reducing-megapress-g,44353452081255,7716800233575
MOEN-TS1422BN,Moen,Body Sprays,485.58,1.0,485.6,16.36,moen-mosaic-5-3-8-in-2-function-body-spray-in-brushed-nickel,44350992908391,7715590668391
CASH-25847-0045,Cash Acme,Pressure Reducing Valves,483.31,2.4,201.4,16.29,1-1-4-eb45-double-union-sharkbite,44350390403175,7715279143015
GVLF-474-150.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,482.91,0.34,1420.3,16.27,1-1-2x3-4-fitting-reducer-316-stainless-steel-press,44353402667111,7716757995623
VEGA-28750,Viega,Press Fittings - Gas,482.43,0.95,507.8,16.26,4x4-p-mpt-male-adapter-megapress-g,44353452343399,7716800495719
IBCT-P-824,IBC,IBC Parts,482.25,2.19,220.2,16.25,gas-valve-replacement-kit,44350820745319,7715478044775
GVLF-A7072SS-300.250-304,Gruvlok,Gruvlok Fittings,481.54,1.32,364.8,16.23,3-x-2-1-2-concentric-reducer-304-stainless-steel-gr-x-gr,44350752718951,7715451076711
HONE-TK30PV100SNK/U,Resideo,Boiler Trim Kits,481.05,2.19,219.7,16.21,tk30-boiler-trim-kit-with-1-sweat-supervent-nk300s-combo,44351327862887,7715746250855
HONE-YERM5220RVPEIM/U,Resideo,RedLINK Accessories,480.25,2.19,219.3,16.18,redlink-equipment-remote-module-kit,44351338250343,7715751297127
MOEN-TS2201BL,Moen,Pressure Balance Valve Trims,480.17,1.71,280.8,16.18,moen-doux-1-handle-posi-temp-valve-trim-kit-in-matte-black-valve-not-included,44350992973927,7715590733927
IBCT-P-272B,IBC,IBC Parts,478.06,2.19,218.3,16.11,safety-ignition-module-sim-kit-vfc-retro-fit,44350819860583,7715477291111
TEKM-087,tekmar Control Systems,Sensors,477.0,0.2,2385.0,16.07,tekmar-outdoor-sensor-087,44353382383719,7716737810535
MILW-49-16-2613,Milwaukee Tools,PEX Expansion Tools,476.36,1.76,270.7,16.05,2-propex-expander-head-for-m18-fuel-2-propex-expander,44350937661543,7715554820199
DELT-T17051-PN,Delta,Pressure Balance Valve Trims,475.2,1.0,475.2,16.01,delta-dryden-monitor-17-series-valve-only-trim-polished-nickel,44350582751335,7715374858343
CHEM-200-TRANS-CPL,Charlotte Pipe,ChemDrain Fittings,473.33,0.52,910.2,15.95,2-transition-coupling-spigot-x-spigot-cpvc-chemical-drainage-fitting,44350421794919,7715301621863
MILW-48-22-9487,Milwaukee Tools,"1/2"" Drive",472.65,2.0,236.3,15.93,47-piece-1-2-drive-ratchet-socket-set-with-packout-low-profile-organizer,44350930255975,7715549216871
VEGA-28880,Viega,Press Fittings - Gas,469.46,0.95,494.2,15.82,3-x-3-megapressg-x-flanged-200-psi-zinc-nickel-coated-carbon-steel-hnbr-sealing-element-straight-flange,44353453326439,7716801413223
APOL-34ALF-213-T,Apollo-Conbraco,Mixing Valve - Thermostatic,468.64,1.9,246.7,15.79,apollo-bronze-thermostatic-mixing-valve-1-2-3-x-fnpt,44350277779559,7715227009127
WEBS-H-30617W,Webstone,Specialty Ball Valves,468.63,1.8,260.3,15.79,2-pex-f1960-full-port-ball-valve-with-hose-drain,44353490157671,7716836704359
CALE-546196A,Caleffi North America,Air & Dirt Separators,465.84,2.19,212.7,15.7,discal-dirtmag-air-dirt-separator-w-magnet-1-sweat,44350382538855,7715272523879
CTRO-ISQKR02,Centrotherm,Polypropylene Single Wall Venting,464.91,2.19,212.3,15.67,2-single-wall-quick-kit-roof-termination,44350394794087,7715283533927
GVLF-652-250.100,Gruvlok,Gruvlok Copper Fittings,463.9,0.5,927.8,15.63,2-1-2-x-1-fitting-reducer-copper-gr-x-swt,44350735384679,7715440689255
GVLF-652-250.125,Gruvlok,Gruvlok Copper Fittings,463.9,0.6,773.2,15.63,2-1-2-x-1-1-4-fitting-reducer-copper-gr-x-swt,44350735417447,7715440722023
GVLF-652-250.150,Gruvlok,Gruvlok Copper Fittings,463.9,0.6,773.2,15.63,2-1-2-x-1-1-2-fitting-reducer-copper-gr-x-swt,44350735450215,7715440754791
GVLF-652-250.200,Gruvlok,Gruvlok Copper Fittings,463.9,0.6,773.2,15.63,2-1-2-x-2-fitting-reducer-copper-gr-x-swt,44350735482983,7715440787559
MOEN-UT3290BL,Moen,Pressure Balance Valve Trims,463.65,1.0,463.6,15.63,moen-align-m-core-3-series-2-handle-shower-trim-with-integrated-transfer-valve-in-matte-black-valve-sold-separately,44350994776167,7715592142951
GVLF-7076-250.150-PNTD,Gruvlok,Gruvlok Fittings,462.72,1.3,355.9,15.59,2-1-2-x-1-1-2-male-adapter-painted-gr-x-mpt,44350745247847,7715447832679
MOEN-T2192EPBL,Moen,Shower Trim Sets,462.18,1.0,462.2,15.58,moen-align-single-handle-posi-temp-eco-performance-shower-faucet-trim-kit-in-matte-black-valve-sold-separately,44350986715239,7715585196135
VEGA-79695,Viega,Press Fittings - Copper (CTS),461.96,0.8,577.4,15.57,2-x-2-propress-x-flanged-300-psi-0-84-thick-lead-free-bronze-epdm-sealing-element-2-piece-straight-adapter-flange,44353479835751,7716826972263
GEBE-115.883.KH.1,Geberit,Toilet Repair Parts & Accessories,461.47,0.94,490.9,15.55,geberit-9-7-x-6-5-0-5-thick-polished-chrome-with-matte-chrome-accent-molded-plastic-1-6-0-8-gpf-2-flush-actuator-plate-with-mounting-frame-for-sigma30-concealed-toilet-tank,44350706548839,7715420012647
GVLF-442-050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,460.71,0.5,921.4,15.53,1-2-tee-316-stainless-steel-press,44353401290855,7716756619367
GVLF-650-250.200,Gruvlok,Gruvlok Copper Fittings,459.04,1.4,327.9,15.47,2-1-2-x-2-coupling-reducing-copper-gr,44350734860391,7715440230503
GVLF-650-300.200,Gruvlok,Gruvlok Copper Fittings,459.04,1.4,327.9,15.47,3-x-2-coupling-reducing-copper-gr,44350734893159,7715440263271
GVLF-650-300.250,Gruvlok,Gruvlok Copper Fittings,459.04,1.4,327.9,15.47,3-x-2-1-2-coupling-reducing-copper-gr,44350734991463,7715440328807
GVLF-7087-200-PNTD,Gruvlok,Gruvlok Fittings,459.04,1.6,286.9,15.47,2-female-adapter-painted-gr-x-fpt,44350745739367,7715448258663
GVLF-7087-250-PNTD,Gruvlok,Gruvlok Fittings,459.04,1.6,286.9,15.47,2-1-2-female-adapter-painted-gr-x-fpt,44350745772135,7715448291431
VEGA-20838,Viega,Press Fittings - Copper (CTS),458.7,0.8,573.4,15.46,4x4-p-mpt-male-adapter-propress,44353443922023,7716792402023
HGRO-15862001,Hansgrohe,Pressure Balance Valve Trims,457.2,1.0,457.2,15.41,hansgrohe-ecostat-pressure-balance-trim-square-with-diverter-in-chrome,44350761042023,7715455238247
GVLF-7074T-250-PNTD,Gruvlok,Gruvlok Fittings,456.76,0.52,878.4,15.39,2-1-2-cap-painted-gr,44350745051239,7715447668839
BRIZ-81330-PN,Brizo,Single-Function Shower Heads,453.94,1.95,232.8,15.3,brizo-virage-h2okinetic-square-raincan-shower-head-polished-nickel,44350370971751,7715262365799
CASH-25873-0045,Cash Acme,Pressure Reducing Valves,449.55,0.8,561.9,15.15,1-1-4-in-eb45-double-union-pex-a-expansion-pressure-regulating-valve,44350390468711,7715279208551
IBCT-P-270B,IBC,IBC Parts,448.37,2.19,204.7,15.11,safety-ignition-module-sim-kit,44350819729511,7715477192807
MOUN-MT10-8/PN,Mountain Plumbing Products,Rain Heads,447.53,2.0,223.8,15.08,8-round-rain-head-polished-nickel,44350996316263,7715593486439
GVLF-479-050.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,446.88,0.34,1314.4,15.06,1-2x3-4-female-adapter-316-stainless-steel-press,44353404010599,7716759273575
CTRO-ISVL086,Centrotherm,Polypropylene Single Wall Venting,445.03,2.19,203.2,15.0,8-x-72-polypro-single-wall-vent-pipe,44350395580519,7715284320359
GVLF-7045-600.125-E-PNTD,Gruvlok,Gruvlok Fittings,444.38,0.52,854.6,14.98,6-x-1-1-4-tee-branch-threaded-painted-gr-x-fip-epdm-green,44350739578983,7715443966055
HGRO-75010001,Hansgrohe,Single-Hole Faucets,443.7,0.99,448.2,14.95,hansgrohe-vivenis-single-hole-faucet-80-with-pop-up-drain-1-2-gpm-in-chrome,44350772576359,7715459203175
MOEN-T2262EPBL,Moen,Shower Trim Sets,443.52,1.0,443.5,14.95,moen-cia-matte-black-posi-temp-r-shower-only,44350987403367,7715585753191
VEGA-20704,Viega,Press Fittings - Copper (CTS),443.4,0.8,554.2,14.94,2-1-2-x-2-x-3-4-p-p-p-tee-reducing-propress,44353441923175,7716790960231
HONE-PCVF-ECM2020/U,Resideo,Variable Speed Circulators,442.56,2.19,202.1,14.91,wet-rotor-universal-ecm-120v-circulator,44351319703655,7715740319847
BURN-109729-01,US Boiler,US Boiler Parts,440.75,2.19,201.3,14.85,gas-cvrsn-nat-to-lp-2-section-0-2-000-ft-series-2e-hge,44353435238503,7716785258599
DELT-T17459-CZ,Delta,Tub-Shower Trim Sets,439.02,1.0,439.0,14.79,delta-trinsic-monitor-17-series-h2okinetic-tub-shower-trim-champagne-bronze,44350583242855,7715375284327
MILW-48-20-5488,Milwaukee Tools,Masonry Bits & Chisels,438.99,0.87,504.6,14.79,5-x-22-one-piece-spline-core-bit,44350920556647,7715541581927
MILW-2429-21XC,Milwaukee Tools,Band Saws (M12),438.92,0.73,601.3,14.79,m12-cordless-sub-compact-band-saw-kit,44350913544295,7715534602343
HONE-YTH6320R1001/U,Resideo,Programmable Thermostats,438.92,0.81,541.9,14.79,thermostat-with-air-sensor-and-equipment-module,44351338315879,7715751362663
MPEX-3250200,MrPEX Systems,Manifolds (Radiant Heating),437.65,0.8,547.1,14.75,2-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003164775,7715599188071
VEGA-57247,Viega,Press Jaws,434.97,0.9,483.3,14.66,3-4-steel-standard-jaw-for-pressgun-6-standard-tool-stainless-steel-pipe,44353473347687,7716821041255
RHEE-SP20991,Rheem Manufacturing,Gas Valves & Controls,434.33,2.0,217.2,14.64,combination-gas-control-kit-ng,44351358042215,7715762307175
RHEE-AP17920,Rheem Manufacturing,Tankless Repair Parts,433.22,0.5,866.4,14.6,recirculation-pump-kit-for-tankless-water-heater,44351339593831,7715752607847
TEKM-564,tekmar Control Systems,Smart Thermostats,432.0,0.7,617.1,14.56,tekmar-thermostat-2-heat-1-cool-1-fan-564,44353384251495,7716739645543
SIOU-834-6DIR,Sioux Chief,Cleanouts,431.26,0.38,1134.9,14.53,cleanout-finishline-6-no-hub-9-ductile-iron-cover,44351401918567,7715786195047
VEGA-22278,Viega,Press Fittings - Copper (CTS),430.54,1.84,234.0,14.51,2-1-2-x-2-x-2-p-p-p-tee-reducing-propress,44353444479079,7716792959079
ROHL-R46,Rohl,Shower and Tub-Shower Valves,429.97,0.9,477.7,14.49,3-4-therm-pressure-balance-rough-in-valve-multi-function-system-npt-or-sweat-connection,44351361810535,7715764600935
HONE-L8148E1299/U,Resideo,Aquastats & Wells,428.92,1.4,306.4,14.45,aquastat-relay-180-to-240-f-range-with-15-degree-f-fixed-differential-low-volt-millivolt-hone-l8148e1299-u,44351318753383,7715739730023
MOEN-T3691BL,Moen,Pressure Balance Valve Trims,427.32,1.83,233.5,14.4,moen-voss-matte-black-moentrol-r-valve-trim,44350989402215,7715587522663
MILW-3841-20,Milwaukee Tools,Portable Power,427.15,0.73,585.1,14.39,m18-hotshot-jump-starter,44350916821095,7715537879143
VEGA-20720,Viega,Press Fittings - Copper (CTS),425.69,2.09,203.7,14.35,4x2-p-p-reducer-propress,44353442218087,7716791255143
MLWV-1509T-112,Milwaukee Valve,Check Valves,425.43,1.33,319.9,14.34,1-1-2-swt-x-swt-bronze-check-valve-125-swp-200-wog-horizontal-swing-bronze-seat-teflon-disc,44350949097575,7715562717287
VEGA-28795,Viega,Press Fittings - Gas,421.14,0.95,443.3,14.19,4x4-p-p-coupling-megapress-g-vega-28795,44353452605543,7716800757863
HONE-F76S1015,Resideo,Water Filters,420.12,1.44,291.8,14.16,3-4-in-water-filter,44351311970407,7715737010279
BURN-102714-01,US Boiler,US Boiler Parts,418.94,1.0,418.9,14.12,kit-iq-lwco-manual-reset-includes-sensor,44353434484839,7716784537703
RHEE-SP20231,Rheem Manufacturing,Gas Valves & Controls,413.83,2.0,206.9,13.95,natural-gas-control-thermostat-for-gas-water-heater-rhee-sp20231,44351356764263,7715761094759
VEGA-28870,Viega,Press Fittings - Gas,413.53,0.95,435.3,13.94,4-cap-megapress-g,44353453260903,7716801347687
WOOD-67P-12,"Woodford Manufacturing Company, LLC",Freezeless Hydrants,411.88,1.51,272.8,13.88,model-67-freezeless-hydrants-fip-3-4-connection-wall-depth-12,44353496907879,7716842864743
GVLF-474-150.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,411.18,0.34,1209.4,13.86,1-1-2x1-fitting-reducer-316-stainless-steel-press,44353402699879,7716758028391
HONE-L4008A1130/U,Resideo,Aquastats & Wells,411.06,1.4,293.6,13.85,high-or-low-limit-aquastat-range-130-270-f-adjustable-differential-spst-contacts-break-on-temperature-rise-remote-bulb-120-in-capillary-length,44351316787303,7715739009127
COPF-125-UFA-LF,Mueller Streamline,Copper Sweat Fittings,409.19,1.43,286.1,13.79,1-1-4-copper-sweat-fittings-union-cxf-c-x-fpt,44351088656487,7715634184295
T&SB-B-2360-01,T&S Brass & Bronze Works,Drinking Fountain & Cooler Parts & Accessories,408.01,0.8,510.0,13.75,bubbler-flexible-mouth-guard-push-button-metering-handle-flow-control,44353377009767,7716733059175
HONE-VWS02Y-11/4,Resideo,Leak Detection Valves,407.46,0.6,679.1,13.73,l5-wifi-actuator-with-1-1-4-in-npt-ball-valve,44351336939623,7715750936679
GVLF-70-400-EP-PNTD,Gruvlok,Gruvlok Fittings,407.03,0.52,782.7,13.72,4-slidelok-coupling-painted-gr-x-gr-epdm-green-red,44350736105575,7715441311847
GVLF-660-300,Gruvlok,Gruvlok Copper Fittings,406.54,1.3,312.7,13.7,3-cap-copper-gr,44350735810663,7715441049703
JOMA-600-04DSBL,Jomar,Butterfly Valves,406.47,1.8,225.8,13.7,4-lug-style-epoxy-coated-ductile-iron-body-stainless-steel-disc,44350834901095,7715488759911
JOMA-600-04DSEL,Jomar,Butterfly Valves,406.47,1.8,225.8,13.7,4-lug-style-epoxy-coated-ductile-iron-body-stainless-steel-disc-joma-600-04dsel,44350834933863,7715488792679
HONE-YTH5320R1000/U,Resideo,Non-Programmable Thermostats,405.97,0.5,811.9,13.68,redlink-equipment-interface-module-for-3-heat-2-cool-pump-system,44351338283111,7715751329895
RHEE-SP14904A,Rheem Manufacturing,Gas Valves & Controls,405.74,2.0,202.9,13.67,natural-gas-water-heater-gas-control-thermostat,44351356436583,7715760767079
DIAB-DHS08SCTR,Diablo,Carbide Hole Saws,404.75,0.24,1686.5,13.64,diablo-demo-demon-carbide-teeth-rough-in-hole-saw-set-8-piece,44350594416743,7715380232295
CHEM-800-ST45,Charlotte Pipe,ChemDrain Fittings,404.72,0.52,778.3,13.64,8-45-deg-street-elbow-spigot-x-hub-cpvc-chemical-drainage-fitting,44350425137255,7715304243303
JOMA-TGG-EFF,Jomar,Balancing Valves,404.13,1.8,224.5,13.62,1-1-2-fip-balance-valve-threaded-connection-variable-orifice,44350836211815,7715489841255
VEGA-28745,Viega,Press Fittings - Gas,402.84,0.95,424.0,13.58,3x3-p-mpt-male-adapter-megapress-g,44353452310631,7716800462951
GVLF-476-150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,402.44,0.34,1183.6,13.56,1-1-2-male-adapter-316-stainless-steel-press,44353403191399,7716758519911
GVLF-484-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,402.44,2.0,201.2,13.56,2-cap-316-stainless-steel-press,44353404731495,7716759994471
VEGA-20715,Viega,Press Fittings - Copper (CTS),401.29,1.51,265.8,13.52,3-x-2-1-2-p-p-reducer-propress,44353442152551,7716791189607
GROH-19.867EN3,Grohe,Pressure Balance Valve Trims,400.19,1.7,235.4,13.49,pressure-balance-valve-trim-with-diverter-in-grohe-brushed-nickel,44350721425511,7715428892775
MILW-48-11-1850R,Milwaukee Tools,M18 Batteries,399.54,1.5,266.4,13.46,m18-redlithium-xc5-0-resistant-battery,44350919868519,7715540893799
RECT-83809,RectorSeal,Equipment Installation & Mounting,399.17,1.5,266.1,13.45,aspen-pumps-83809-mini-aqua-condensate-pump-easy-installation-100-250v,44351289720935,7715724099687
ROHL-R23-EX,Rohl,Shower and Tub-Shower Valves,399.0,0.9,443.3,13.45,1-2-therm-pressure-balance-rough-in-valve-with-up-to-3-functions-f1960-expansion-pex-fittings,44351361744999,7715764535399
MILW-2960-20,Milwaukee Tools,Impact Wrenches (M18),398.79,0.73,546.3,13.44,m18-fuel-3-8-mid-torque-impact-wrench-w-friction-ring,44350916132967,7715537191015
MILW-2962-20,Milwaukee Tools,Impact Wrenches (M18),398.79,0.73,546.3,13.44,m18-fuel-1-2-mid-torque-impact-wrench-w-friction-ring,44350916165735,7715537223783
VEGA-28605,Viega,Press Fittings - Gas,398.58,0.95,419.6,13.43,3x3-p-p-90-deg-elbow-megapress-g,44353451556967,7716799709287
VEGA-28620,Viega,Press Fittings - Gas,398.58,0.95,419.6,13.43,3x3-p-ftg-ips-90-deg-elbow-street-megapress-g,44353451655271,7716799807591
VEGA-28635,Viega,Press Fittings - Gas,398.58,0.95,419.6,13.43,3x3-p-p-45-deg-elbow-megapress-g,44353451753575,7716799905895
VEGA-28650,Viega,Press Fittings - Gas,398.58,0.95,419.6,13.43,3x3-p-ftg-ips-45-deg-elbow-street-megapress-g,44353451851879,7716800004199
MILW-2782-20,Milwaukee Tools,Circular Saws (M18),398.12,0.73,545.4,13.42,m18-fuel-metal-cutting-circular-saw,44350914887783,7715535945831
MILW-2792-20,Milwaukee Tools,Radios & Speakers,397.97,0.73,545.2,13.41,m18-jobsite-radio-charger,44350914953319,7715536011367
MILW-0821-20,Milwaukee Tools,Miscellaneous Tools & Accessories,393.9,0.73,539.6,13.27,m18-brushless-18-fan,44350912135271,7715533226087
