Handle,Command,Metafield: product.length [dimension],Metafield: product.width [dimension],Metafield: product.height [dimension]
p1000axl-pressure-relief-valve-set-at-125psi,UPDATE,"{""value"": 3.438, ""unit"": ""in""}","{""value"": 2.0, ""unit"": ""in""}","{""value"": 1.5, ""unit"": ""in""}"
p1000axl-pressure-relief-valve-set-at-150-psi,UPDATE,"{""value"": 3.438, ""unit"": ""in""}","{""value"": 2.0, ""unit"": ""in""}","{""value"": 1.5, ""unit"": ""in""}"
p1000axl-pressure-relief-valve-set-at-30-psi,UPDATE,"{""value"": 3.438, ""unit"": ""in""}","{""value"": 2.0, ""unit"": ""in""}","{""value"": 1.5, ""unit"": ""in""}"
1-model-375-375xl-complete-internals-repair-kit,UPDATE,"{""value"": 6.88, ""unit"": ""in""}","{""value"": 4.88, ""unit"": ""in""}","{""value"": 2.0, ""unit"": ""in""}"
975xl-complete-rubber-repair-kit-compatible-with-the-1-1-4-2-model-975xl-and-975xl2,UPDATE,"{""value"": 8.9, ""unit"": ""in""}","{""value"": 8.4, ""unit"": ""in""}","{""value"": 5.3, ""unit"": ""in""}"
rubber-and-springs-repair-kit-compatible-with-the-1-4-1-2-model-975xl-and-975xl2-and-3-8-1-2-975xlst,UPDATE,"{""value"": 2.6, ""unit"": ""in""}","{""value"": 5.3, ""unit"": ""in""}","{""value"": 5.6, ""unit"": ""in""}"
1-4-1-2-975xl-xl2-complete-poppets-springs-and-seats-repair-kit,UPDATE,"{""value"": 2.6, ""unit"": ""in""}","{""value"": 5.3, ""unit"": ""in""}","{""value"": 5.6, ""unit"": ""in""}"
1-2-3-4-375-375xl-375st-complete-internals-repair-kit,UPDATE,"{""value"": 6.88, ""unit"": ""in""}","{""value"": 4.88, ""unit"": ""in""}","{""value"": 2.0, ""unit"": ""in""}"
3-4-1-model-950xl-standard-repair-kit,UPDATE,"{""value"": 2.6, ""unit"": ""in""}","{""value"": 5.3, ""unit"": ""in""}","{""value"": 5.6, ""unit"": ""in""}"
3-4-1-975xl-xl2-complete-repair-kit,UPDATE,"{""value"": 2.6, ""unit"": ""in""}","{""value"": 5.3, ""unit"": ""in""}","{""value"": 5.6, ""unit"": ""in""}"
3-4-1-model-975xl-xl2-rubber-repair-kit,UPDATE,"{""value"": 8.9, ""unit"": ""in""}","{""value"": 8.4, ""unit"": ""in""}","{""value"": 5.3, ""unit"": ""in""}"
4-temperature-and-pressure-relief-valve,UPDATE,"{""value"": 6.5, ""unit"": ""in""}","{""value"": 1.25, ""unit"": ""in""}","{""value"": 1.25, ""unit"": ""in""}"
4-temperature-and-pressure-relief-valve-wilk-tp1100a-4c-150c,UPDATE,"{""value"": 6.5, ""unit"": ""in""}","{""value"": 1.25, ""unit"": ""in""}","{""value"": 1.25, ""unit"": ""in""}"
3-temperature-and-pressure-relief-valve,UPDATE,"{""value"": 6.5, ""unit"": ""in""}","{""value"": 1.25, ""unit"": ""in""}","{""value"": 1.25, ""unit"": ""in""}"
