sku,titulo,perfil,preco_usd,peso_real_lb,volume_pol3,peso_dimensional_lb,lb_extra_faturado,razao_dim_real,acao
DELT-4159-DST,Delta 4159-DST Trinsic® Single Handle Pull-Out Kitchen Faucet Chrome,General,513.0,5.85,1143.0,8.22,2.37,1.4,mover p/ Freight ou Standard
HGRO-15724671,hansgrohe 15724671 Ecostat Square Pressure Balance Trim in Matte Black,General,357.3,1.0,469.0,3.37,2.37,3.4,mover p/ Freight ou Standard
DELT-4159-BL-DST,Delta 4159-BL-DST Trinsic® Single Handle Pull-Out Kitchen Faucet Matte Black,General,655.2,5.85,1143.0,8.22,2.37,1.4,mover p/ Freight ou Standard
GROH-29.137000,Grohe 29137000 Dual Function Thermostatic Valve Trim in GROHE CHROME,General,650.79,1.78,576.0,4.14,2.36,2.3,mover p/ Freight ou Standard
DXVF-D35005511.191,DXV D35005511.191 2-Handle Thermostatic Rough Valve with Volume Control,General,657.6,0.9,451.0,3.25,2.35,3.6,mover p/ Freight ou Standard
GROH-29.138000,Triple Function Thermostatic Valve Trim in GROHE CHROME 29138000,General,700.9,1.8,576.0,4.14,2.34,2.3,mover p/ Freight ou Standard
HGRO-04820670,hansgrohe 04820670 Locarno Thermostatic Trim with Volume Control and Diverter in Matte Black,General,860.4,1.0,465.0,3.34,2.34,3.3,mover p/ Freight ou Standard
SIOU-622-L08,"Sioux Chief 622-L08 1/2"" x 8"" Male Sweat Bullet Stub Out",Standard,4.72,0.18,349.0,2.51,2.33,13.9,revisar cotacao
SIOU-672X04C0,"Sioux Chief 672X04C0 PEX Manifold 1"" CPVC Trunk with 4 1/2"" ports",General,39.83,0.84,439.0,3.16,2.32,3.8,mover p/ Freight ou Standard
FLUI-B1F09,"Fluidmaster B1F09 3/8"" x 1/2"" x 9"" COMP x FIP - Faucet Supply - Braided Stainless Steel",Standard,5.15,0.2,346.0,2.49,2.29,12.4,revisar cotacao
HGRO-28631820,"hansgrohe 28631820 Unica Wallbar S, 36"" in Brushed Nickel",General,395.1,2.97,731.0,5.26,2.29,1.8,mover p/ Freight ou Standard
DURA-790112000000000,Duravit 790112000000000 Tile Flange,General,351.0,3.5,803.0,5.78,2.28,1.7,mover p/ Freight ou Standard
DELT-BT13210,Delta BT13210 Foundations® Monitor® 13 Series Shower Trim Chrome,General,80.93,2.04,601.0,4.32,2.28,2.1,mover p/ Freight ou Standard
HGRO-15739001,hansgrohe 15739001 Ecostat S Pressure Balance Trim in Chrome,General,270.9,1.0,453.0,3.26,2.26,3.3,mover p/ Freight ou Standard
MOEN-T2138EPBN,Moen T2138EPBN Eva Brushed nickel Posi-Temp(R) shower only,General,214.2,1.0,452.0,3.25,2.25,3.3,mover p/ Freight ou Standard
GROH-29.136000,Single Function Thermostatic Valve Trim in GROHE CHROME 29136000,General,596.12,1.77,559.0,4.02,2.25,2.3,mover p/ Freight ou Standard
HGRO-27185821,"hansgrohe 27185821 Croma Showerpipe 220 1-Jet, 2.5 GPM in Brushed Nickel",General,1848.6,15.62,2481.0,17.85,2.23,1.1,mover p/ Freight ou Standard
BRAS-G2CEPX14X-C,"BrassCraft G2CEPX14X C 1/2"" x 3/8"" Straight Stop - F1960 X Comp, Chrome",Standard,14.77,2.0,583.0,4.19,2.19,2.1,revisar cotacao
TOTO-THU343,"Toto USA THU343 - 2"" x 4"", HDPE, PVC, Outlet Drain Kit for DuoFit/Dual-Max 1.6/0.9 GPF In-Wall Toilet Tank System",General,64.23,0.63,390.0,2.81,2.18,4.5,mover p/ Freight ou Standard
SIOU-660-GTC0,"Sioux Chief 660-GTC0 1/4"" Compression Mini-Rester",General,31.12,0.59,383.0,2.75,2.16,4.7,mover p/ Freight ou Standard
SIOU-698-EX,Sioux Chief 698-EX Omni Panel Frame Extension,Standard,3.07,0.1,314.0,2.26,2.16,22.6,revisar cotacao
AMST-5901.100SS.020,American Standard 5901100SS.020 Commercial Heavy Duty Open Front Elongated Toilet Seat with EverClean® Surface and Self-sustaining Hinges White,Standard,43.28,3.4,773.0,5.56,2.16,1.6,revisar cotacao
TOTO-LT569-01,"TOTO® 17"" x 14"" Oval Undermount Bathroom Sink, Cotton White - LT569#01",Standard,117.0,17.4,2719.0,19.56,2.16,1.1,revisar cotacao
CTRO-ISLPT0303,"Centrotherm 3"" Low Profile Wall Termination",General,118.27,1.95,570.0,4.1,2.15,2.1,mover p/ Freight ou Standard
CTRO-ISLPT0202,"Centrotherm 2"" Low Profile Wall Termination",General,78.86,1.95,570.0,4.1,2.15,2.1,mover p/ Freight ou Standard
DELT-B1310LF-SS,Delta B1310LF-SS Foundations® Single Handle Kitchen Faucet Stainless,Standard,135.8,5.0,990.0,7.12,2.12,1.4,revisar cotacao
TOTO-SS124-01,"TOTO SoftClose Non Slamming, Slow Close Elongated Toilet Seat and Lid, Cotton White - SS124#01",Standard,100.62,5.0,990.0,7.12,2.12,1.4,revisar cotacao
TOTO-SS124-12,"TOTO SoftClose Non Slamming, Slow Close Elongated Toilet Seat and Lid, Sedona Beige - SS124#12",Standard,115.44,5.0,990.0,7.12,2.12,1.4,revisar cotacao
TOTO-SS124-11,"TOTO SoftClose Non Slamming, Slow Close Elongated Toilet Seat and Lid, Colonial White - SS124#11",Standard,100.62,5.0,990.0,7.12,2.12,1.4,revisar cotacao
HGRO-28632830,"hansgrohe 28632830 Unica Wallbar S, 24"" in Polished Nickel",General,336.6,2.53,644.0,4.63,2.1,1.8,mover p/ Freight ou Standard
TOTO-UT104E-01,Toto UT104E#01 COMMERCIAL WASHOUT URINAL W/ TOP SPUD--COTTON,General,250.38,34.0,5015.0,36.08,2.08,1.1,mover p/ Freight ou Standard
DELT-470-DST,Delta 470-DST Signature Single Handle Pull-Out Kitchen Faucet Chrome,General,496.53,5.0,982.0,7.07,2.07,1.4,mover p/ Freight ou Standard
SIOU-660-HB,Sioux Chief 660-HB Hose Tee Mini-Rester,General,23.89,0.46,349.0,2.51,2.05,5.5,mover p/ Freight ou Standard
HGRO-04880000,hansgrohe 04880000 Ecostat Diverter Trim Square Trio/Quattro in Chrome,General,221.4,1.0,424.0,3.05,2.05,3.1,mover p/ Freight ou Standard
VEGA-28710,"Viega 28710 4""x4""x2"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,754.06,0.95,415.0,2.98,2.03,3.1,mover p/ Freight ou Standard
DELT-T17238,Delta T17238 Lahara® Monitor® 17 Series Shower Trim Chrome,General,242.92,2.7,658.0,4.73,2.03,1.8,mover p/ Freight ou Standard
DELT-T13420-SS,Delta T13420-SS Classic Monitor® 13 Series Tub & Shower Trim Stainless,General,196.63,2.6,642.0,4.62,2.02,1.8,mover p/ Freight ou Standard
MOEN-UT3290BL,Moen UT3290BL Align M-CORE 3-Series 2-Handle Shower Trim with Integrated Transfer Valve in Matte Black (Valve Sold Separately),General,463.65,1.0,418.0,3.01,2.01,3.0,mover p/ Freight ou Standard
SIOU-250-12A,"Sioux Chief 250-12A 2"" ABS Turbovent with Adapter",General,24.63,0.32,323.0,2.32,2.0,7.3,mover p/ Freight ou Standard
HOLD-TRW6,"HoldRite® TRW6 TestRite® 6"" Test Wedge",General,131.09,3.2,722.0,5.2,2.0,1.6,mover p/ Freight ou Standard
MOEN-T5152EPSRN,Moen T5152EPSRN Seena Spot resist brushed nickel Posi-Temp(R) shower only,General,113.07,1.0,417.0,3.0,2.0,3.0,mover p/ Freight ou Standard
HGRO-28632820,"hansgrohe 28632820 Unica Wallbar S, 24"" in Brushed Nickel",General,350.1,2.53,629.0,4.53,2.0,1.8,mover p/ Freight ou Standard
CTRO-IASJBVS,Centrotherm Short John Ball Valve Siphon,Standard,62.37,0.45,340.0,2.45,2.0,5.4,revisar cotacao
MOEN-T5152EP,Moen T5152EP Seena Chrome Posi-Temp(R) shower only,General,54.22,1.0,417.0,3.0,2.0,3.0,mover p/ Freight ou Standard
DELT-T17238-SS,Delta T17238-SS Lahara® Monitor® 17 Series Shower Trim Stainless,General,358.02,2.74,658.0,4.73,1.99,1.7,mover p/ Freight ou Standard
VEGA-28885,"Viega 28885 4"", MegaPressG, 200 PSI, Zinc/Nickel Coated Carbon Steel, HNBR Sealing Element, Flange",General,524.94,0.95,406.0,2.92,1.97,3.1,mover p/ Freight ou Standard
SIOU-878-25,"Sioux Chief 878-25 2-1/2"" PVC C/O Plug with Threaded Brass Insert",Standard,2.7,0.09,285.0,2.05,1.96,22.8,revisar cotacao
MISS-MR56-64,"Mission Rubber MR56-64 6"" Cast Iron/Plastic to 4"" Cast Iron/Plastic Unshielded Rubber Coupling 1406016",Standard,32.2,1.35,459.0,3.3,1.95,2.4,revisar cotacao
HGRO-27617000,"hansgrohe 27617000 Unica Wallbar Classic, 24"" in Chrome",General,295.2,2.75,653.0,4.7,1.95,1.7,mover p/ Freight ou Standard
MISS-MR06-66,"Mission Rubber MR06-66 6"" Concrete to 6"" Cast Iron/Plastic Unshielded Rubber Coupling 1406438",Standard,25.48,1.35,455.0,3.27,1.92,2.4,revisar cotacao
SIOU-622-L06,"Sioux Chief 622-L06 1/2"" x 6"" Male Sweat Bullet Stub Out",Standard,3.71,0.13,285.0,2.05,1.92,15.8,revisar cotacao
BEMI-730SLEC-000,"Bemis 730SLEC-000 - 14-11/16"" x 16-5/8"" x 1-15/16"", White, Plastic, Round, Closed Front, Toilet Seat with Cover",Standard,38.71,3.0,682.0,4.91,1.91,1.6,revisar cotacao
MISS-MR06-64,"Mission Rubber MR06-64 6"" Concrete to 4"" Cast Iron/Plastic Unshielded Rubber Coupling 1406412",Standard,27.05,1.35,453.0,3.26,1.91,2.4,revisar cotacao
AMST-3451.001.020,"American Standard 3451001.020 Madera 1.0 - 1.6 gpf (3.8 - 6.0 Lpf) 15"" Height Top Spud Elongated EverClean® Bowl White",Standard,178.09,56.4,8105.0,58.31,1.91,1.0,revisar cotacao
DURA-0857910000,Duravit 0857910000 1930 series Pedestal in White,General,287.62,28.0,4158.0,29.91,1.91,1.1,mover p/ Freight ou Standard
CTRO-ISVL032,"Centrotherm 3"" x 24"" - PolyPro Single Wall Vent Pipe",Standard,31.96,0.8,373.0,2.68,1.88,3.4,revisar cotacao
VEGA-49615,"Viega 49615 1/2"", ManaBloc x ManaBloc, 1"" Pipe, 100 PSI, Lead-Free, Polysulfone Plastic, 8 Hot/10 Cold Port, Distribution Manifold with 1/4 Turn",General,270.42,3.0,679.0,4.88,1.88,1.6,mover p/ Freight ou Standard
HGRO-27617820,"hansgrohe 27617820 Unica Wallbar Classic, 24"" in Brushed Nickel",General,388.8,2.75,644.0,4.63,1.88,1.7,mover p/ Freight ou Standard
MAAX-106761-000-002-000,Maax 106761-000-002-000 Icon 6034 AcrylX Alcove Shower Base with Center Drain in White,Standard,609.53,60.5,8670.0,62.37,1.87,1.0,revisar cotacao
SIOU-652-A,"Sioux Chief 652-A 1/2"" MIP Hydra-Rester ASSE-A",General,26.73,0.65,349.0,2.51,1.86,3.9,mover p/ Freight ou Standard
VEGA-20863,"Viega 20863 4"" x 4"", ProPress x Flanged, 300 PSI, 0.86"" Thick, Copper, EPDM Sealing Element, 2-Piece, Straight, Adapter Flange",General,606.56,0.8,368.0,2.65,1.85,3.3,mover p/ Freight ou Standard
MOEN-T2470,Moen T2470 Genta LX Posi-Temp Valve Trim with Diverter in Chrome,General,84.41,1.0,397.0,2.85,1.85,2.9,mover p/ Freight ou Standard
SIOU-660-SB,"Sioux Chief 660-SB 1/2"" Male Sweat Mini-Rester ASSE-AA",General,15.27,0.24,285.0,2.05,1.81,8.6,mover p/ Freight ou Standard
RECT-97050,"RectorSeal Hubsett 97050 Test Coupling, Holds Pressure, No Tools Needed, Plumbing, 3""",General,46.5,0.74,355.0,2.55,1.81,3.4,mover p/ Freight ou Standard
ZOEL-10-4011,Zoeller Pump 10-4011 Standard APAK® Indoor Alarm With Reed Sensor,General,189.05,0.5,320,2.3,1.8,4.6,mover p/ Freight ou Standard
CTRO-ISVL023,"Centrotherm 2"" x 36"" - PolyPro Single Wall Vent Pipe",Standard,20.58,0.7,346.0,2.49,1.79,3.6,revisar cotacao
TOTO-THU765,Toto USA THU765 - Auto Flush Unit Kit for Aquia 1/0.8 GPF Elongated Dual Flush Toilet,General,139.73,0.63,336.0,2.42,1.79,3.8,mover p/ Freight ou Standard
MOEN-T3002EP,Moen T3002EP Gibson 1-Handle Posi-Temp Rainshower Shower Only Faucet Trim Kit in Chrome (Valve Not Included),General,110.97,3.2,694.0,4.99,1.79,1.6,mover p/ Freight ou Standard
RECT-97052,"RectorSeal Hubsett 97052 Test Coupling, Holds Pressure, No Tools Needed, Plumbing, 4""",General,45.44,0.76,355.0,2.55,1.79,3.4,mover p/ Freight ou Standard
SIOU-660-G2B,"Sioux Chief 660-G2B 1/2"" MIP MINI-Rester",General,15.69,0.26,285.0,2.05,1.79,7.9,mover p/ Freight ou Standard
HGRO-75010001,"hansgrohe 75010001 Vivenis Single-hole Faucet 80 with Pop--Up Drain, 1.2 GPM in Chrome",General,443.7,0.99,386.0,2.77,1.78,2.8,mover p/ Freight ou Standard
MOEN-T2900BL,Moen T2900BL Gibson 2-Handle Wall-Mount Valve Trim Kit with 3-Setting Integrated Diverter in Matte Black (Valve Not Included),General,140.53,1.0,386.0,2.78,1.78,2.8,mover p/ Freight ou Standard
HGRO-75020671,"hansgrohe 75020671 Vivenis Single-hole Faucet 110 with Pop-Up Drain, 1.2 GPM in Matte Black",General,670.5,0.99,386.0,2.77,1.78,2.8,mover p/ Freight ou Standard
SIOU-660-GTR0B,"Sioux Chief 660-GTR0B 1/4"" Female Compression Mini-Rester",General,29.58,0.28,285.0,2.05,1.77,7.3,mover p/ Freight ou Standard
GROH-29.138EN0,Grohe 29138EN0 Triple Function Thermostatic Valve Trim in GROHE BRUSHED NICKEL,General,946.18,2.37,576.0,4.14,1.77,1.7,mover p/ Freight ou Standard
DELT-T13420-H2OT,Delta T13420-H2OT Classic Monitor® 13 Series H2OKinetic® Tub & Shower Trim Chrome,General,173.46,2.86,642.0,4.62,1.76,1.6,mover p/ Freight ou Standard
MOEN-T2232EPBN,Moen T2232EPBN Eva Posi-Temp Rain Shower Single-Handle Shower Only Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),General,214.2,3.35,710.0,5.11,1.76,1.5,mover p/ Freight ou Standard
GROH-29.142000,Triple Function Thermostatic Valve Trim in GROHE CHROME 29142000,General,700.9,2.26,557.0,4.01,1.75,1.8,mover p/ Freight ou Standard
SIOU-847-2,"Sioux Chief 847-2 3"" Snap Drain Cover 2"" Pipe Size",General,8.21,0.16,266.0,1.91,1.75,12.0,mover p/ Freight ou Standard
SIOU-852-3LNQ,"Sioux Chief 852-3LNQ Adjustable Floor Cleanout 3"" MIP ABS 7"" Nickel Bronze Square Cover",General,120.21,2.99,659.0,4.74,1.75,1.6,mover p/ Freight ou Standard
MOEN-7594SRS,Moen 7594SRS Arbor Single-Handle Pull-Down Sprayer Kitchen Faucet with Power Boost in Spot Resist Stainless,General,487.29,6.5,1145.0,8.24,1.74,1.3,mover p/ Freight ou Standard
MOEN-T2252EPBN,Moen T2252EPBN Brantford Posi-Temp Rain Shower Single-Handle Shower Only Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),General,214.2,3.25,694.0,4.99,1.74,1.5,mover p/ Freight ou Standard
SIOU-863-U,Sioux Chief 863-U Aluminum Dome Bottom Strainer,General,22.3,0.32,285.0,2.05,1.73,6.4,mover p/ Freight ou Standard
HGRO-04824670,"hansgrohe 04824670 Locarno Showerhead 240 1-Jet, 1.75 GPM in Matte Black",General,1006.2,5.0,933.0,6.72,1.72,1.3,mover p/ Freight ou Standard
DIAB-DHS13SPLCT,Diablo DHS13SPLCT 13 pc Carbide Teeth Hole Saw Set for Plumbers,General,328.19,6.6,1156.0,8.32,1.72,1.3,mover p/ Freight ou Standard
GROH-34.270ENA,Single Hole Single-Handle S-Size Bathroom Faucet 1.2 GPM in GROHE BRUSHED NICKEL 34270ENA,General,327.48,1.91,503.0,3.62,1.71,1.9,mover p/ Freight ou Standard
MOEN-5965SRS,Moen 5965SRS Align Single-Handle Bar Faucet Featuring Reflex in Spot Resist Stainless,General,658.34,6.19,1098.0,7.9,1.71,1.3,mover p/ Freight ou Standard
MOEN-S72308BL,Moen S72308BL STo Single-Handle Pull-Down Kitchen Faucet in Matte Black,General,879.78,8.7,1445.0,10.4,1.7,1.2,mover p/ Freight ou Standard
DELT-T14264-SS,Delta T14264-SS Ashlyn® Monitor® 14 Series Shower Trim Stainless,General,242.92,2.42,572.0,4.11,1.69,1.7,mover p/ Freight ou Standard
BEMI-9400SSCT-000,"Bemis - 14-1/4"" x 18-7/16"", Self-Sustaining Check Hinge, White, Plastic, Open Front, Elongated, Heavy Duty, Commercial Toilet Seat without Cover",Standard,92.43,5.0,928.0,6.68,1.68,1.3,revisar cotacao
SIOU-250-11A,"Sioux Chief 250-11A 1-1/2"" ABS Turbovent with Adapter",General,23.54,0.33,278.0,2.0,1.67,6.1,mover p/ Freight ou Standard
DELT-T14264,Delta T14264 Ashlyn® Monitor® 14 Series Shower Trim Chrome,General,165.36,2.44,572.0,4.11,1.67,1.7,mover p/ Freight ou Standard
SIOU-879-25,Sioux Chief 879-25 2-1/2'' ABS Flush Plug,Standard,2.7,0.38,285.0,2.05,1.67,5.4,revisar cotacao
MILW-49-56-9285,Milwaukee Tools 49-56-9285 8 Piece BIG HAWG™ with Carbide Teeth Kit,General,348.8,1.37,421.0,3.03,1.66,2.2,mover p/ Freight ou Standard
MISS-MR02-64,"Mission Rubber MR02-64 6"" Clay to 4"" Cast Iron/Plastic Unshielded Rubber Coupling 1406214",Standard,27.05,1.35,416.0,2.99,1.64,2.2,revisar cotacao
AMST-5001G.055.020,American Standard 5001G055.020 Commercial Open Front Toilet Seat for Baby Devoro Toilet Bowls White,Standard,49.94,3.23,675.0,4.86,1.63,1.5,revisar cotacao
MISS-MR02-66,"Mission Rubber MR02-66 6"" Clay to 6"" Cast Iron/Plastic Unshielded Rubber Coupling 1406230",Standard,23.04,1.35,412.0,2.97,1.62,2.2,revisar cotacao
CTRO-ISBS0387,"Centrotherm 3"" Base Support",Standard,63.3,1.75,467.0,3.36,1.61,1.9,revisar cotacao
SIOU-660-GTR1B,"Sioux Chief 660-GTR1B 3/8"" Female Compression Mini-Rester",General,29.58,0.45,285.0,2.05,1.6,4.6,mover p/ Freight ou Standard
MISS-MR56-86-ARC,"Mission Rubber MR56-86-ARC 8"" Cast Iron/Plastic to 6"" Cast Iron/Plastic Shielded Adjustable Rubber Repair Coupling 1408039",General,211.89,2.15,521.0,3.75,1.6,1.7,mover p/ Freight ou Standard
TOTO-UT104EV-01,Toto UT104EV#01 COMMERCIAL WASHOUT URINAL W/ BACK SPUD--COTTON,General,312.78,34.0,4948.0,35.6,1.6,1.0,mover p/ Freight ou Standard
TOTO-TL230SD-CP,"Toto USA TL230SD#CP - Wyeth™ (Single Hole Faucet) Polished Chrome - 1-Handle, Deck Mount",General,373.86,1.0,360,2.59,1.59,2.6,mover p/ Freight ou Standard
GROH-23.82400A,Grohe 2382400A Single Hole Single-Handle XS-Size Bathroom Faucet 1.2 GPM in GROHE CHROME,General,372.86,3.81,748.0,5.38,1.57,1.4,mover p/ Freight ou Standard
SIOU-653-B,"Sioux Chief 653-B 3/4"" Hydra-Restor Threaded",General,31.29,0.94,349.0,2.51,1.57,2.7,mover p/ Freight ou Standard
GROH-28.5402430,"Grohe 285402430 15"" Shower Arm in MATTE BLACK",General,249.84,1.0,352.0,2.53,1.53,2.5,mover p/ Freight ou Standard
MOEN-9700,Moen 9700 M-Pact 2-Handle Wallmount Lavatory Faucet Rough-in Valve - 1/2 in. CC Connection,Standard,193.31,3.57,707.0,5.09,1.52,1.4,revisar cotacao
MOEN-5965BL,Moen 5965BL Align Single-Handle Bar Faucet Featuring Reflex in Matte Black,General,684.57,6.12,1061.0,7.63,1.51,1.2,mover p/ Freight ou Standard
MOEN-S43001BL,Moen S43001BL Arris Single Hole Single-Handle Bathroom Faucet in Matte Black,General,850.0,5.0,905.0,6.51,1.51,1.3,mover p/ Freight ou Standard
SIOU-425-PB,"Sioux Chief 425-PB 2-1/2"" Closet Bolt & Nut Set Plastic",Standard,1.11,0.54,285.0,2.05,1.51,3.8,revisar cotacao
DELT-520-MPU-DST,Delta 520-MPU-DST Classic Single Handle Centerset Bathroom Faucet Chrome,General,202.42,1.2,375.0,2.7,1.5,2.2,mover p/ Freight ou Standard
HGRO-15757001,hansgrohe 15757001 Ecostat S Thermostatic Trim with Volume Control in Chrome,General,654.3,1.0,346.0,2.49,1.49,2.5,mover p/ Freight ou Standard
HGRO-15757821,hansgrohe 15757821 Ecostat S Thermostatic Trim with Volume Control in Brushed Nickel,General,862.2,1.0,346.0,2.49,1.49,2.5,mover p/ Freight ou Standard
HOLD-SB3-7342,HoldRite SB3-7342 Turn-Out Kit 2 Clamp 734 (SB3),Standard,12.54,0.81,320,2.3,1.49,2.8,revisar cotacao
HGRO-15708001,hansgrohe 15708001 Ecostat E Thermostatic Trim with Volume Control and Diverter in Chrome,General,693.9,1.0,346.0,2.49,1.49,2.5,mover p/ Freight ou Standard
MOEN-7882,Moen 7882 Genta LX Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex in Chrome,General,382.56,6.15,1061.0,7.63,1.48,1.2,mover p/ Freight ou Standard
BRIZ-T60076-PN,Brizo T60076-PN Invari® TempAssure® Thermostatic Valve Only Trim Polished Nickel,General,676.51,1.0,343,2.47,1.47,2.5,mover p/ Freight ou Standard
ZOEL-91104-0001,Zoeller Pump 91104-0001 Standard APak® Outdoor Alarm System With Mechanical Float,General,320.72,4.0,759.0,5.46,1.46,1.4,mover p/ Freight ou Standard
DELT-T13220-SS,Delta T13220-SS Classic Monitor® 13 Series Shower Trim Stainless,General,156.13,2.12,497.0,3.57,1.45,1.7,mover p/ Freight ou Standard
TOTO-SC534-01,"TOTO® Elongated Open Front Commerical Toilet Seat without Lid, Cotton White - SC534#01",Standard,59.28,3.7,715.0,5.14,1.44,1.4,revisar cotacao
DELT-T13220,Delta T13220 Classic Monitor® 13 Series Shower Trim Chrome,General,115.64,2.13,497.0,3.57,1.44,1.7,mover p/ Freight ou Standard
HGRO-04731000,"hansgrohe 04731000 Raindance E Showerarm, 15"" (Must be used with Raindance E 300 Showerhead) in Chrome",General,276.3,1.0,336.0,2.42,1.42,2.4,mover p/ Freight ou Standard
MOEN-7565,Moen 7565 Align Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex and Power Clean in Chrome,General,581.1,6.22,1061.0,7.63,1.41,1.2,mover p/ Freight ou Standard
MOEN-7565BL,Moen 7565BL Align Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex and Power Clean in Matte Black,General,725.69,6.22,1061.0,7.63,1.41,1.2,mover p/ Freight ou Standard
HGRO-15714821,hansgrohe 15714821 Ecostat Square Thermostatic Trim with Volume Control and Diverter in Brushed Nickel,General,916.2,1.0,335.0,2.41,1.41,2.4,mover p/ Freight ou Standard
MILW-48-59-1808,Milwaukee Tools 48-59-1808 M18™ & M12™ Rapid Charger,General,198.08,1.88,458.0,3.29,1.41,1.8,mover p/ Freight ou Standard
HGRO-15758821,hansgrohe 15758821 Ecostat S Thermostatic Trim with Volume Control and Diverter in Brushed Nickel,General,916.2,1.0,335.0,2.41,1.41,2.4,mover p/ Freight ou Standard
HGRO-15758671,hansgrohe 15758671 Ecostat S Thermostatic Trim with Volume Control and Diverter in Matte Black,General,916.2,1.0,335.0,2.41,1.41,2.4,mover p/ Freight ou Standard
HGRO-15714671,hansgrohe 15714671 Ecostat Square Thermostatic Trim with Volume Control and Diverter in Matte Black,General,916.2,1.0,335.0,2.41,1.41,2.4,mover p/ Freight ou Standard
DELT-51600,Delta 51600 Universal Adjustable Slide Bar / Grab Bar Assembly with Elbow Chrome,General,311.85,5.0,890.0,6.4,1.4,1.3,mover p/ Freight ou Standard
TOTO-LT542G-12,"TOTO® 19"" x 12-3/8"" Rectangular Undermount Bathroom Sink with CEFIONTECT, Sedona Beige - LT542G#12",Standard,283.14,27.6,4029.0,28.99,1.39,1.1,revisar cotacao
TOTO-LT542G-01,"TOTO® 19"" x 12-3/8"" Rectangular Undermount Bathroom Sink with CEFIONTECT, Cotton White - LT542G#01",Standard,245.7,27.6,4029.0,28.99,1.39,1.1,revisar cotacao
MOEN-7565SRS,Moen 7565SRS Align Single-Handle Pull-Down Sprayer Kitchen Faucet with Reflex and Power Clean in Spot Resist Stainless,General,697.74,6.24,1061.0,7.63,1.39,1.2,mover p/ Freight ou Standard
DIAB-DHS6000,"Diablo DHS6000 6"" Bi-Metal Hole Saw",General,51.24,0.49,257.0,1.85,1.36,3.8,mover p/ Freight ou Standard
DIAB-DHS4750,"Diablo DHS4750 4-3/4"" Bi-Metal Hole Saw",General,42.62,0.49,257.0,1.85,1.36,3.8,mover p/ Freight ou Standard
HGRO-15728001,"hansgrohe 15728001 Ecostat Classic Thermostatic Trim with Volume Control and Diverter, Square in Chrome",General,693.9,1.0,326.0,2.35,1.35,2.3,mover p/ Freight ou Standard
SIOU-632WG222M,"Sioux Chief 632WG222M 1/2"" PEX F1960 MIP Adapter Elbow Brass",General,15.23,0.25,223.0,1.6,1.35,6.4,mover p/ Freight ou Standard
AMST-3481.001.020,American Standard 3481001.020 Cadet® Pressure Assist Elongated EverClean® Bowl White,Standard,121.5,52.4,7470.0,53.74,1.34,1.0,revisar cotacao
TOTO-LT532.8-01,"Toto USA LT532.8#01 - Promenade® (8"" on Center Faucet Holes) Cotton, Drop-In Sinks - Durable Vitreous China - 24"" x 19""",General,429.78,40.0,5747.0,41.34,1.34,1.0,mover p/ Freight ou Standard
MOEN-6345BN,"Moen 6345BN 1-Spray 8"" Fixed Showerhead with Eco-Performance and Rain Shower in Brushed Nickel",Standard,116.81,1.7,421.0,3.03,1.33,1.8,revisar cotacao
SIOU-882-647,"Sioux Chief 882-647 1/2"" MIP Test Plug for Shower Arm Plastic",Standard,3.63,0.38,236.0,1.7,1.32,4.5,revisar cotacao
SIOU-878-20,"Sioux Chief 878-20 2"" PVC C/O Plug with Threaded Brass Insert",General,2.06,0.06,190.0,1.37,1.31,22.8,mover p/ Freight ou Standard
SIOU-879-020,"Sioux Chief 879-020 2"" ABS C/O Plug Slotted",Standard,1.38,0.06,190.0,1.37,1.31,22.8,revisar cotacao
SIOU-879-20,"Sioux Chief 879-20 2"" ABS C/O Plug with Threaded Brass Insert",General,2.06,0.06,190.0,1.37,1.31,22.8,mover p/ Freight ou Standard
HGRO-26217001,"hansgrohe 26217001 Croma Showerhead 280 1-Jet, 1.75 GPM in Chrome",General,446.4,5.0,877.0,6.31,1.31,1.3,mover p/ Freight ou Standard
VEGA-28685,"Viega 28685 3""x3""x2"" - (P-P-P) - Tee (Reducing), MegaPress®G",General,602.37,0.95,314.0,2.26,1.31,2.4,mover p/ Freight ou Standard
MOEN-155747BN,Moen Brushed nickel eco-performance handshower 155747BN,General,128.9,0.52,255.0,1.83,1.31,3.5,mover p/ Freight ou Standard
SIOU-645X3G,"Sioux Chief 645X3G 3/4"" PEX x 3/4"" PB",General,3.38,0.06,190.0,1.37,1.31,22.8,mover p/ Freight ou Standard
SIOU-645X2G,"Sioux Chief 645X2G 1/2"" PEX x 1/2"" PB",General,2.83,0.06,190.0,1.37,1.31,22.8,mover p/ Freight ou Standard
DXVF-5025A15G.415,DXV 5025A15G.415 Contemporary Elongated Closed Front Toilet Seat in CANVAS WHITE,General,217.2,5.0,876.0,6.3,1.3,1.3,mover p/ Freight ou Standard
DXVF-5024A15G.415,DXV 5024A15G.415 Transitional Elongated Closed Front Toilet Seat in CANVAS WHITE,General,217.2,5.0,876.0,6.3,1.3,1.3,mover p/ Freight ou Standard
