Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit
1-copper-fittings-cleaned-bagged-90-degree-elbow-c-x-c,UPDATE,UPDATE,CFCB-100-90EL,0.241,lb
1-copper-fittings-cleaned-bagged-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-100-ST90,0.218,lb
1-1-2-copper-fittings-cleaned-bagged-90-degree-elbow-c-x-c,UPDATE,UPDATE,CFCB-150-90EL,0.423,lb
1-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-100-ST90-C,0.218,lb
1-1-4-x-1-copper-sweat-fittings-flush-bushing-ftg-x-c,UPDATE,UPDATE,COPF-125.100-FLB-C,0.161,lb
2-x-2-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.125-TEE-C,0.851,lb
4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-400-TEE-C,5.987,lb
3-x-3-x-2-copper-fittings-dwv-combination-tee-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300.200-LTTY-C,3.19,lb
3-x-3-x-2-copper-fittings-dwv-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300.200-WYE-C,2.017,lb
1-2-copper-press-fittings-coupling-p-x-p,UPDATE,UPDATE,CPPF-050-CPLG,0.081,lb
1-2-copper-press-fittings-repair-coupling-no-stop-p-x-p,UPDATE,UPDATE,CPPF-050-CPLG/LS,0.081,lb
2-x-2-x-1-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-200.100-TEE,1.282,lb
3-4-galvanized-tee,UPDATE,UPDATE,GAIF-075-TEE-G,0.492,lb
1-1-2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-150-5,1.133,lb
1-2-black-iron-tee,UPDATE,UPDATE,BLIF-050-TEE,0.302,lb
1-1-4-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.100-90EL,0.8,lb
1-copper-fittings-cleaned-bagged-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,CFCB-100-LT90,0.269,lb
1-copper-fittings-cleaned-bagged-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-100-ST45,0.152,lb
1-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-100-TEE,0.278,lb
1-1-4-x-1-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-125.100-FTR,0.174,lb
3-8-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-038-FA-C,0.058,lb
1-2-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-050-ST45-C,0.035,lb
1-2-x-1-4-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-050.025-FA-C,0.058,lb
3-4-x-3-8-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-075.038-CPL-C,0.058,lb
1-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-100-FTGFA-C,0.244,lb
1-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-100-ST45-C,0.152,lb
1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100-TEE-C,0.278,lb
1-1-4-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-125-90EL-C,0.303,lb
1-1-4-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075.100-TEE-C,0.455,lb
1-1-4-x-1-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-125.100-FTR-C,0.174,lb
1-1-4-x-1-1-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100-TEE-C,0.406,lb
1-1-4-x-1-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.125-TEE-C,0.478,lb
2-x-1-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-200.150-CPL-C,0.428,lb
1-x-3-4-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-100.075-FTR,0.15,lb
1-2-galvanized-tee,UPDATE,UPDATE,GAIF-050-TEE-G,0.302,lb
1-1-4-x-1-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125.100-90EL-G,0.8,lb
1-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-100-3,0.419,lb
1-1-4-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-3.5,0.664,lb
2-1-2-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-250-4,1.933,lb
3-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-5.5,3.477,lb
1-2-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-050-TEE,0.059,lb
1-x-3-4-copper-fittings-cleaned-bagged-coupling-c-x-c,UPDATE,UPDATE,CFCB-100.075-CPL,0.118,lb
3-4-copper-sweat-fittings-union-cxf-c-x-fpt,UPDATE,UPDATE,COPF-075-UFA-LF,0.398,lb
3-4-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-075-UNI-C,0.364,lb
1-x-1-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.050-TEE-C,0.213,lb
1-x-3-4-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-100.075-CPL-C,0.118,lb
1-1-4-x-1-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.100-TEE-C,0.458,lb
1-1-2-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-150-CPL/LS-C,0.248,lb
2-x-1-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-200.150-FTR-C,0.436,lb
2-carbon-steel-press-fittings-mechanical-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-200-CPL/WS,1.058,lb
3-8-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-038-1.5,0.07,lb
3-4-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-2.5,0.236,lb
1-1-2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-150-3,0.681,lb
1-1-2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-4.5,1.021,lb
3-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-300-CLS,1.66,lb
1-x-1-2-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.050.050-TEE-C,0.215,lb
1-2-copper-press-fittings-drop-ear-90-degree-elbow-p-x-fpt,UPDATE,UPDATE,CPPF-050-DE90,0.251,lb
1-x-3-4-copper-press-fittings-coupling-p-x-p,UPDATE,UPDATE,CPPF-100.075-CPLG,0.178,lb
1-2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-050-3,0.214,lb
3-4-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-2,0.19,lb
1-1-4-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-125-3,0.569,lb
1-x-1-x-1-2-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-100.050-TEE,0.217,lb
1-4-copper-sweat-fittings-90-degree-long-turn-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-025-LTST90-C,0.024,lb
3-8-x-1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-038.050-FA-C,0.096,lb
1-2-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-050-45EL-C,0.036,lb
1-2-x-1-8-copper-sweat-fittings-flush-bushing-to-fpt-ftg-x-fpt,UPDATE,UPDATE,COPF-050.018-FLBF-C,0.036,lb
3-4-x-1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-075.050-FA-C,0.109,lb
2-x-1-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-200.100-CPL-C,0.458,lb
2-x-1-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-200.125-FTR-C,0.432,lb
1-1-2-copper-fittings-dwv-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,COPF-DWV-150-LT90-C,0.503,lb
3-copper-fittings-dwv-combination-tee-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300-LTTY-C,4.469,lb
3-x-1-1-2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-300.150-CPL-C,0.518,lb
2-x-1-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-200.100-FTR,0.459,lb
1-1-4-x-1-1-4-x-1-2-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-125.050-TEE-G,1.14,lb
2-1-2-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-5.5,2.657,lb
1-2-copper-fittings-cleaned-bagged-female-adapter-c-x-fpt,UPDATE,UPDATE,CFCB-050-FA,0.098,lb
1-4-x-1-2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-025.050-MA-C,0.085,lb
3-4-x-5-8-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-075.058-CPL-C,0.061,lb
1-1-4-x-1-1-4-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.050-TEE-C,0.316,lb
2-x-2-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.050-TEE-C,0.668,lb
2-x-1-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.100.200-TEE-C,1.637,lb
3-copper-fittings-dwv-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-DWV-300-FA-C,1.765,lb
1-2-copper-press-fittings-45-degree-elbow-p-x-p,UPDATE,UPDATE,CPPF-050-45EL,0.097,lb
1-1-4-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-2.5,0.474,lb
1-2-x-3-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-050.075-MA-C,0.172,lb
3-4-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-075-FTGFA-C,0.172,lb
1-1-4-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-125-FA-C,0.455,lb
1-1-4-x-3-4-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075.075-TEE-C,0.369,lb
1-1-2-x-1-1-2-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150.125-TEE-C,0.567,lb
2-x-1-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-200.100-FTR-C,0.446,lb
3-x-3-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-300.125-TEE-C,2.382,lb
2-x-1-1-2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-200.150-CPL-C,0.209,lb
1-1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-150-TEE,1.22,lb
1-1-2-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-2,0.454,lb
1-1-2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-2.5,0.567,lb
2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-2.5,0.761,lb
1-1-4-carbon-steel-press-fittings-gas-90-degree-elbow-p-x-p,UPDATE,UPDATE,CRBN-125-90EL-G,1.184,lb
