ID,Handle,SEO Title,SEO Description
7715481190503,insinkerator-involve-hot-cold-water-dispensers-ised-hc-wavesn-ss,"InSinkErator - Involve® , Hot & Cold Water Dispensers - 44715A","InSinkErator Involve® hot and cold water dispenser. The tank holds a small reserve, so the draw suits a cup at a time rather than filling a pot. MPN 44715A."
7715480862823,insinkerator-involve-hot-cold-water-dispensers-view,"InSinkErator 44716 - Involve™ , Hot & Cold Water Dispensers - View","InSinkErator Involve™ hot and cold water dispenser. Spout finish is matched to the kitchen faucet, since the two sit on the same deck. MPN 44716."
7715532144743,insurance-pad-9x12-display-pk,"Mill Rose 71038 INSURANCE PAD, 9X12 DISPLAY PK","Mill Rose Insurance Pad, 9 in. x 12 in., MPN 71038. Protective soldering pad placed behind the joint to keep torch flame off the surface."
7715791405159,j212a-cp-tube-support-1-1-2-id-6-c-e-yk,Sloan 0310087 J212A CP TUBE SUPPORT 1 1/2 ID 6 C/E YK,Sloan J212A CP Tube Support 1 1/2 ID 6 C/E YK. MPN 0310087. The support keeps an exposed supply tube from flexing where it leaves the wall.
7715478274151,low-water-cutoff-probe-35mm-sl-g1-g2-g3,"IBC LOW WATER CUTOFF PROBE, 35MM SL G1/G2/G3","IBC LOW WATER CUTOFF PROBE, 35MM SL G1/G2/G3, MPN IBCT-P-9061. The probe senses water in the vessel and lets the control stop the burner when it is low."
7715533619303,milwaukee-headlamp,Milwaukee Tools 2103 MILWAUKEE® Headlamp,"Milwaukee Headlamp, MPN 2103. Puts light on the fitting in a crawlspace, a sink base or a mechanical room where the overhead never reaches."
7715533652071,milwaukee-penlight,Milwaukee Tools MILWAUKEE® Penlight,"Milwaukee Penlight, MPN 2105. Puts light on the fitting in a crawlspace, a sink base or a mechanical room where the overhead never reaches."
7715533520999,milwaukee-rechargeable-250l-penlight-w-laser,Milwaukee Tools 2010R Milwaukee® Rechargeable 250L Penlight w/ Laser,Milwaukee Tools 2010R Milwaukee® Rechargeable 250L Penlight w/ Laser. Rechargeable means no loose cells to carry or lose.
7715533586535,milwaukee-rechargeable-low-profile-magnetic-task-light,Milwaukee Tools 2013R Rechargeable Low-Profile Magnetic Task Light,"Milwaukee Tools 2013R Milwaukee® Rechargeable Low-Profile Magnetic Task Light. Magnets let the light stand on steel, freeing both hands for the work."
7715533553767,milwaukee-rechargeable-magnetic-headlamp-and-task-light,Milwaukee Tools 2012R Rechargeable Magnetic Headlamp And Task Light,"Milwaukee Tools 2012R Milwaukee® Rechargeable Magnetic Headlamp And Task Light. Magnets let the light stand on steel, freeing both hands for the work."
7715791831143,mix135a-thermostatic-mixing-valve,Sloan 0326045PK MIX135A THERMOSTATIC MIXING VALVE,Sloan MIX135A Thermostatic Mixing Valve. MPN 0326045PK. Mixing at the fixture holds a safe outlet temperature on a hot supply.
7716845060199,model-53-sump-pump-3-10-hp-1-1-2-npt-115-v,"Zoeller Pump 53-0001 MODEL 53 SUMP PUMP 3/10 HP - 1-1/2"" NPT, 115 V","Zoeller Pump 53-0001 Model 53 sump pump, 3/10 HP, 1-1/2"" NPT discharge, 115 V. A sump pump moves clear ground water out of the pit, not waste from fixtures."
7716845256807,model-98-effluent-pump-1-2-hp-1-1-2-npt-115-v,"Zoeller Pump 98-0002 MODEL 98 EFFLUENT PUMP 1/2 HP - 1-1/2"" NPT, 115 V","Zoeller Pump 98-0002 Model 98 effluent pump, 1/2 HP, 1-1/2"" NPT discharge, 115 V. The 1-1/2"" NPT outlet sets the discharge pipe size at the pump."
7716845224039,model-98-sump-pump-1-2-hp-1-1-2-npt,"Zoeller Pump 98-0001 MODEL 98 SUMP PUMP 1/2 HP - 1-1/2"" NPT","Zoeller Pump 98-0001 Model 98 sump pump, 1/2 HP, 1-1/2"" NPT discharge. It sits in the pit and runs on level, so the basin and the switch decide the cycle."
7715584737383,moen-boardwalk-chrome-posi-temp-r-shower-only,Moen T2162EP Boardwalk Chrome Posi-Temp(R) shower only,"Moen Boardwalk Chrome Posi-Temp(R) shower only. MPN T2162EP. Boardwalk trim mounts on a Moen Posi-Temp rough-in valve, which is bought separately."
7715584770151,moen-boardwalk-chrome-posi-temp-r-tub-shower,Moen T2163EP Boardwalk Chrome Posi-Temp(R) tub/shower,Moen Boardwalk Chrome Posi-Temp(R) tub/shower. MPN T2163EP. Trim only: it fits the Posi-Temp valve body and no other Moen family.
7715584082023,moen-chateau-chrome-posi-temp-r-shower-only,Moen T182EP Chateau Chrome Posi-Temp(R) shower only,"Moen Chateau Chrome Posi-Temp(R) shower only. MPN T182EP. Chateau trim mounts on a Moen Posi-Temp rough-in valve, which is bought separately."
7715590340711,moen-chateau-chrome-posi-temp-r-tub-shower,Moen TL183NH Chateau Chrome Posi-Temp(R) tub/shower,Moen Chateau Chrome Posi-Temp(R) tub/shower. MPN TL183NH. Trim only: it fits the Posi-Temp valve body and no other Moen family.
7715585785959,moen-cia-brushed-gold-posi-temp-r-tub-shower,Moen T2263EPBG Cia Brushed gold Posi-Temp(R) tub/shower,"Moen Cia Brushed gold Posi-Temp(R) tub/shower. MPN T2263EPBG. Cia trim mounts on a Moen Posi-Temp rough-in valve, which is bought separately."
7715585753191,moen-cia-matte-black-posi-temp-r-shower-only,Moen T2262EPBL Cia Matte black Posi-Temp(R) shower only,Moen Cia Matte black Posi-Temp(R) shower only. MPN T2262EPBL. Trim only: it fits the Posi-Temp valve body and no other Moen family.
7715584344167,moen-eva-brushed-nickel-posi-temp-r-shower-only,Moen T2138EPBN Eva Brushed nickel Posi-Temp(R) shower only,Moen Eva Brushed nickel Posi-Temp(R) shower only. MPN T2138EPBN. Trim only: it fits the Posi-Temp valve body and no other Moen family.
7715584442471,moen-eva-brushed-nickel-posi-temp-r-tub-shower,Moen T2139EPBN Eva Brushed nickel Posi-Temp(R) tub/shower,"Moen Eva Brushed nickel Posi-Temp(R) tub/shower. MPN T2139EPBN. Eva trim mounts on a Moen Posi-Temp rough-in valve, which is bought separately."
7715584376935,moen-eva-chrome-posi-temp-r-tub-shower,Moen T2139EP Eva Chrome Posi-Temp(R) tub/shower,"Moen Eva Chrome Posi-Temp(R) tub/shower, MPN T2139EP. Trim only, for a Moen pressure-balancing rough-in valve; the valve body is ordered separately."
7715588178023,moen-seena-chrome-posi-temp-r-shower-only,Moen T5152EP Seena Chrome Posi-Temp(R) shower only,"Moen Seena Chrome Posi-Temp(R) shower only. MPN T5152EP. Seena trim mounts on a Moen Posi-Temp rough-in valve, which is bought separately."
7715586375783,moen-voss-matte-black-posi-temp-r-tub-shower,Moen T2693EPBL Voss Matte black Posi-Temp(R) tub/shower,"Moen Voss Matte black Posi-Temp(R) tub/shower. MPN T2693EPBL. Voss trim mounts on a Moen Posi-Temp rough-in valve, which is bought separately."
7715477127271,multi-boiler-canbus-comm-cable-10f,IBC MULTI BOILER CANBUS COMM CABLE (10f),"IBC MULTI BOILER CANBUS COMM CABLE (10f), MPN IBCT-P-255. Ten foot cable that links boilers on one bus so a cascade runs from a single control."
7715477356647,ng-to-lp-conversion-kit-sl-10-85-sl-14-115g3,IBC NG to LP CONVERSION KIT (SL 10-85 / SL 14-115G3),"IBC NG to LP CONVERSION KIT (SL 10-85 / SL 14-115G3), MPN IBCT-P-304. Fuel conversion uses this kit, matched to the boiler model shown."
7715532308583,pex-crimp-ring-removal-tool,Mill Rose 73015 PEX CRIMP RING REMOVAL TOOL,"Mill Rose PEX crimp ring removal tool, MPN 73015. Cuts a fitted copper crimp ring off the tube so a bad joint can be redone without losing the fitting."
7715720396903,prier-brass-heavy-round-commercial-wall-hydrant-box,PRIER C-634RB1 PRIER Brass Heavy Round Commercial Wall Hydrant Box,PRIER Products C-634RB1 PRIER Brass Heavy Round Commercial Wall Hydrant Box. Recesses the commercial wall hydrant behind a lockable brass box.
7716751638631,promenade-pedestal-foot-cotton,Toto PT530N#01 PROMENADE PEDESTAL FOOT COTTON,"TOTO Promenade pedestal foot in Cotton, MPN PT530N#01. The pedestal on its own, for replacing a damaged foot without changing out the lavatory basin."
7715531882599,ptfe-tape-grn-oxy-1-2x260,"Mill Rose 70850 PTFE TAPE,GRN OXY,1/2""X260""","Mill Rose green PTFE thread seal tape, 1/2 in. x 260 in., MPN 70850. Green is the oxygen-service color code, so the roll stays apart from water tape."
7715531685991,ptfe-tape-red-water-1-2x260,"Mill Rose 70796 PTFE TAPE,RED WATER, 1/2""X260""","Mill Rose red PTFE thread seal tape, 1/2 in. x 260 in., MPN 70796. Red coding marks it for water lines and it seals threaded joints without dope."
7715531751527,ptfe-tape-yel-gas-1-2x260,"Mill Rose 70820 PTFE TAPE,YEL GAS,1/2""X260""","Mill Rose yellow PTFE thread seal tape, 1/2 in. x 260 in., MPN 70820. Yellow is the gas-line color code, so the roll is read at a glance on the job."
7715531849831,ptfe-tape-yel-gas-3-4x260,"Mill Rose 70830 PTFE TAPE,YEL GAS,3/4""X260""","Mill Rose yellow PTFE thread seal tape, 3/4 in. x 260 in., MPN 70830. Yellow is the gas-line color code, so the roll is read at a glance on the job."
7715794550887,r1002a-rebuild-kit-regal-1-5-gpf-urinal,Sloan 3317002 R1002A REBUILD KIT REGAL 1.5 GPF URINAL,Sloan R1002A Rebuild Kit Regal 1.5 GPF Urinal. MPN 3317002. It covers the wear parts; the chrome body stays on the wall.
7715794583655,r1005a-rebuild-kit-regal-1-0-gpf-urinal,Sloan 3317005 R1005A REBUILD KIT REGAL 1.0 GPF URINAL,"Sloan R1005A Rebuild Kit Regal 1.0 GPF Urinal. MPN 3317005. Matched to one flush volume, so the rating has to match the valve it goes into."
7715531653223,replace-blades-for-debur-tool-5-bag,Mill Rose 70417 REPLACE BLADES FOR DEBUR TOOL - 5/BAG,"Mill Rose 70417 replacement deburring tool blades, 5 per bag. Fresh cutters clear the burr left inside a cut tube so the bore is not choked."
7715477258343,safety-ignition-module-plus-sim-kit,IBC SAFETY IGNITION MODULE PLUS (SIM+) KIT,"IBC SAFETY IGNITION MODULE PLUS (SIM+) KIT, MPN IBCT-P-271B. The module supervises flame and shuts gas off if ignition is not proved."
7715477192807,safety-ignition-module-sim-kit,IBC SAFETY IGNITION MODULE (SIM) KIT,"IBC SAFETY IGNITION MODULE (SIM) KIT, MPN IBCT-P-270B. The module supervises flame and shuts gas off if ignition is not proved."
7715477291111,safety-ignition-module-sim-kit-vfc-retro-fit,IBC SAFETY IGNITION MODULE (SIM) KIT - VFC RETRO FIT,"IBC SAFETY IGNITION MODULE (SIM) KIT - VFC RETRO FIT, MPN IBCT-P-272B. The module supervises flame and shuts gas off if ignition is not proved."
7715477749863,sensor-plug-retrofit-kit-v10-touchecreen,"IBC SENSOR PLUG RETROFIT KIT, V10-Touchecreen","IBC SENSOR PLUG RETROFIT KIT, V10-Touchscreen, MPN IBCT-P-354. Retrofit wiring parts for the V10 touchscreen control rather than for the earlier boards."
7715792257127,sfp40a-cntrl-box-w-range-adj-6-pin,Sloan 0362040 SFP40A CNTRL BOX W/RANGE ADJ (6 PIN),Sloan SFP40A Control Box with Range Adjustable (6 pin). MPN 0362040. The range adjustment sets how close a hand has to come before it trips.
7715531587687,single-blade-pencil-style-debur-tool,Mill Rose 70413 SINGLE BLADE PENCIL STYLE DEBUR TOOL,Mill Rose Single Blade Pencil Style Debur Tool. Deburring the cut end stops a raised edge from scoring the seal or the seat. MPN 70413.
7715792453735,st8009-closet-bowl-univ-press-assist,Sloan 2108009 ST8009 CLOSET BOWL UNIV PRESS ASSIST,"Sloan ST8009 Closet Bowl Universal Pressure Assist. MPN 2108009. Trapped air clears the trapway, so it flushes on less water than gravity."
7715792519271,st8029-closet-bowl-ada-univ-press-assist,Sloan 2108029 ST8029 CLOSET BOWL ADA UNIV PRESS ASSIST,"Sloan ST8029 Closet Bowl ADA Universal Pressure Assist. MPN 2108029. Trapped air clears the trapway, so it flushes on less water than gravity."
7715792552039,st8116-tank-assembly-right-hand-1-0gpf,Sloan 2108116 ST8116 TANK ASSEMBLY RIGHT HAND 1.0GPF,"Sloan ST8116 Tank Assembly Right Hand 1.0GPF. MPN 2108116. Ordered to the bowl it mates with, since the tank is not a universal fit."
7715532013671,stn-stl-ptfe-tape-1-2x260,"Mill Rose 70891 STN STL PTFE TAPE,1/2""X260""","Mill Rose stainless-grade PTFE thread seal tape, 1/2 in. x 260 in., MPN 70891. Color-coded for stainless threaded joints and seals them without pipe dope."
7716737744999,tekmar-accessory-relay-004,tekmar Control Systems Tekmar Accessory Relay - 004,tekmar 004 accessory relay for tekmar controls. A relay adds a switched output where a control cannot carry the load itself.
7716741644391,tekmar-mixing-valve-1-1-4-fip-3-way-712,"tekmar Control Systems Tekmar Mixing Valve 1-1/4"" FIP - 3-Way - 712","tekmar 712 three-way mixing valve with 1-1/4"" FIP ports. A three-way valve blends supply water with return water to hold a lower loop temperature."
7716737777767,tekmar-outdoor-sensor-070,tekmar Control Systems Tekmar Outdoor Sensor - 070,tekmar 070 outdoor temperature sensor. It reads outside air and passes that reading to the control that uses it.
7716737810535,tekmar-outdoor-sensor-087,tekmar Control Systems Tekmar Outdoor Sensor - 087,"tekmar 087 outdoor temperature sensor. Mounted on a shaded wall, away from sun and from any vent discharge."
7716740595815,tekmar-snow-melt-control-654,tekmar Control Systems Tekmar Snow Melt Control - 654,tekmar 654 snow melt control. The control runs the melt zone from what the slab and the weather sensors report.
7716737843303,tekmar-snow-melt-control-slab-sensor-090,tekmar Control Systems Tekmar Snow Melt Control Slab Sensor - 090,"tekmar 090 slab sensor for a snow melt control. Slab temperature is what a melt control acts on, and this is where it comes from."
7716737941607,tekmar-thermostat-1-heat-552,tekmar Control Systems Tekmar Thermostat 1 Heat - 552,"tekmar 552 thermostat, 1 heat. Staging is decided at the thermostat, so the outputs have to line up with the system."
7716737974375,tekmar-thermostat-2-heat-1-cool-1-fan-553,tekmar Control Systems Tekmar Thermostat 2 Heat/1 Cool/1 Fan - 553,"tekmar 553 thermostat, 2 heat / 1 cool / 1 fan. It is wired to the low voltage terminals of the heating and cooling equipment."
7716738924647,tekmar-thermostat-2-heat-2-cool-557,tekmar Control Systems Tekmar Thermostat 2 Heat/2 Cool - 557,"tekmar 557 thermostat, 2 heat / 2 cool. The stage count is what has to match the equipment, not the room it sits in."
7716737908839,tekmar-wiring-center-313,tekmar Control Systems Tekmar Wiring Center - 313,"tekmar 313 wiring center for a hydronic zone panel. A wiring center gathers thermostats, zone devices and the boiler call at one terminal block."
7716735189095,timer-00-analog-timer-w-dust-cover,"Taco Comfort Solutions 265-1 TIMER - ""00"" ANALOG TIMER w/DUST COVER",Taco 265-1 Analog Timer with Dust Cover. A time clock runs the recirculation pump only during the hours it is wanted.
7716751736935,toto-softclose-non-slamming-slow-close-round-toilet-seat-and-lid-cotton-white-ss113-01,TOTO® SS113#01 Slow Close Round Toilet Seat Cotton White,"TOTO® SoftClose®Non Slamming, Slow Close Round Toilet Seat and Lid,Cotton White - SS113#01. MPN SS113#01."
7715436494951,union-set-bronze-1-2-sweat,"Grundfos 529913 UNION SET BRONZE 1/2"" SWEAT","Grundfos Union Set, Bronze 1/2"" SWEAT, MPN 529913. Bronze union set for mounting a Grundfos circulator so it can be pulled without cutting."
7715436232807,union-set-bronze-3-4-iv-su,"Grundfos 519851 UNION SET BRONZE 3/4"" IV (SU)","Grundfos Union Set, Bronze 3/4"" IV (SU), MPN 519851. Bronze union set for mounting a Grundfos circulator so it can be pulled without cutting."
7715436200039,union-set-brz-iv-1-2-for-su,"Grundfos 519850 UNION SET BRZ IV 1/2"" (FOR SU)","Grundfos Union Set, Bronze IV 1/2"" (FOR SU), MPN 519850. Bronze union set for mounting a Grundfos circulator so it can be pulled without cutting."
7716754620519,upton-control-trim-1-way-brass-polished-chrome,Toto TS630C2-CP UPTON CONTROL TRIM 1-WAY BRASS-Polished Chrome,TOTO TS630C2-CP UPTON CONTROL TRIM 1-WAY BRASS-Polished Chrome. Trim only: the rough-in valve body behind the wall is a separate item.
7716725325927,v500a-cp-vacuum-breaker-6-pack,Sloan 5323010 V500A CP VACUUM BREAKER (6 PACK),"Sloan V500A vacuum breaker (6 pack), MPN 5323010. Protects the supply from back-siphonage at the tailpiece; order by length to suit the rough-in."
7715796156519,vbf72a-1-cp-trap-pr-f-13-1-2-in-vac-brkr,Sloan 3396076 VBF72A-1 CP TRAP PR F/13-1/2 IN VAC BRKR,Sloan VBF72A-1 CP Trap PR for 13-1/2 in. Vacuum Breaker. MPN 3396076. This is the piece that whistles or drips once the tailpiece seal hardens.
7715476832359,vent-high-limit-with-clamps,IBC VENT HIGH LIMIT WITH CLAMPS,"IBC vent high limit with clamps, MPN IBCT-P-205. Genuine IBC OEM boiler part; match the series and rating plate on the unit before ordering."
7715276062823,water-heater-drain-valve-brass-4-3-8-shank-straight-e-f-skpk-llc-11505,"Camco 11505 Brass Water Heater Drain Valve, 4-3/8"" Shank, Straight","Camco Water Heater Drain Valve - Brass 4-3/8"" Shank,Straight(E/F) (SKPK) LLC 11505. MPN 11505. Shank length has to clear the jacket and insulation."
7715478208615,water-pressure-sensor-vfc-sl-g1-g2-g3,IBC WATER PRESSURE SENSOR VFC/SL G1/G2/G3,"IBC WATER PRESSURE SENSOR VFC/SL G1/G2/G3, MPN IBCT-P-9057. Reads system pressure, which is what the control uses to lock out a boiler running dry."
7715477815399,water-temperature-sensor-supply-return,IBC WATER TEMPERATURE SENSOR (SUPPLY/RETURN),"IBC WATER TEMPERATURE SENSOR (SUPPLY/RETURN), MPN IBCT-P-707. Supply and return readings are what the control uses to work out the delta across the boiler."
7715475914855,water-vent-temperature-sensor,IBC WATER (VENT) TEMPERATURE SENSOR,"IBC WATER (VENT) TEMPERATURE SENSOR, MPN IBCT-240-009. Vent temperature is watched as a limit, so a blocked or failing flue shows up at the control."
